channel,context,test,source,target,minimum_family_adjusted_p,maximum_absolute_effect,significant_cells,tested_cells
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RIC,AWB,1.0,0.0735253095626831,0,18
endpoint_mean,baseline,effect,RMD,ASG,1.0,0.073514811694622,0,24
endpoint_mean,onset_minus_baseline,effect,RMF,RME,1.0,0.0734934657812118,0,24
endpoint_mean,onset_minus_baseline,effect,RMH,ADF,1.0,0.0734928175806999,0,24
endpoint_log_sd,onset_minus_baseline,effect,URX,RIH,1.0,0.0734841674566268,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIZ,IL2,1.0,0.0734768137335777,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIZ,ASJ,1.0,0.0734211876988411,0,18
endpoint_log_sd,onset_minus_baseline,effect,ASG,SIB,1.0,0.0734041929244995,0,24
endpoint_log_sd,baseline,lag_minus_1,URB,RMH,1.0,0.0733877718448638,0,18
endpoint_log_sd,baseline,lag_minus_1,AVJ,ASK,1.0,0.0733443722128868,0,18
endpoint_mean,baseline,lag_minus_1,RMD,AVJ,1.0,0.0733370259404182,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RMH,AUA,1.0,0.0733317881822586,0,18
endpoint_mean,onset_minus_baseline,effect,ASK,SAA,1.0,0.0733142271637916,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,OLL,ADF,1.0,0.0733122304081916,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,AVD,ASJ,1.0,0.0732983872294426,0,18
endpoint_mean,baseline,effect,ASK,ASE,1.0,0.0732809901237487,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,URB,RME,1.0,0.0732798278331756,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,RMD,ASI,1.0,0.0732716768980026,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,CEP,SMD,1.0,0.0732632502913475,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ASK,AIZ,1.0,0.0732335373759269,0,18
endpoint_mean,onset_minus_baseline,effect,AVD,AVE,1.0,0.0732208266854286,0,24
endpoint_log_sd,onset_minus_baseline,effect,IL2,IL1,1.0,0.0731909796595573,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RID,AWA,1.0,0.0731891766190528,0,18
endpoint_mean,baseline,effect,AUA,AVA,1.0,0.0731819346547126,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,SIA,ASG,1.0,0.07317765802145,0,18
endpoint_log_sd,baseline,effect,URA,RME,1.0,0.0731677711009979,0,24
endpoint_log_sd,onset_minus_baseline,effect,AIZ,AWB,1.0,0.0731240063905716,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,AVD,BAG,1.0,0.0730933994054794,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,AIZ,RMF,1.0,0.0730790644884109,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,IL2,AIB,1.0,0.0730549618601799,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,URX,AVJ,1.0,0.0729966983199119,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIY,RMD,1.0,0.0729841217398643,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,SIA,ASH,1.0,0.0729809254407882,0,18
endpoint_log_sd,baseline,effect,ADL,URX,1.0,0.0729720592498779,0,24
endpoint_mean,onset_minus_baseline,effect,ALA,AVB,1.0,0.0729662552475929,0,24
endpoint_mean,baseline,effect,CEP,ALA,1.0,0.0729656442999839,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,URX,ASK,1.0,0.0729633122682571,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ADE,RIH,1.0,0.0729625299572944,0,18
endpoint_log_sd,onset_minus_baseline,effect,ADL,AWA,1.0,0.0729212686419487,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,SIA,RIB,1.0,0.0729105174541473,0,18
endpoint_mean,baseline,effect,SAA,AWB,1.0,0.0729100480675697,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RID,SMB,1.0,0.0728812515735626,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RIC,AVD,1.0,0.0728431418538093,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ALA,OLQ,1.0,0.0727653130888938,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RIH,ADF,1.0,0.0726593136787414,0,18
endpoint_mean,baseline,effect,SIA,AVE,1.0,0.0726487189531326,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,FLP,RIM,1.0,0.0726433470845222,0,18
endpoint_log_sd,onset_minus_baseline,effect,ASJ,OLQ,1.0,0.0726125761866569,0,24
endpoint_mean,onset_minus_baseline,effect,SMB,AWB,1.0,0.0726044699549675,0,24
endpoint_mean,baseline,effect,SAA,ALA,1.0,0.0725765377283096,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,CEP,ASH,1.0,0.0725600272417068,0,18
endpoint_mean,baseline,lag_minus_1,ASG,RIV,1.0,0.0725532919168472,0,18
endpoint_mean,baseline,lag_minus_1,SAA,SIB,1.0,0.0725511237978935,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,IL2,AWC,1.0,0.0725271329283714,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,ASJ,AWB,1.0,0.0725211501121521,0,18
endpoint_log_sd,onset_minus_baseline,effect,SMB,RME,1.0,0.072512961924076,0,24
endpoint_log_sd,onset_minus_baseline,effect,URA,RIM,1.0,0.0724916756153106,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,RMF,SAA,1.0,0.072482518851757,0,18
endpoint_log_sd,onset_minus_baseline,effect,AVK,ASE,1.0,0.0724417567253112,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AVD,SIB,1.0,0.0724284425377845,0,18
endpoint_mean,onset_minus_baseline,effect,URA,RME,1.0,0.0724256038665771,0,24
endpoint_mean,baseline,effect,URB,RME,1.0,0.0723430886864662,0,24
endpoint_mean,onset_minus_baseline,effect,AUA,RMF,1.0,0.072339080274105,0,24
endpoint_mean,onset_minus_baseline,effect,URX,RIM,1.0,0.0723289474844932,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIM,URA,1.0,0.0723176002502441,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,AVJ,AFD,1.0,0.0723077356815338,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ADF,AVE,1.0,0.0723071545362472,0,18
endpoint_log_sd,baseline,lag_minus_1,ADL,AFD,1.0,0.0723056197166442,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,SIA,AVJ,1.0,0.0722963213920593,0,18
endpoint_log_sd,onset_minus_baseline,effect,AIY,RMF,1.0,0.0722576528787612,0,24
endpoint_mean,onset_minus_baseline,effect,RMD,OLQ,1.0,0.0722165778279304,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ALA,SIB,1.0,0.0721974670886993,0,18
endpoint_mean,onset_minus_baseline,effect,URX,AWA,1.0,0.0721964091062545,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,CEP,SIB,1.0,0.0721892341971397,0,18
endpoint_mean,onset_minus_baseline,effect,ASG,AVE,1.0,0.0721864700317382,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,RMD,ASK,1.0,0.072162851691246,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,SMB,RME,1.0,0.0721517875790596,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,RMF,AVE,1.0,0.0721454620361328,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,ASK,RIV,1.0,0.0721385404467582,0,18
endpoint_log_sd,onset_minus_baseline,effect,AVJ,SMD,1.0,0.0721354484558105,0,24
endpoint_log_sd,baseline,lag_minus_1,RMF,BAG,1.0,0.0721198096871376,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RIA,URX,1.0,0.0720949843525886,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,URX,AVA,1.0,0.0720942318439483,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,URB,RIA,1.0,0.0720600560307502,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RMH,ASE,1.0,0.0720297843217849,0,18
endpoint_mean,baseline,effect,RIH,AVD,1.0,0.0720003843307495,0,24
endpoint_mean,baseline,effect,RMF,AVK,1.0,0.0719935819506645,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,URA,RID,1.0,0.0719874948263168,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,RMD,AWC,1.0,0.0719503462314605,0,18
endpoint_log_sd,baseline,lag_minus_1,ASK,AVA,1.0,0.0719427466392517,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,SIA,RMF,1.0,0.0719339773058891,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,RIP,AFD,1.0,0.0719337910413742,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RMF,ASJ,1.0,0.0719276070594787,0,18
endpoint_mean,baseline,lag_minus_1,ASG,RIB,1.0,0.0719228833913803,0,18
endpoint_mean,baseline,lag_minus_1,RMD,RIC,1.0,0.0719169974327087,0,18
endpoint_mean,baseline,lag_minus_1,RIA,RIV,1.0,0.0718747675418853,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,URB,ADE,1.0,0.0718672722578048,0,18
endpoint_mean,onset_minus_baseline,effect,RMF,ASI,1.0,0.0718277543783187,0,24
endpoint_log_sd,onset_minus_baseline,effect,RIP,ASG,1.0,0.0717976242303848,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,SAA,SMD,1.0,0.0717723220586776,0,18
endpoint_mean,baseline,effect,RMF,RIC,1.0,0.0717667639255523,0,24
endpoint_log_sd,baseline,lag_minus_1,ADL,RIV,1.0,0.0717533379793167,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AVK,AVH,1.0,0.0717428550124168,0,18
endpoint_log_sd,onset_minus_baseline,effect,AIZ,RIM,1.0,0.0717295333743095,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,ADL,RIM,1.0,0.0716944262385368,0,18
endpoint_log_sd,baseline,lag_minus_1,OLL,ALA,1.0,0.0716750621795654,0,18
endpoint_mean,baseline,effect,IL1,AVD,1.0,0.0716708675026893,0,24
endpoint_mean,baseline,lag_minus_1,ASK,ADL,1.0,0.071668229997158,0,18
endpoint_mean,baseline,lag_minus_1,RIH,AWA,1.0,0.0716387256979942,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AUA,RIH,1.0,0.0716358423233032,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,IL2,ADE,1.0,0.0716268494725227,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,RMD,OLQ,1.0,0.0716229006648063,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ALA,RIC,1.0,0.0715979561209678,0,18
endpoint_mean,baseline,lag_minus_1,RIA,AVD,1.0,0.0715360715985298,0,18
endpoint_log_sd,baseline,effect,ASK,AVA,1.0,0.0714793652296066,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ASG,RMD,1.0,0.0714708343148231,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,ASG,ASJ,1.0,0.0714545845985412,0,18
endpoint_mean,baseline,lag_minus_1,URB,URY,1.0,0.0714517906308174,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,RMH,RIC,1.0,0.0714350566267967,0,18
endpoint_mean,baseline,effect,RMH,ASG,1.0,0.0714196264743805,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIY,RIH,1.0,0.0714067667722702,0,18
endpoint_log_sd,baseline,lag_minus_1,CEP,SIB,1.0,0.0714039281010627,0,18
endpoint_log_sd,baseline,lag_minus_1,ASK,RME,1.0,0.0714035779237747,0,18
endpoint_log_sd,onset_minus_baseline,effect,RIH,RMH,1.0,0.0713993906974792,0,24
endpoint_mean,baseline,effect,SMB,AVH,1.0,0.0713939368724823,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIZ,RID,1.0,0.0713849961757659,0,18
endpoint_mean,onset_minus_baseline,effect,AIZ,RIC,1.0,0.071361243724823,0,24
endpoint_log_sd,baseline,lag_minus_1,AUA,SMD,1.0,0.0713243186473846,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,FLP,RIP,1.0,0.071307897567749,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,AIZ,RIM,1.0,0.0712617486715316,0,18
endpoint_mean,onset_minus_baseline,effect,AVD,AWA,1.0,0.0712597221136093,0,24
endpoint_log_sd,onset_minus_baseline,effect,ASJ,RIM,1.0,0.0712484717369079,0,24
endpoint_log_sd,onset_minus_baseline,effect,RIP,OLQ,1.0,0.0712003707885742,0,24
endpoint_mean,baseline,effect,ADF,RIB,1.0,0.0711769387125969,0,24
endpoint_log_sd,baseline,lag_minus_1,RID,CEP,1.0,0.0711651369929313,0,18
endpoint_mean,baseline,effect,OLL,ASJ,1.0,0.0711628124117851,0,24
endpoint_mean,baseline,lag_minus_1,AIM,AVE,1.0,0.0711545422673225,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ALA,RIM,1.0,0.0711505785584449,0,18
endpoint_log_sd,baseline,lag_minus_1,RID,ADL,1.0,0.0711501017212867,0,18
endpoint_mean,baseline,lag_minus_1,URA,AVE,1.0,0.0711440443992614,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,URB,SMD,1.0,0.0711345449090004,0,18
endpoint_log_sd,baseline,lag_minus_1,AUA,SAA,1.0,0.071130521595478,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,SAA,AVD,1.0,0.0711290389299392,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,OLL,AWC,1.0,0.0711279511451721,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,RIH,SIA,1.0,0.0711192563176155,0,18
endpoint_mean,baseline,effect,IL1,RIA,1.0,0.071118026971817,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,OLL,ASH,1.0,0.0711133331060409,0,18
endpoint_log_sd,onset_minus_baseline,effect,AIY,BAG,1.0,0.0711110830307006,0,24
endpoint_log_sd,onset_minus_baseline,effect,RIC,BAG,1.0,0.0711025521159172,0,24
endpoint_log_sd,baseline,lag_minus_1,FLP,AVJ,1.0,0.071088045835495,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,AIY,SIA,1.0,0.071081630885601,0,18
endpoint_log_sd,baseline,effect,OLL,RMF,1.0,0.071064569056034,0,24
endpoint_log_sd,baseline,effect,OLL,RIV,1.0,0.071059763431549,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RIA,AIZ,1.0,0.0710487961769104,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,ALA,RIA,1.0,0.0710398331284523,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,RID,RIH,1.0,0.0710370987653732,0,18
endpoint_mean,baseline,effect,ADL,RIP,1.0,0.071023978292942,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,IL1,ASI,1.0,0.071004219353199,0,18
endpoint_log_sd,baseline,lag_minus_1,SAA,AWA,1.0,0.070925697684288,0,18
endpoint_log_sd,onset_minus_baseline,effect,IL1,URY,1.0,0.0708742961287498,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RMD,RIA,1.0,0.0708590149879455,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,ALA,AFD,1.0,0.0708509087562561,0,18
endpoint_mean,baseline,effect,AUA,ASH,1.0,0.070828840136528,0,24
endpoint_log_sd,baseline,lag_minus_1,URA,SIB,1.0,0.0708200931549072,0,18
endpoint_mean,baseline,effect,AIZ,AWA,1.0,0.0708164125680923,0,24
endpoint_mean,baseline,effect,RIH,FLP,1.0,0.0708036124706268,0,24
endpoint_mean,baseline,effect,OLL,ASI,1.0,0.0707907080650329,0,24
endpoint_mean,baseline,effect,RID,AVA,1.0,0.0707898437976837,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,ALA,AUA,1.0,0.0707704126834869,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,IL1,AIB,1.0,0.0707674548029899,0,18
endpoint_mean,onset_minus_baseline,effect,RIC,AWB,1.0,0.0707514286041259,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ASG,OLQ,1.0,0.0707490146160125,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIY,OLQ,1.0,0.0707418993115425,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,SAA,AWA,1.0,0.0707004442811012,0,18
endpoint_log_sd,onset_minus_baseline,effect,ADL,AVA,1.0,0.0706978663802146,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,IL1,BAG,1.0,0.0706969276070594,0,18
endpoint_log_sd,baseline,lag_minus_1,FLP,ASG,1.0,0.0705816447734832,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RIH,ADL,1.0,0.0705758333206176,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,AIY,RIB,1.0,0.0705330595374107,0,18
endpoint_mean,baseline,effect,URX,AVB,1.0,0.0704708397388458,0,24
endpoint_log_sd,onset_minus_baseline,effect,RIH,RIM,1.0,0.0704466477036476,0,24
endpoint_mean,baseline,lag_minus_1,RMD,RIA,1.0,0.0704330727458,0,18
endpoint_mean,baseline,lag_minus_1,ASK,SIB,1.0,0.0704316571354866,0,18
endpoint_mean,baseline,effect,SAA,RME,1.0,0.0704126879572868,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,IL2,AWA,1.0,0.0703930258750915,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIZ,AVA,1.0,0.0703743323683738,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RMF,AUA,1.0,0.0703256875276565,0,18
endpoint_mean,baseline,lag_minus_1,AIZ,SIB,1.0,0.0703098103404045,0,18
endpoint_mean,baseline,lag_minus_1,RIA,RMD,1.0,0.0703021585941314,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RIP,OLQ,1.0,0.0702978298068046,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,SIA,AUA,1.0,0.0702934712171554,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RIH,RME,1.0,0.0702825188636779,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AVD,AVA,1.0,0.0702795460820198,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIY,RIA,1.0,0.0702728256583213,0,18
endpoint_log_sd,onset_minus_baseline,effect,SAA,AVB,1.0,0.0702693611383438,0,24
endpoint_log_sd,baseline,lag_minus_1,ALA,AVA,1.0,0.0702595338225364,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,URX,RIB,1.0,0.070250928401947,0,18
endpoint_mean,onset_minus_baseline,effect,URA,AWA,1.0,0.0702035576105117,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RIA,IL1,1.0,0.0701777935028076,0,18
endpoint_mean,baseline,effect,RIA,AWB,1.0,0.0701767653226852,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,URA,URY,1.0,0.0701748356223106,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,RIH,RMH,1.0,0.0701695159077644,0,18
endpoint_mean,onset_minus_baseline,effect,AVD,ASE,1.0,0.0701677054166793,0,24
endpoint_mean,baseline,lag_minus_1,SAA,BAG,1.0,0.0701672956347465,0,18
endpoint_mean,baseline,effect,URB,AWB,1.0,0.0701623931527137,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,URB,RIH,1.0,0.0701544657349586,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ASG,AWB,1.0,0.0701372772455215,0,18
endpoint_log_sd,onset_minus_baseline,effect,SIA,IL1,1.0,0.0701236575841903,0,24
endpoint_log_sd,baseline,effect,ALA,AIB,1.0,0.0701226368546485,0,24
endpoint_mean,baseline,effect,SMB,RME,1.0,0.0701165497303009,0,24
endpoint_log_sd,onset_minus_baseline,effect,ALA,AVB,1.0,0.0701134949922561,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,URX,ADF,1.0,0.0701013728976249,0,18
endpoint_mean,baseline,lag_minus_1,IL1,RIH,1.0,0.070095881819725,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,IL1,OLQ,1.0,0.0700872540473938,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,URB,AVD,1.0,0.0700839906930923,0,18
endpoint_log_sd,baseline,lag_minus_1,ASJ,ASG,1.0,0.0700771808624267,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIZ,RIB,1.0,0.0700731500983238,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,SMB,SAA,1.0,0.0700604021549224,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AVD,ASH,1.0,0.0700521618127822,0,18
endpoint_mean,onset_minus_baseline,effect,AVD,ADF,1.0,0.0700494423508644,0,24
endpoint_log_sd,onset_minus_baseline,effect,RIP,AVH,1.0,0.0700426250696182,0,24
endpoint_log_sd,baseline,lag_minus_1,URB,OLL,1.0,0.0700357779860496,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,AUA,ADL,1.0,0.0700203329324722,0,18
endpoint_log_sd,baseline,lag_minus_1,ADL,SIB,1.0,0.0700169131159782,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIZ,ASH,1.0,0.0700091049075126,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ADE,AVA,1.0,0.0700080096721649,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,RID,AWC,1.0,0.0699770525097847,0,18
endpoint_mean,baseline,effect,AUA,ADE,1.0,0.0699548423290252,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RID,RIB,1.0,0.0699455961585044,0,18
endpoint_mean,onset_minus_baseline,effect,RMH,BAG,1.0,0.0699445083737373,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ADL,RIV,1.0,0.0699370056390762,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,IL2,RIA,1.0,0.0699351578950882,0,18
endpoint_mean,onset_minus_baseline,effect,RIH,RMD,1.0,0.0699348822236061,0,24
endpoint_mean,onset_minus_baseline,effect,SAA,ADL,1.0,0.0699274539947509,0,24
endpoint_mean,baseline,lag_minus_1,SMB,AWB,1.0,0.0699105709791183,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,SAA,RIM,1.0,0.0699082240462303,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,URA,URY,1.0,0.0698839053511619,0,18
endpoint_log_sd,baseline,lag_minus_1,SAA,AVB,1.0,0.0698603764176368,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,SIA,RIC,1.0,0.069860354065895,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ALA,SIA,1.0,0.0698595643043518,0,18
endpoint_mean,baseline,effect,ASK,AUA,1.0,0.0698369517922401,0,24
endpoint_log_sd,onset_minus_baseline,effect,CEP,URY,1.0,0.0698224455118179,0,24
endpoint_log_sd,onset_minus_baseline,effect,IL2,SMB,1.0,0.0698105692863464,0,24
endpoint_log_sd,baseline,effect,RIC,SMD,1.0,0.0698041766881942,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,URA,BAG,1.0,0.0697971135377883,0,18
endpoint_mean,onset_minus_baseline,effect,OLL,OLQ,1.0,0.0697856247425079,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RIC,URY,1.0,0.0697839111089706,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,AVD,AIB,1.0,0.0697824135422706,0,18
endpoint_mean,baseline,effect,ALA,AUA,1.0,0.0697571039199829,0,24
endpoint_mean,baseline,effect,AIY,RMD,1.0,0.0697480291128158,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,RMH,AIB,1.0,0.0697463750839233,0,18
endpoint_mean,baseline,effect,ALA,ASI,1.0,0.0697371885180473,0,24
endpoint_log_sd,onset_minus_baseline,effect,RMD,AIY,1.0,0.0697339326143264,0,24
endpoint_mean,onset_minus_baseline,effect,SIA,SMD,1.0,0.0697285681962966,0,24
endpoint_mean,baseline,effect,ASJ,AVH,1.0,0.0697133243083953,0,24
endpoint_mean,onset_minus_baseline,lag_minus_1,IL1,RME,1.0,0.0697016566991806,0,18
endpoint_mean,onset_minus_baseline,effect,ALA,ASE,1.0,0.0696904361248016,0,24
endpoint_mean,onset_minus_baseline,effect,SIA,RIB,1.0,0.0696867182850837,0,24
endpoint_log_sd,baseline,effect,ADL,AVA,1.0,0.0696685388684272,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,URA,FLP,1.0,0.0696466416120529,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AUA,CEP,1.0,0.0696423947811126,0,18
endpoint_log_sd,baseline,lag_minus_1,URA,AWC,1.0,0.0696398466825485,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,AIZ,ADL,1.0,0.069628894329071,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RIC,URA,1.0,0.0696262717247009,0,18
endpoint_mean,onset_minus_baseline,lag_minus_1,AVJ,ASJ,1.0,0.0696199536323547,0,18
endpoint_mean,onset_minus_baseline,effect,IL1,AVE,1.0,0.0695662796497345,0,24
endpoint_log_sd,baseline,effect,RIH,AVA,1.0,0.0695382952690124,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AUA,IL1,1.0,0.0695372521877288,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RID,SIA,1.0,0.0695317387580871,0,18
endpoint_log_sd,baseline,lag_minus_1,RMD,ALA,1.0,0.0695051252841949,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,AIZ,ASK,1.0,0.0695038363337516,0,18
endpoint_log_sd,baseline,effect,RMH,ASE,1.0,0.0694928839802742,0,24
endpoint_mean,onset_minus_baseline,effect,CEP,AWB,1.0,0.0694860145449638,0,24
endpoint_log_sd,onset_minus_baseline,effect,AVD,RIP,1.0,0.0694809332489967,0,24
endpoint_log_sd,baseline,lag_minus_1,AUA,AWB,1.0,0.0694768205285072,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ADL,OLL,1.0,0.0694696307182312,0,18
endpoint_log_sd,baseline,effect,RIP,SIB,1.0,0.0694475695490837,0,24
endpoint_log_sd,baseline,lag_minus_1,AIZ,OLQ,1.0,0.0694373548030853,0,18
endpoint_mean,baseline,lag_minus_1,RID,AVD,1.0,0.0694284439086914,0,18
endpoint_mean,onset_minus_baseline,effect,SMB,AVB,1.0,0.0694109946489334,0,24
endpoint_mean,baseline,effect,ADF,BAG,1.0,0.0694052875041961,0,24
endpoint_mean,baseline,effect,ASK,AFD,1.0,0.0693981498479843,0,24
endpoint_mean,onset_minus_baseline,effect,AIZ,RMF,1.0,0.0693955868482589,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,RMD,RMF,1.0,0.069390632212162,0,18
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ADL,AFD,1.0,0.0693776533007621,0,18
endpoint_log_sd,onset_minus_baseline,effect,SIA,SMD,1.0,0.0693286806344986,0,24
endpoint_log_sd,onset_minus_baseline,lag_minus_1,ADL,AIZ,1.0,0.0693136751651763,0,18
endpoint_log_sd,onset_minus_baseline,effect,URA,AIY,1.0,0.0692929178476333,0,24
endpoint_mean,baseline,effect,ALA,RIC,1.0,0.069292664527893,0,24
endpoint_log_sd,onset_minus_baseline,effect,AIZ,AVB,1.0,0.0692876502871513,0,24
