source,target,lag,horizon,recording,effect
URB,RIP,1,1,OH16230:0928_07,0.25879988074302673
URB,RIP,1,2,OH16230:0928_07,0.25077879428863525
URB,RIP,1,4,OH16230:0928_07,0.23278582096099854
URB,RIP,1,8,OH16230:0928_07,0.2375107705593109
URB,RIP,1,16,OH16230:0928_07,0.19419515132904053
URB,RIP,1,32,OH16230:0928_07,0.11960142105817795
URB,RIP,1,1,OH16230:0928_08,0.2624296545982361
URB,RIP,1,2,OH16230:0928_08,0.25485068559646606
URB,RIP,1,4,OH16230:0928_08,0.23186540603637695
URB,RIP,1,8,OH16230:0928_08,0.2107914537191391
URB,RIP,1,16,OH16230:0928_08,0.17086079716682434
URB,RIP,1,32,OH16230:0928_08,0.11017508804798126
URB,RIP,1,1,OH16230:0928_11,0.24184636771678925
URB,RIP,1,2,OH16230:0928_11,0.2292172908782959
URB,RIP,1,4,OH16230:0928_11,0.19794368743896484
URB,RIP,1,8,OH16230:0928_11,0.20235159993171692
URB,RIP,1,16,OH16230:0928_11,0.15291669964790344
URB,RIP,1,32,OH16230:0928_11,0.1017579734325409
URB,RIP,1,1,OH16230:0928_13,0.21632379293441772
URB,RIP,1,2,OH16230:0928_13,0.23644500970840454
URB,RIP,1,4,OH16230:0928_13,0.2246016263961792
URB,RIP,1,8,OH16230:0928_13,0.2362738847732544
URB,RIP,1,16,OH16230:0928_13,0.2242741584777832
URB,RIP,1,32,OH16230:0928_13,0.1728070080280304
URB,RIP,1,1,OH16230:0929_03,0.17342603206634521
URB,RIP,1,2,OH16230:0929_03,0.1744561344385147
URB,RIP,1,4,OH16230:0929_03,0.16349902749061584
URB,RIP,1,8,OH16230:0929_03,0.14893078804016113
URB,RIP,1,16,OH16230:0929_03,0.12539538741111755
URB,RIP,1,32,OH16230:0929_03,0.08423160016536713
URB,RIP,1,1,OH16230:0929_05,0.14442607760429382
URB,RIP,1,2,OH16230:0929_05,0.15256325900554657
URB,RIP,1,4,OH16230:0929_05,0.15021458268165588
URB,RIP,1,8,OH16230:0929_05,0.12858057022094727
URB,RIP,1,16,OH16230:0929_05,0.10946162045001984
URB,RIP,1,32,OH16230:0929_05,0.06101224571466446
URB,RIP,1,1,OH16230:0929_06,0.18274077773094177
URB,RIP,1,2,OH16230:0929_06,0.18407925963401794
URB,RIP,1,4,OH16230:0929_06,0.18027783930301666
URB,RIP,1,8,OH16230:0929_06,0.19302348792552948
URB,RIP,1,16,OH16230:0929_06,0.1959199458360672
URB,RIP,1,32,OH16230:0929_06,0.16229595243930817
URB,RIP,1,1,OH16230:0929_07,0.2568424344062805
URB,RIP,1,2,OH16230:0929_07,0.2535368800163269
URB,RIP,1,4,OH16230:0929_07,0.24613183736801147
URB,RIP,1,8,OH16230:0929_07,0.23631355166435242
URB,RIP,1,16,OH16230:0929_07,0.21371962130069733
URB,RIP,1,32,OH16230:0929_07,0.19032022356987
URB,RIP,1,1,OH16230:1030_03,0.24591627717018127
URB,RIP,1,2,OH16230:1030_03,0.2556249499320984
URB,RIP,1,4,OH16230:1030_03,0.2521989345550537
URB,RIP,1,8,OH16230:1030_03,0.2660399377346039
URB,RIP,1,16,OH16230:1030_03,0.2641957402229309
URB,RIP,1,32,OH16230:1030_03,0.21633894741535187
URB,RIP,1,1,OH16230:1104_08,0.2991982400417328
URB,RIP,1,2,OH16230:1104_08,0.3039207458496094
URB,RIP,1,4,OH16230:1104_08,0.27096831798553467
URB,RIP,1,8,OH16230:1104_08,0.2920692563056946
URB,RIP,1,16,OH16230:1104_08,0.2601618766784668
URB,RIP,1,32,OH16230:1104_08,0.20672446489334106
URB,RIP,4,1,OH16230:0924_01,0.30215564370155334
URB,RIP,4,2,OH16230:0924_01,0.30712947249412537
URB,RIP,4,4,OH16230:0924_01,0.32090771198272705
URB,RIP,4,8,OH16230:0924_01,0.31424063444137573
URB,RIP,4,16,OH16230:0924_01,0.26899775862693787
URB,RIP,4,32,OH16230:0924_01,0.19616666436195374
URB,RIP,4,1,OH16230:0924_03,0.1859131157398224
URB,RIP,4,2,OH16230:0924_03,0.19327566027641296
URB,RIP,4,4,OH16230:0924_03,0.19846847653388977
URB,RIP,4,8,OH16230:0924_03,0.19284361600875854
URB,RIP,4,16,OH16230:0924_03,0.17407602071762085
URB,RIP,4,32,OH16230:0924_03,0.13799042999744415
URB,RIP,4,1,OH16230:0925_01,0.20822447538375854
URB,RIP,4,2,OH16230:0925_01,0.2189454436302185
URB,RIP,4,4,OH16230:0925_01,0.2279331386089325
URB,RIP,4,8,OH16230:0925_01,0.23223218321800232
URB,RIP,4,16,OH16230:0925_01,0.20711109042167664
URB,RIP,4,32,OH16230:0925_01,0.14728358387947083
URB,RIP,4,1,OH16230:0925_04,0.22143931686878204
URB,RIP,4,2,OH16230:0925_04,0.22648414969444275
URB,RIP,4,4,OH16230:0925_04,0.24479244649410248
URB,RIP,4,8,OH16230:0925_04,0.24267533421516418
URB,RIP,4,16,OH16230:0925_04,0.21828562021255493
URB,RIP,4,32,OH16230:0925_04,0.17469845712184906
URB,RIP,4,1,OH16230:0928_01,0.14700646698474884
URB,RIP,4,2,OH16230:0928_01,0.15100210905075073
URB,RIP,4,4,OH16230:0928_01,0.1605130434036255
URB,RIP,4,8,OH16230:0928_01,0.1510615050792694
URB,RIP,4,16,OH16230:0928_01,0.11448565870523453
URB,RIP,4,32,OH16230:0928_01,0.03954816237092018
URB,RIP,4,1,OH16230:0928_03,0.2315877377986908
URB,RIP,4,2,OH16230:0928_03,0.22777682542800903
URB,RIP,4,4,OH16230:0928_03,0.22320076823234558
URB,RIP,4,8,OH16230:0928_03,0.21623864769935608
URB,RIP,4,16,OH16230:0928_03,0.200567826628685
URB,RIP,4,32,OH16230:0928_03,0.17406074702739716
URB,RIP,4,1,OH16230:0928_05,0.26571914553642273
URB,RIP,4,2,OH16230:0928_05,0.26183784008026123
URB,RIP,4,4,OH16230:0928_05,0.2605198323726654
URB,RIP,4,8,OH16230:0928_05,0.25124236941337585
URB,RIP,4,16,OH16230:0928_05,0.23388108611106873
URB,RIP,4,32,OH16230:0928_05,0.19584640860557556
URB,RIP,4,1,OH16230:0928_07,0.23061096668243408
URB,RIP,4,2,OH16230:0928_07,0.2362816035747528
URB,RIP,4,4,OH16230:0928_07,0.24401259422302246
URB,RIP,4,8,OH16230:0928_07,0.22760146856307983
URB,RIP,4,16,OH16230:0928_07,0.18350568413734436
URB,RIP,4,32,OH16230:0928_07,0.10677924752235413
URB,RIP,4,1,OH16230:0928_08,0.18451285362243652
URB,RIP,4,2,OH16230:0928_08,0.1772877424955368
URB,RIP,4,4,OH16230:0928_08,0.16793596744537354
URB,RIP,4,8,OH16230:0928_08,0.15819382667541504
URB,RIP,4,16,OH16230:0928_08,0.1392168253660202
URB,RIP,4,32,OH16230:0928_08,0.11582210659980774
URB,RIP,4,1,OH16230:0928_11,0.17656344175338745
URB,RIP,4,2,OH16230:0928_11,0.18770848214626312
URB,RIP,4,4,OH16230:0928_11,0.19388918578624725
URB,RIP,4,8,OH16230:0928_11,0.177745059132576
URB,RIP,4,16,OH16230:0928_11,0.13509531319141388
URB,RIP,4,32,OH16230:0928_11,0.08178283274173737
URB,RIP,4,1,OH16230:0928_13,0.22753971815109253
URB,RIP,4,2,OH16230:0928_13,0.23521915078163147
URB,RIP,4,4,OH16230:0928_13,0.2494337260723114
URB,RIP,4,8,OH16230:0928_13,0.2509723901748657
URB,RIP,4,16,OH16230:0928_13,0.2482750564813614
URB,RIP,4,32,OH16230:0928_13,0.20566537976264954
URB,RIP,4,1,OH16230:0929_03,0.264304518699646
URB,RIP,4,2,OH16230:0929_03,0.2652246356010437
URB,RIP,4,4,OH16230:0929_03,0.26753857731819153
URB,RIP,4,8,OH16230:0929_03,0.26146364212036133
URB,RIP,4,16,OH16230:0929_03,0.24546054005622864
URB,RIP,4,32,OH16230:0929_03,0.19678036868572235
URB,RIP,4,1,OH16230:0929_05,0.14310422539710999
URB,RIP,4,2,OH16230:0929_05,0.13717825710773468
URB,RIP,4,4,OH16230:0929_05,0.12974826991558075
URB,RIP,4,8,OH16230:0929_05,0.1252516210079193
URB,RIP,4,16,OH16230:0929_05,0.10801827907562256
URB,RIP,4,32,OH16230:0929_05,0.09024462848901749
URB,RIP,4,1,OH16230:0929_06,0.21876609325408936
URB,RIP,4,2,OH16230:0929_06,0.2230711579322815
URB,RIP,4,4,OH16230:0929_06,0.23717129230499268
URB,RIP,4,8,OH16230:0929_06,0.24608483910560608
URB,RIP,4,16,OH16230:0929_06,0.25458642840385437
URB,RIP,4,32,OH16230:0929_06,0.22327323257923126
URB,RIP,4,1,OH16230:0929_07,0.26712876558303833
URB,RIP,4,2,OH16230:0929_07,0.26099884510040283
URB,RIP,4,4,OH16230:0929_07,0.2646488547325134
URB,RIP,4,8,OH16230:0929_07,0.2630201578140259
URB,RIP,4,16,OH16230:0929_07,0.2532248795032501
URB,RIP,4,32,OH16230:0929_07,0.23891091346740723
URB,RIP,4,1,OH16230:1030_03,0.24858585000038147
URB,RIP,4,2,OH16230:1030_03,0.2464084029197693
URB,RIP,4,4,OH16230:1030_03,0.248673677444458
URB,RIP,4,8,OH16230:1030_03,0.2409878671169281
URB,RIP,4,16,OH16230:1030_03,0.21267619729042053
URB,RIP,4,32,OH16230:1030_03,0.14180107414722443
URB,RIP,4,1,OH16230:1104_08,0.2545957565307617
URB,RIP,4,2,OH16230:1104_08,0.26600736379623413
URB,RIP,4,4,OH16230:1104_08,0.28396862745285034
URB,RIP,4,8,OH16230:1104_08,0.27417314052581787
URB,RIP,4,16,OH16230:1104_08,0.23858605325222015
URB,RIP,4,32,OH16230:1104_08,0.15718838572502136
URB,RIP,8,1,OH16230:0924_01,0.27265533804893494
URB,RIP,8,2,OH16230:0924_01,0.26815420389175415
URB,RIP,8,4,OH16230:0924_01,0.25347694754600525
URB,RIP,8,8,OH16230:0924_01,0.23386281728744507
URB,RIP,8,16,OH16230:0924_01,0.19587111473083496
URB,RIP,8,32,OH16230:0924_01,0.1686936616897583
URB,RIP,8,1,OH16230:0924_03,0.205239936709404
URB,RIP,8,2,OH16230:0924_03,0.20576369762420654
URB,RIP,8,4,OH16230:0924_03,0.19906672835350037
URB,RIP,8,8,OH16230:0924_03,0.19079217314720154
URB,RIP,8,16,OH16230:0924_03,0.17531393468379974
URB,RIP,8,32,OH16230:0924_03,0.16538238525390625
URB,RIP,8,1,OH16230:0925_01,0.21379515528678894
URB,RIP,8,2,OH16230:0925_01,0.21580612659454346
URB,RIP,8,4,OH16230:0925_01,0.20964749157428741
URB,RIP,8,8,OH16230:0925_01,0.20180216431617737
URB,RIP,8,16,OH16230:0925_01,0.17099587619304657
URB,RIP,8,32,OH16230:0925_01,0.11443239450454712
URB,RIP,8,1,OH16230:0925_04,0.26561182737350464
URB,RIP,8,2,OH16230:0925_04,0.2591143250465393
URB,RIP,8,4,OH16230:0925_04,0.2381177544593811
URB,RIP,8,8,OH16230:0925_04,0.1940075308084488
URB,RIP,8,16,OH16230:0925_04,0.1315380483865738
URB,RIP,8,32,OH16230:0925_04,0.06328707933425903
URB,RIP,8,1,OH16230:0928_01,0.2080913484096527
URB,RIP,8,2,OH16230:0928_01,0.19702617824077606
URB,RIP,8,4,OH16230:0928_01,0.1885961890220642
URB,RIP,8,8,OH16230:0928_01,0.16982215642929077
URB,RIP,8,16,OH16230:0928_01,0.1336551308631897
URB,RIP,8,32,OH16230:0928_01,0.0914430022239685
URB,RIP,8,1,OH16230:0928_03,0.15780599415302277
URB,RIP,8,2,OH16230:0928_03,0.1576959490776062
URB,RIP,8,4,OH16230:0928_03,0.15470671653747559
URB,RIP,8,8,OH16230:0928_03,0.13544850051403046
URB,RIP,8,16,OH16230:0928_03,0.1145859807729721
URB,RIP,8,32,OH16230:0928_03,0.08334336429834366
URB,RIP,8,1,OH16230:0928_05,0.2241920530796051
URB,RIP,8,2,OH16230:0928_05,0.2233501374721527
URB,RIP,8,4,OH16230:0928_05,0.22360220551490784
URB,RIP,8,8,OH16230:0928_05,0.21287290751934052
URB,RIP,8,16,OH16230:0928_05,0.20658637583255768
URB,RIP,8,32,OH16230:0928_05,0.17110735177993774
URB,RIP,8,1,OH16230:0928_07,0.21249301731586456
URB,RIP,8,2,OH16230:0928_07,0.21069559454917908
URB,RIP,8,4,OH16230:0928_07,0.19923129677772522
URB,RIP,8,8,OH16230:0928_07,0.1884533315896988
URB,RIP,8,16,OH16230:0928_07,0.14841558039188385
URB,RIP,8,32,OH16230:0928_07,0.07901835441589355
URB,RIP,8,1,OH16230:0928_08,0.18853482604026794
URB,RIP,8,2,OH16230:0928_08,0.18704795837402344
URB,RIP,8,4,OH16230:0928_08,0.18146869540214539
URB,RIP,8,8,OH16230:0928_08,0.16720996797084808
URB,RIP,8,16,OH16230:0928_08,0.15341170132160187
URB,RIP,8,32,OH16230:0928_08,0.11700491607189178
URB,RIP,8,1,OH16230:0928_11,0.20067773759365082
URB,RIP,8,2,OH16230:0928_11,0.1993337869644165
URB,RIP,8,4,OH16230:0928_11,0.1886971890926361
URB,RIP,8,8,OH16230:0928_11,0.17586225271224976
URB,RIP,8,16,OH16230:0928_11,0.1388481855392456
URB,RIP,8,32,OH16230:0928_11,0.08337261527776718
URB,RIP,8,1,OH16230:0928_13,0.1405804306268692
URB,RIP,8,2,OH16230:0928_13,0.14239495992660522
URB,RIP,8,4,OH16230:0928_13,0.1407579481601715
URB,RIP,8,8,OH16230:0928_13,0.13572430610656738
URB,RIP,8,16,OH16230:0928_13,0.10836002230644226
URB,RIP,8,32,OH16230:0928_13,0.06990574300289154
URB,RIP,8,1,OH16230:0929_03,0.08115747570991516
URB,RIP,8,2,OH16230:0929_03,0.0860086977481842
URB,RIP,8,4,OH16230:0929_03,0.08452511578798294
URB,RIP,8,8,OH16230:0929_03,0.0678933784365654
URB,RIP,8,16,OH16230:0929_03,0.06681102514266968
URB,RIP,8,32,OH16230:0929_03,0.057364922016859055
URB,RIP,8,1,OH16230:0929_05,0.14754235744476318
URB,RIP,8,2,OH16230:0929_05,0.1472446173429489
URB,RIP,8,4,OH16230:0929_05,0.13907784223556519
URB,RIP,8,8,OH16230:0929_05,0.11795102059841156
URB,RIP,8,16,OH16230:0929_05,0.09475556015968323
URB,RIP,8,32,OH16230:0929_05,0.033495523035526276
URB,RIP,8,1,OH16230:0929_06,0.20770472288131714
URB,RIP,8,2,OH16230:0929_06,0.20951369404792786
URB,RIP,8,4,OH16230:0929_06,0.20484906435012817
URB,RIP,8,8,OH16230:0929_06,0.1999329924583435
URB,RIP,8,16,OH16230:0929_06,0.1824815273284912
URB,RIP,8,32,OH16230:0929_06,0.11971646547317505
URB,RIP,8,1,OH16230:0929_07,0.2422587275505066
URB,RIP,8,2,OH16230:0929_07,0.24347610771656036
URB,RIP,8,4,OH16230:0929_07,0.2363845705986023
URB,RIP,8,8,OH16230:0929_07,0.21621960401535034
URB,RIP,8,16,OH16230:0929_07,0.19647464156150818
URB,RIP,8,32,OH16230:0929_07,0.15294790267944336
URB,RIP,8,1,OH16230:1030_03,0.18332478404045105
URB,RIP,8,2,OH16230:1030_03,0.18143823742866516
URB,RIP,8,4,OH16230:1030_03,0.1823900043964386
URB,RIP,8,8,OH16230:1030_03,0.17201639711856842
URB,RIP,8,16,OH16230:1030_03,0.15052245557308197
URB,RIP,8,32,OH16230:1030_03,0.13096463680267334
URB,RIP,8,1,OH16230:1104_08,0.2507806420326233
URB,RIP,8,2,OH16230:1104_08,0.23871862888336182
URB,RIP,8,4,OH16230:1104_08,0.222426176071167
URB,RIP,8,8,OH16230:1104_08,0.19832894206047058
URB,RIP,8,16,OH16230:1104_08,0.1358826905488968
URB,RIP,8,32,OH16230:1104_08,0.08353906124830246
URB,RIP,16,1,OH16230:0924_01,0.2743406891822815
URB,RIP,16,2,OH16230:0924_01,0.27404648065567017
URB,RIP,16,4,OH16230:0924_01,0.26496952772140503
URB,RIP,16,8,OH16230:0924_01,0.25046929717063904
URB,RIP,16,16,OH16230:0924_01,0.2268437147140503
URB,RIP,16,32,OH16230:0924_01,0.16897957026958466
URB,RIP,16,1,OH16230:0924_03,0.2126648724079132
URB,RIP,16,2,OH16230:0924_03,0.21037155389785767
URB,RIP,16,4,OH16230:0924_03,0.20484115183353424
URB,RIP,16,8,OH16230:0924_03,0.19915635883808136
URB,RIP,16,16,OH16230:0924_03,0.17172184586524963
URB,RIP,16,32,OH16230:0924_03,0.12081019580364227
URB,RIP,16,1,OH16230:0925_01,0.19818082451820374
URB,RIP,16,2,OH16230:0925_01,0.1908627301454544
URB,RIP,16,4,OH16230:0925_01,0.18316397070884705
URB,RIP,16,8,OH16230:0925_01,0.17263279855251312
URB,RIP,16,16,OH16230:0925_01,0.14733275771141052
URB,RIP,16,32,OH16230:0925_01,0.11949581652879715
URB,RIP,16,1,OH16230:0925_04,0.1973867118358612
URB,RIP,16,2,OH16230:0925_04,0.1907711625099182
URB,RIP,16,4,OH16230:0925_04,0.17364060878753662
URB,RIP,16,8,OH16230:0925_04,0.1492498815059662
URB,RIP,16,16,OH16230:0925_04,0.11407441645860672
URB,RIP,16,32,OH16230:0925_04,0.07773367315530777
URB,RIP,16,1,OH16230:0928_01,0.2252683788537979
URB,RIP,16,2,OH16230:0928_01,0.21753253042697906
URB,RIP,16,4,OH16230:0928_01,0.20636430382728577
URB,RIP,16,8,OH16230:0928_01,0.1905701458454132
URB,RIP,16,16,OH16230:0928_01,0.1592714786529541
URB,RIP,16,32,OH16230:0928_01,0.08028270304203033
URB,RIP,16,1,OH16230:0928_03,0.16632060706615448
URB,RIP,16,2,OH16230:0928_03,0.1646190583705902
URB,RIP,16,4,OH16230:0928_03,0.15910756587982178
URB,RIP,16,8,OH16230:0928_03,0.15236711502075195
URB,RIP,16,16,OH16230:0928_03,0.14039760828018188
URB,RIP,16,32,OH16230:0928_03,0.11258092522621155
URB,RIP,16,1,OH16230:0928_05,0.20443443953990936
URB,RIP,16,2,OH16230:0928_05,0.20805642008781433
URB,RIP,16,4,OH16230:0928_05,0.2027021050453186
URB,RIP,16,8,OH16230:0928_05,0.19943010807037354
URB,RIP,16,16,OH16230:0928_05,0.19635778665542603
URB,RIP,16,32,OH16230:0928_05,0.16983354091644287
URB,RIP,16,1,OH16230:0928_07,0.15100058913230896
URB,RIP,16,2,OH16230:0928_07,0.1468011736869812
URB,RIP,16,4,OH16230:0928_07,0.13765549659729004
URB,RIP,16,8,OH16230:0928_07,0.11580315977334976
URB,RIP,16,16,OH16230:0928_07,0.08706545829772949
URB,RIP,16,32,OH16230:0928_07,0.042450979351997375
URB,RIP,16,1,OH16230:0928_08,0.22448182106018066
URB,RIP,16,2,OH16230:0928_08,0.2252974808216095
URB,RIP,16,4,OH16230:0928_08,0.2250024676322937
URB,RIP,16,8,OH16230:0928_08,0.21159839630126953
URB,RIP,16,16,OH16230:0928_08,0.19517949223518372
URB,RIP,16,32,OH16230:0928_08,0.13045835494995117
URB,RIP,16,1,OH16230:0928_11,0.15566784143447876
URB,RIP,16,2,OH16230:0928_11,0.1537269949913025
URB,RIP,16,4,OH16230:0928_11,0.14133591949939728
URB,RIP,16,8,OH16230:0928_11,0.11928489059209824
URB,RIP,16,16,OH16230:0928_11,0.09842997789382935
URB,RIP,16,32,OH16230:0928_11,0.05847005918622017
URB,RIP,16,1,OH16230:0928_13,0.1979188323020935
URB,RIP,16,2,OH16230:0928_13,0.19780628383159637
URB,RIP,16,4,OH16230:0928_13,0.19205179810523987
URB,RIP,16,8,OH16230:0928_13,0.18647897243499756
URB,RIP,16,16,OH16230:0928_13,0.16754856705665588
URB,RIP,16,32,OH16230:0928_13,0.12018527835607529
URB,RIP,16,1,OH16230:0929_03,0.21747979521751404
URB,RIP,16,2,OH16230:0929_03,0.22345268726348877
URB,RIP,16,4,OH16230:0929_03,0.2189180850982666
URB,RIP,16,8,OH16230:0929_03,0.20871442556381226
URB,RIP,16,16,OH16230:0929_03,0.1940096616744995
URB,RIP,16,32,OH16230:0929_03,0.1396348774433136
URB,RIP,16,1,OH16230:0929_05,0.15192392468452454
URB,RIP,16,2,OH16230:0929_05,0.1500229835510254
URB,RIP,16,4,OH16230:0929_05,0.14741046726703644
URB,RIP,16,8,OH16230:0929_05,0.14851826429367065
URB,RIP,16,16,OH16230:0929_05,0.14019258320331573
URB,RIP,16,32,OH16230:0929_05,0.11366960406303406
URB,RIP,16,1,OH16230:0929_06,0.15988095104694366
URB,RIP,16,2,OH16230:0929_06,0.15961402654647827
URB,RIP,16,4,OH16230:0929_06,0.15238076448440552
URB,RIP,16,8,OH16230:0929_06,0.1401374191045761
URB,RIP,16,16,OH16230:0929_06,0.10910458862781525
URB,RIP,16,32,OH16230:0929_06,0.0661916583776474
URB,RIP,16,1,OH16230:0929_07,0.2338177114725113
URB,RIP,16,2,OH16230:0929_07,0.23463547229766846
URB,RIP,16,4,OH16230:0929_07,0.23156458139419556
URB,RIP,16,8,OH16230:0929_07,0.21957826614379883
URB,RIP,16,16,OH16230:0929_07,0.18935337662696838
URB,RIP,16,32,OH16230:0929_07,0.11590221524238586
URB,RIP,16,1,OH16230:1030_03,0.23788508772850037
URB,RIP,16,2,OH16230:1030_03,0.23202040791511536
URB,RIP,16,4,OH16230:1030_03,0.22495006024837494
URB,RIP,16,8,OH16230:1030_03,0.2088925689458847
URB,RIP,16,16,OH16230:1030_03,0.17729680240154266
URB,RIP,16,32,OH16230:1030_03,0.09878943860530853
URB,RIP,16,1,OH16230:1104_08,0.28049391508102417
URB,RIP,16,2,OH16230:1104_08,0.27734142541885376
URB,RIP,16,4,OH16230:1104_08,0.25417882204055786
URB,RIP,16,8,OH16230:1104_08,0.2261161357164383
URB,RIP,16,16,OH16230:1104_08,0.17432153224945068
URB,RIP,16,32,OH16230:1104_08,0.11943086236715317
FLP,ADE,1,1,OH16230:0924_01,0.16909904778003693
FLP,ADE,1,2,OH16230:0924_01,0.14996613562107086
FLP,ADE,1,4,OH16230:0924_01,0.14955727756023407
FLP,ADE,1,8,OH16230:0924_01,0.15300779044628143
FLP,ADE,1,16,OH16230:0924_01,0.14728814363479614
FLP,ADE,1,32,OH16230:0924_01,0.10543246567249298
FLP,ADE,1,1,OH16230:0924_03,0.26478061079978943
FLP,ADE,1,2,OH16230:0924_03,0.25859591364860535
FLP,ADE,1,4,OH16230:0924_03,0.2491835057735443
FLP,ADE,1,8,OH16230:0924_03,0.24420759081840515
FLP,ADE,1,16,OH16230:0924_03,0.2085597813129425
FLP,ADE,1,32,OH16230:0924_03,0.15878288447856903
FLP,ADE,1,1,OH16230:0925_01,0.26216113567352295
FLP,ADE,1,2,OH16230:0925_01,0.24741153419017792
FLP,ADE,1,4,OH16230:0925_01,0.24339014291763306
FLP,ADE,1,8,OH16230:0925_01,0.23627954721450806
FLP,ADE,1,16,OH16230:0925_01,0.19490651786327362
FLP,ADE,1,32,OH16230:0925_01,0.11344383656978607
FLP,ADE,1,1,OH16230:0925_04,0.19595523178577423
FLP,ADE,1,2,OH16230:0925_04,0.17747625708580017
FLP,ADE,1,4,OH16230:0925_04,0.18217387795448303
FLP,ADE,1,8,OH16230:0925_04,0.17851829528808594
FLP,ADE,1,16,OH16230:0925_04,0.16440221667289734
FLP,ADE,1,32,OH16230:0925_04,0.10713589936494827
FLP,ADE,1,1,OH16230:0928_01,0.2839166820049286
FLP,ADE,1,2,OH16230:0928_01,0.2746584713459015
FLP,ADE,1,4,OH16230:0928_01,0.2648996412754059
FLP,ADE,1,8,OH16230:0928_01,0.2516481280326843
FLP,ADE,1,16,OH16230:0928_01,0.19587558507919312
FLP,ADE,1,32,OH16230:0928_01,0.11825264245271683
FLP,ADE,1,1,OH16230:0928_03,0.14689859747886658
FLP,ADE,1,2,OH16230:0928_03,0.1334005892276764
FLP,ADE,1,4,OH16230:0928_03,0.08899295330047607
FLP,ADE,1,8,OH16230:0928_03,0.06527067720890045
FLP,ADE,1,16,OH16230:0928_03,0.0572291724383831
FLP,ADE,1,32,OH16230:0928_03,0.034143850207328796
FLP,ADE,1,1,OH16230:0928_05,0.2174910008907318
FLP,ADE,1,2,OH16230:0928_05,0.20263008773326874
FLP,ADE,1,4,OH16230:0928_05,0.19242975115776062
FLP,ADE,1,8,OH16230:0928_05,0.18137314915657043
FLP,ADE,1,16,OH16230:0928_05,0.19368094205856323
FLP,ADE,1,32,OH16230:0928_05,0.16854840517044067
FLP,ADE,1,1,OH16230:0928_07,0.29230204224586487
FLP,ADE,1,2,OH16230:0928_07,0.2778893709182739
FLP,ADE,1,4,OH16230:0928_07,0.2641320526599884
FLP,ADE,1,8,OH16230:0928_07,0.2536221742630005
FLP,ADE,1,16,OH16230:0928_07,0.20478056371212006
FLP,ADE,1,32,OH16230:0928_07,0.11854952573776245
FLP,ADE,1,1,OH16230:0928_08,0.21039828658103943
FLP,ADE,1,2,OH16230:0928_08,0.1827709674835205
FLP,ADE,1,4,OH16230:0928_08,0.1500917673110962
FLP,ADE,1,8,OH16230:0928_08,0.13980633020401
FLP,ADE,1,16,OH16230:0928_08,0.13196903467178345
FLP,ADE,1,32,OH16230:0928_08,0.0974978357553482
FLP,ADE,1,1,OH16230:0928_11,0.2179487943649292
FLP,ADE,1,2,OH16230:0928_11,0.20382167398929596
FLP,ADE,1,4,OH16230:0928_11,0.18869702517986298
FLP,ADE,1,8,OH16230:0928_11,0.1879427134990692
FLP,ADE,1,16,OH16230:0928_11,0.17438267171382904
FLP,ADE,1,32,OH16230:0928_11,0.11765819042921066
FLP,ADE,1,1,OH16230:0928_13,0.24906504154205322
FLP,ADE,1,2,OH16230:0928_13,0.23530982434749603
FLP,ADE,1,4,OH16230:0928_13,0.19556556642055511
FLP,ADE,1,8,OH16230:0928_13,0.19836732745170593
FLP,ADE,1,16,OH16230:0928_13,0.1489991843700409
FLP,ADE,1,32,OH16230:0928_13,0.09912104159593582
FLP,ADE,1,1,OH16230:0929_03,0.20079141855239868
FLP,ADE,1,2,OH16230:0929_03,0.18906712532043457
FLP,ADE,1,4,OH16230:0929_03,0.1639396697282791
FLP,ADE,1,8,OH16230:0929_03,0.14969000220298767
FLP,ADE,1,16,OH16230:0929_03,0.14154638350009918
FLP,ADE,1,32,OH16230:0929_03,0.10419324040412903
FLP,ADE,1,1,OH16230:0929_05,0.2098725140094757
FLP,ADE,1,2,OH16230:0929_05,0.19845327734947205
FLP,ADE,1,4,OH16230:0929_05,0.16336257755756378
FLP,ADE,1,8,OH16230:0929_05,0.13915462791919708
FLP,ADE,1,16,OH16230:0929_05,0.1375146359205246
FLP,ADE,1,32,OH16230:0929_05,0.10557371377944946
FLP,ADE,1,1,OH16230:0929_06,0.2543739080429077
FLP,ADE,1,2,OH16230:0929_06,0.23953093588352203
FLP,ADE,1,4,OH16230:0929_06,0.21583105623722076
FLP,ADE,1,8,OH16230:0929_06,0.2179679274559021
FLP,ADE,1,16,OH16230:0929_06,0.1846381574869156
FLP,ADE,1,32,OH16230:0929_06,0.1256457269191742
FLP,ADE,1,1,OH16230:0929_07,0.22602982819080353
FLP,ADE,1,2,OH16230:0929_07,0.20723263919353485
FLP,ADE,1,4,OH16230:0929_07,0.19610735774040222
FLP,ADE,1,8,OH16230:0929_07,0.17501048743724823
FLP,ADE,1,16,OH16230:0929_07,0.17696979641914368
FLP,ADE,1,32,OH16230:0929_07,0.15337780117988586
FLP,ADE,1,1,OH16230:1030_03,0.21366475522518158
FLP,ADE,1,2,OH16230:1030_03,0.20371848344802856
FLP,ADE,1,4,OH16230:1030_03,0.17866764962673187
FLP,ADE,1,8,OH16230:1030_03,0.17056286334991455
FLP,ADE,1,16,OH16230:1030_03,0.11151780188083649
FLP,ADE,1,32,OH16230:1030_03,0.07031693309545517
FLP,ADE,1,1,OH16230:1104_08,0.19963662326335907
