model_name,cases,oracle_information_median,model_information_median,recovery_fraction_median,recovery_fraction_min,recovery_fraction_max
autoregressive_mdn,8,0.27439350592198497,0.051624756306409836,0.19408435030216764,0.09445912117798735,0.26514801001354227
affine_flow,8,0.27439350592198497,0.035480743274092674,0.12416827585450291,0.009355843453330353,0.18661270369821384
autoregressive_transformer,8,0.27439350592198497,0.008213222026824951,0.02941724758183023,-0.0054055129883166944,0.08345024023437622
gaussian_nll,8,0.27439350592198497,-0.002127927727997303,-0.007638135606470437,-0.056421021861286696,0.04128366041859575
gaussian_dsm,8,0.27439350592198497,-0.003973362967371941,-0.014793750447817394,-0.05090035643415573,0.02550259143006981
