case_id,classifier_probability_mean,classifier_probability_saturation,data_seed,generator_seed,guided_ess_fraction_median,guided_quartic_bias,guided_quartic_nrmse,guided_quartic_sd_across_anchors,guided_quartic_slope,model_name,model_seed,raw_quartic_bias,raw_quartic_nrmse,raw_quartic_sd_across_anchors,raw_quartic_slope,status,truth,wall_seconds,bayes_guided_ess_fraction_median,bayes_guided_quartic_bias,bayes_guided_quartic_nrmse,bayes_guided_quartic_sd_across_anchors,bayes_guided_quartic_slope,classifier_fit
00406e12f67784ace985,0.546776533126831,0.000244140625,601,61,0.8515726955721017,-3.513397013500742,0.7600006207665252,0.1863328655199026,0.2409328822799761,autoregressive_transformer,6001.0,-4.561707088172296,0.9869515943620786,0.2598187605589529,0.01444617901243737,ok,4.6285722717824695,36.38866162498016,,,,,,
065dc5abc4e61a8f2cce,0.49298810958862305,0.0,601,67,0.83893176126743,-2.63194544467979,0.6487084123603171,0.24390231764934406,0.35371521872575473,autoregressive_mdn,6007.0,-3.8310725692988865,0.9416579393561717,0.18143795207616886,0.05926473419120398,ok,4.072423675969165,0.2134511669864878,,,,,,
0bdde251749779ed9f6a,0.5309914350509644,0.00048828125,607,61,0.8769232054881262,-3.687307603821287,0.7967448150423282,0.06382824336785438,0.20335961343835743,autoregressive_transformer,6001.0,-4.680179766639215,1.0118452573785062,0.1856036446477815,-0.01114976537611043,ok,4.6285722717824695,37.0205817919923,,,,,,
0ea6647c8a6ae6391481,0.5409471392631531,0.0001220703125,601,61,0.8460197906172426,-2.987113192744829,0.6484577513585643,0.31306454470812595,0.35463615617381566,autoregressive_mdn,6007.0,-4.441428914367594,0.9600718932976893,0.15392463149748684,0.04043219948314772,ok,4.6285722717824695,0.17626691699842922,,,,,,
1586f0d6e6add7c3aa13,0.49225160479545593,0.0,601,67,0.8352305930567141,-2.207425226658935,0.5428744051857508,0.13082148881433578,0.4579578643340426,diffusion_edm,6001.0,-4.022115149177137,0.989749415969278,0.2807389514248308,0.01235346093504276,ok,4.072423675969165,0.2027855000051204,,,,,,
1694b63cee9770e1d1f3,0.4882150888442993,0.0006103515625,601,67,0.8352263147854596,-2.5822536813276624,0.6345631107475619,0.10747173604063787,0.36591723091946426,flow_matching,6001.0,-3.969368523484002,0.9752514847491636,0.1434906199401082,0.025305606853549503,ok,4.072423675969165,0.1828981250000652,,,,,,
203e85a063cdbab0541a,0.49913930892944336,0.0,607,67,0.8433731573100648,-2.471440975986197,0.6092984577378224,0.2364879096886831,0.39312773605314083,diffusion_edm,6001.0,-3.9468259593153086,0.969483059075939,0.10912543032430454,0.030841024079835255,ok,4.072423675969165,0.22153804198023863,,,,,,
22fe5ec91308267f9dd0,0.501238226890564,0.0001220703125,601,67,0.8348183521153323,-2.6697576552348568,0.6580754115843742,0.2497765321920786,0.3444302784632295,autoregressive_transformer,6007.0,-4.072757787346472,1.0006388517046856,0.14530997441695684,-8.204239143364258e-05,ok,4.072423675969165,35.91430225002114,,,,,,
24cc072bc59e520a3704,0.4925146698951721,0.0,601,67,0.8472521257738541,-2.45913929752789,0.606228858628645,0.23350703930026034,0.3961484626368944,autoregressive_mdn,6001.0,-3.7762647484302265,0.9293964171648954,0.2731029756861915,0.07272301486864759,ok,4.072423675969165,0.19296966600813903,,,,,,
2ca4eafeeefd4b26c3f2,0.5018643736839294,0.0,607,61,0.868180533551807,-2.7807040483453687,0.6017790560434496,0.1724272996215804,0.39923071628424306,diffusion_edm,6007.0,-4.59492389912735,0.9932119767476442,0.15304112453500335,0.007269708817177278,ok,4.6285722717824695,0.2407275839941576,,,,,,
3144a8fe737bcd0217e5,0.5085277557373047,0.0001220703125,607,61,0.8807184209765409,-3.2619668378678703,0.7051290429523449,0.11502020705901443,0.2952542066256465,affine_flow,6001.0,-4.586806489627614,0.991964603063421,0.2190243608478536,0.009023469809356883,ok,4.6285722717824695,0.08637962499051355,,,,,,
31c1803462c06f56c795,0.5148481130599976,0.0015869140625,607,67,0.7979556067710172,-2.5789261042304403,0.6355081527577204,0.23222323475650666,0.3667343308486435,flow_matching,6001.0,-4.175399828991583,1.0260158530871732,0.1684300206146828,-0.02528620821798747,ok,4.072423675969165,0.19283441701554693,,,,,,
325b8601cf7d400a077b,0.5334876179695129,0.0006103515625,601,61,0.8414650738315727,-3.571449853477563,0.7730233972682228,0.23124939078091378,0.2283906043229626,autoregressive_transformer,6007.0,-4.641942343333966,1.0031544223548943,0.11426489690434999,-0.0028885951793399187,ok,4.6285722717824695,37.21597758302232,,,,,,
33885941297ed5d66f22,0.5201757550239563,0.0,607,61,0.8758687204646278,-3.1575363182702327,0.683582110332885,0.21625018627136927,0.3178163518111685,autoregressive_mdn,6007.0,-4.396974556741392,0.9508753252263756,0.20600588429301733,0.050036534257655446,ok,4.6285722717824695,0.18795541700092144,,,,,,
53a5bcb4db6c8189f7c7,0.4895235300064087,0.000244140625,601,67,0.8249760342763325,-2.5408962113360953,0.6253952735661316,0.18644419552869368,0.37607272388440594,autoregressive_transformer,6001.0,-3.9370950454554823,0.9674680960381684,0.1600344586157663,0.033230489084973884,ok,4.072423675969165,41.828474209003616,,,,,,
5628f7cffe5ce13d4fec,0.5218827724456787,0.0,601,61,0.8362735265201133,-2.8931126051282736,0.6274194917399922,0.2692707399022824,0.3749449214035645,affine_flow,6001.0,-4.305798458903837,0.9311368198448032,0.19933977896619348,0.0697350703253321,ok,4.6285722717824695,0.08523674999014474,,,,,,
