model_name,cases,raw_nrmse_median,raw_slope_median,guided_nrmse_median,guided_nrmse_q25,guided_nrmse_q75,guided_slope_median,guided_ess_fraction_median,wall_seconds_median
oracle_midpoint_law,4,,,0.12500274368878952,0.11389526499127582,0.15127231171465844,0.8885049780980413,0.8040646904730747,
diffusion_edm,8,0.991480696358461,0.00981158487611002,0.602433725740332,0.5551135141232107,0.6106860067473825,0.39846917375493907,0.84352969660822,0.22299683350138366
flow_matching,8,0.9919077644417781,0.00944412169168862,0.6476876752877614,0.6268353845257497,0.6712062980151938,0.3532875855413721,0.8326217666409547,0.2037685204995796
affine_flow,8,0.9453099177011597,0.05541312105899564,0.6610046980878614,0.643010585656012,0.6715200851643307,0.33967856040940403,0.8428322731441811,0.07219872949644923
autoregressive_mdn,8,0.9414669152980171,0.060195214177120794,0.6693685315648112,0.6486457471098789,0.6724807082259734,0.332204060579119,0.8424757759423362,0.18467183300526813
autoregressive_transformer,8,0.9959393958481457,0.004639220511116593,0.7365899717459682,0.696547643515802,0.7713717579806252,0.2641609742132146,0.8381417129734525,36.32019443748868
