status,generator_seed,data_seed,auc,classifier_effect,classifier_effect_relative_to_g8,empirical_effect,empirical_effect_relative_to_g8,probability_sd,best_epoch,stopped_epoch,validation_log_loss,fit_seconds
ok,61,601,0.503803505,-0.0008856008982518991,-0.00019133349254387962,-0.10860879432926218,-0.02346485869765555,0.00898921862244606,2,17,0.6929845809936523,0.48257379201822914
ok,61,607,0.5028790599999999,-0.002716957778374967,-0.0005869969439471802,-0.005926762291383697,-0.0012804731012877309,0.008335561491549015,1,16,0.6932942867279053,0.43736137499217875
ok,67,601,0.50510728,0.0003267719932065745,8.024017617194718e-05,0.06962885542654787,0.017097645276305255,0.01762828417122364,4,19,0.6926824450492859,0.5048632079851814
ok,67,607,0.498089235,-0.0003968287783232471,-9.744290130343791e-05,-0.0632053269202873,-0.015520322036543889,0.008383389562368393,1,16,0.6936585307121277,0.42382950001046993
ok,71,601,0.49627920999999997,-0.00019922439172812573,-4.2106046198360614e-05,-0.06895886721526331,-0.01457444655027437,0.004214335232973099,1,16,0.693161129951477,0.4253086249809712
ok,71,607,0.49565227999999995,0.007555760835328761,0.0015969089529472627,0.011979376751634702,0.002531839533084081,0.02206503227353096,9,24,0.6930474638938904,0.6487434160080738
ok,73,601,0.49935486,-0.0004096276780988142,-8.971903754825251e-05,0.06663344347270288,0.014594444507860262,0.007738575804978609,1,16,0.6935892105102539,0.42209325000294484
ok,73,607,0.49807633,9.366341108755636e-05,2.0514705293509817e-05,0.006259461250661843,0.0013709836249016572,0.005101275630295277,1,16,0.6931673288345337,0.4252361249818932
