sampling_seed,spec_id,worker_sha256,checkpoint_sha256,cohort,fold,generator_seed,worm,phase,event,cut,lag,method,particles,mc_seed,contrast_fraction,steps_factor,sources,panel,file,wall_seconds,transition_samples,calls,velocity_network_sample_evaluations
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,1,progressive,64,91103,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell1_progressive_N64_mc91103_a1.0_steps1.npz,2.045819707971532,86016,84,3440640
195830,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,direct,16384,91101,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_direct_N16384_mc91101_a1.0_steps1.npz,21.09605950000696,655360,40,26214400
195831,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,direct,16384,91102,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_direct_N16384_mc91102_a1.0_steps1.npz,20.850228124996647,655360,40,26214400
195832,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,direct,16384,91103,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_direct_N16384_mc91103_a1.0_steps1.npz,20.79503195802681,655360,40,26214400
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,direct,4096,91101,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_direct_N4096_mc91101_a1.0_steps1.npz,4.464356583019253,163840,40,6553600
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,direct,4096,91102,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_direct_N4096_mc91102_a1.0_steps1.npz,4.430003791989293,163840,40,6553600
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,direct,4096,91103,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_direct_N4096_mc91103_a1.0_steps1.npz,4.443039667035919,163840,40,6553600
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,progressive,128,91101,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_progressive_N128_mc91101_a1.0_steps1.npz,4.5131762500386685,196608,192,7864320
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,progressive,128,91102,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_progressive_N128_mc91102_a1.0_steps1.npz,4.507043459045235,196608,192,7864320
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,progressive,128,91103,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_progressive_N128_mc91103_a1.0_steps1.npz,4.503941875009332,196608,192,7864320
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,progressive,512,91101,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_progressive_N512_mc91101_a1.0_steps1.npz,17.55420958297327,786432,768,31457280
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,progressive,512,91102,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_progressive_N512_mc91102_a1.0_steps1.npz,17.481068666966166,786432,768,31457280
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,progressive,512,91103,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_progressive_N512_mc91103_a1.0_steps1.npz,17.461031499959063,786432,768,31457280
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,progressive,64,91101,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_progressive_N64_mc91101_a1.0_steps1.npz,2.3189255410106853,98304,96,3932160
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,2a9eaf06aa78a1a274abfb64458cc3705f424292e32a2fc2b5a68653b31920d2,historical80,0,1701,4,baseline,0,182,4,progressive,64,91102,1.0,1,"[0, 11, 22, 33, 45, 56, 67, 79]",convergence,runs/historical80/diagnostics/f0_convergence_baseline_e0_ell4_progressive_N64_mc91102_a1.0_steps1.npz,2.3122419580467977,98304,96,3932160
