generator_id,cases,energy_score_fair_exact,acceptance_rate,samples_per_second,g8_quartic_nrmse,g8_quartic_slope
g1_gaussian_sanity,8,1.5073064766449817,0.364306348942515,389618.2889088553,,
g2_covariance,8,1.5042295240214334,0.3685996958451182,373029.33487716597,,
g3_matched_skew,8,1.7750271257829016,0.4313514322702714,422396.7258053445,,
g4_separated_modes,8,2.3006986774667384,0.22340693896948144,323893.2959746954,,
g5_near_manifold,8,1.2086976790976154,0.14136162062187424,166642.32833208673,,
g6_rough_history,8,2.3818171337467637,0.36771703058335253,354728.3314690863,,
g7_concentrated_history,8,2.7783419620166976,0.29634691615623554,352367.9291493469,,
g8_functional_shape,8,0.7149627327499213,0.13603518271770484,164633.81480192358,1.0000778174995877,-7.566769062222189e-05
