cohort,channel,context,source_lag_frames,horizon_frames,source_to_endpoint_frames,scope,reference,method,n_edges,n_positive,prevalence,auroc,auprc,source_macro_auroc,n_macro_sources
historical80,endpoint_mean,state_average,8,1,9,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6131515839959611,0.22811137481872065,0.557789821266839,27
historical80,endpoint_mean,state_average,8,1,9,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.6135028831721079,0.28622031567854667,0.6019275439210588,57
historical80,endpoint_mean,state_average,8,1,9,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.6013974985746,0.24909453413487306,0.5793631073454291,57
historical80,endpoint_mean,state_average,8,1,9,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.662574784765796,0.12294910880929459,0.6821702937386871,47
historical80,endpoint_mean,state_average,8,2,10,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6461506446939804,0.2721710415430227,0.6083116968743721,44
historical80,endpoint_mean,state_average,8,2,10,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6167847337558892,0.31032674010988276,0.5992210293229709,80
historical80,endpoint_mean,state_average,8,2,10,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6059297512815645,0.27392744178032663,0.5804287805889027,80
historical80,endpoint_mean,state_average,8,2,10,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6625907017732446,0.11292625222467928,0.6842176571511205,66
historical80,endpoint_mean,state_average,8,2,10,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6087892843619842,0.22690856780543342,0.5532803351981159,27
historical80,endpoint_mean,state_average,8,2,10,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.6114923142543638,0.284802335647848,0.601054570314315,57
historical80,endpoint_mean,state_average,8,2,10,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.600043457752856,0.24814290696689656,0.578460480628401,57
historical80,endpoint_mean,state_average,8,2,10,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6594364592960099,0.12168474136235062,0.6813923911195482,47
historical80,endpoint_mean,state_average,8,4,12,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6379575753210129,0.26305806817207533,0.6015538419584855,44
historical80,endpoint_mean,state_average,8,4,12,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6133947012496268,0.3073718053925699,0.5947351567055305,80
historical80,endpoint_mean,state_average,8,4,12,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6035600278463389,0.27217420283104465,0.5758876307400171,80
historical80,endpoint_mean,state_average,8,4,12,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6554269948418193,0.10943367870972084,0.671427909789867,66
historical80,endpoint_mean,state_average,8,4,12,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6059888930960494,0.2205271085461606,0.5501881521040344,27
historical80,endpoint_mean,state_average,8,4,12,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.6090456065406168,0.2821181253652058,0.5977980187393203,57
historical80,endpoint_mean,state_average,8,4,12,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.5984644570528221,0.24599525174012282,0.5747359562753017,57
historical80,endpoint_mean,state_average,8,4,12,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6562707735460545,0.11868717601555627,0.6739405809290914,47
historical80,endpoint_mean,state_average,8,8,16,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6279343380581545,0.2529440025026142,0.5929110029978149,44
historical80,endpoint_mean,state_average,8,8,16,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6093202112852384,0.3035050330978284,0.5869185437924104,80
historical80,endpoint_mean,state_average,8,8,16,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6007960677594245,0.2700579633206712,0.5714365228582381,80
historical80,endpoint_mean,state_average,8,8,16,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6485707119410867,0.10547115468112372,0.6522347085297263,66
historical80,endpoint_mean,state_average,8,8,16,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6059810046699483,0.21269138521214623,0.5553172381101356,27
historical80,endpoint_mean,state_average,8,8,16,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.6051838490266241,0.27868110479667657,0.592300204285002,57
historical80,endpoint_mean,state_average,8,8,16,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.5947411123900266,0.24343056985543268,0.5728458189659816,57
historical80,endpoint_mean,state_average,8,8,16,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6545815295815296,0.1149321689361732,0.664274699965242,47
historical80,endpoint_mean,state_average,8,16,24,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6116629182907405,0.2414942758842025,0.5644950964796525,44
historical80,endpoint_mean,state_average,8,16,24,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6058210748231336,0.2975142138590897,0.5795471464327446,80
