channel,context,test,source,target,minimum_family_adjusted_p,maximum_absolute_effect,significant_cells,tested_cells
endpoint_mean,baseline,effect,DVA,DVB,1.9073486328125e-06,0.7452597618103027,24,24
endpoint_mean,baseline,effect,SMD,AVB,1.9073486328125e-06,0.512989342212677,24,24
endpoint_mean,baseline,effect,DVB,DVA,1.9073486328125e-06,0.488647848367691,21,24
endpoint_mean,baseline,effect,DVA,DVC,1.9073486328125e-06,0.4760138988494873,21,24
endpoint_mean,baseline,effect,SMD,AVE,1.9073486328125e-06,0.4640882611274719,20,24
endpoint_mean,baseline,effect,SMD,AVA,1.9073486328125e-06,0.4394718706607818,18,24
endpoint_mean,baseline,effect,DVB,DVC,1.9073486328125e-06,0.4112710058689117,22,24
endpoint_mean,baseline,effect,LUA,PVC,1.9073486328125e-06,0.4097537100315094,24,24
endpoint_mean,baseline,effect,DVA,PVN,1.9073486328125e-06,0.4097489416599273,23,24
endpoint_mean,baseline,effect,PHB,PLN,1.9073486328125e-06,0.3998676240444183,24,24
endpoint_mean,baseline,effect,DVC,DVB,1.9073486328125e-06,0.3992135226726532,15,24
endpoint_mean,baseline,effect,SMD,RIV,1.9073486328125e-06,0.342907965183258,16,24
endpoint_mean,baseline,effect,SMD,RIM,1.9073486328125e-06,0.3391990065574646,16,24
endpoint_mean,baseline,effect,RMD,RME,1.9073486328125e-06,0.33663010597229,21,24
endpoint_mean,baseline,effect,LUA,PQR,1.9073486328125e-06,0.2992956042289734,24,24
endpoint_mean,baseline,effect,IL1,URA,1.9073486328125e-06,0.2960469424724579,23,24
endpoint_mean,baseline,effect,PHB,LUA,1.9073486328125e-06,0.2920795381069183,24,24
endpoint_mean,baseline,effect,OLL,URA,1.9073486328125e-06,0.2755233347415924,19,24
endpoint_mean,baseline,effect,PHB,PHA,1.9073486328125e-06,0.2708508372306824,24,24
endpoint_mean,baseline,effect,IL1,URB,1.9073486328125e-06,0.2648060619831085,24,24
endpoint_mean,baseline,effect,URA,URB,1.9073486328125e-06,0.2624372839927673,24,24
endpoint_mean,baseline,effect,OLL,URB,1.9073486328125e-06,0.2519628405570984,20,24
endpoint_mean,baseline,effect,IL1,IL2,1.9073486328125e-06,0.2518242001533508,24,24
endpoint_mean,baseline,effect,PVC,PVW,1.9073486328125e-06,0.2406742870807647,18,24
endpoint_mean,baseline,effect,PHB,PVR,1.9073486328125e-06,0.2392585724592209,24,24
endpoint_mean,baseline,effect,RIP,URB,1.9073486328125e-06,0.2378567010164261,24,24
endpoint_mean,baseline,effect,PVC,PHC,1.9073486328125e-06,0.2362858057022094,18,24
endpoint_mean,baseline,effect,PVT,PVP,1.9073486328125e-06,0.2302347719669342,24,24
endpoint_mean,baseline,effect,PVC,PLN,1.9073486328125e-06,0.2287327796220779,22,24
endpoint_mean,baseline,effect,ADE,FLP,1.9073486328125e-06,0.2246530503034591,23,24
endpoint_mean,baseline,effect,PVC,LUA,1.9073486328125e-06,0.2230565100908279,15,24
endpoint_mean,baseline,effect,SIA,AIM,1.9073486328125e-06,0.2221383154392242,24,24
endpoint_mean,baseline,effect,FLP,ADE,1.9073486328125e-06,0.2216589748859405,22,24
endpoint_mean,baseline,effect,URB,RIP,1.9073486328125e-06,0.2181218564510345,24,24
endpoint_mean,baseline,effect,URB,URA,1.9073486328125e-06,0.2071423083543777,24,24
endpoint_mean,baseline,effect,URB,IL1,1.9073486328125e-06,0.2040788680315017,24,24
endpoint_mean,baseline,effect,IL1,RIP,1.9073486328125e-06,0.2002494782209396,24,24
endpoint_mean,baseline,effect,RMH,SMB,1.9073486328125e-06,0.1981750726699829,22,24
endpoint_mean,baseline,effect,PVP,PVT,1.9073486328125e-06,0.1958667933940887,24,24
endpoint_mean,baseline,effect,RIP,IL1,1.9073486328125e-06,0.1892953515052795,24,24
endpoint_mean,baseline,effect,RMG,ADA,1.9073486328125e-06,0.176795482635498,24,24
endpoint_mean,baseline,effect,PVW,PVC,1.9073486328125e-06,0.1749476343393325,19,24
endpoint_mean,baseline,effect,RIP,CEP,1.9073486328125e-06,0.1746171414852142,24,24
endpoint_mean,baseline,effect,ASK,PHA,1.9073486328125e-06,0.1720557957887649,21,24
endpoint_mean,baseline,effect,PLN,PHA,1.9073486328125e-06,0.1696093678474426,16,24
endpoint_mean,baseline,effect,PHC,PVW,1.9073486328125e-06,0.1693529784679412,24,24
endpoint_mean,baseline,effect,PVW,PHC,1.9073486328125e-06,0.1668152809143066,22,24
endpoint_mean,baseline,effect,PQR,PVP,1.9073486328125e-06,0.1386236995458603,21,24
endpoint_mean,baseline,effect,PHB,IL2,1.9073486328125e-06,0.1364249438047409,20,24
endpoint_mean,baseline,effect,CEP,IL1,1.9073486328125e-06,0.1362551748752594,24,24
endpoint_mean,baseline,effect,AIA,AIY,1.9073486328125e-06,0.129926398396492,20,24
endpoint_mean,baseline,effect,RIH,SMB,1.9073486328125e-06,0.1241176351904869,12,24
endpoint_mean,baseline,effect,IL2,URB,1.9073486328125e-06,0.1232085227966308,24,24
endpoint_mean,baseline,effect,RMG,AQR,1.9073486328125e-06,0.0967772603034973,17,24
endpoint_mean,baseline,effect,SMD,RID,3.814697265625e-06,0.5046873092651367,24,24
endpoint_mean,baseline,effect,SMD,RIB,3.814697265625e-06,0.4936078190803528,20,24
endpoint_mean,baseline,effect,SMD,URY,3.814697265625e-06,0.4250809550285339,15,24
endpoint_mean,baseline,effect,SMD,SIB,3.814697265625e-06,0.3592759966850281,20,24
endpoint_mean,baseline,effect,URA,IL1,3.814697265625e-06,0.3178048729896545,24,24
endpoint_mean,baseline,effect,RMD,SIA,3.814697265625e-06,0.273776113986969,24,24
endpoint_mean,baseline,effect,URA,OLQ,3.814697265625e-06,0.2692688107490539,24,24
endpoint_mean,baseline,effect,PLN,PVC,3.814697265625e-06,0.2686600089073181,23,24
endpoint_mean,baseline,effect,URA,OLL,3.814697265625e-06,0.2612507343292236,24,24
endpoint_mean,baseline,effect,ASK,PLN,3.814697265625e-06,0.2335572689771652,24,24
endpoint_mean,baseline,effect,URA,IL2,3.814697265625e-06,0.1760437786579132,24,24
endpoint_mean,baseline,effect,ADA,RMG,3.814697265625e-06,0.1668054163455963,21,24
endpoint_mean,baseline,effect,ALN,PLN,3.814697265625e-06,0.1624581515789032,24,24
endpoint_mean,baseline,effect,URB,IL2,3.814697265625e-06,0.153311088681221,24,24
endpoint_mean,baseline,effect,RMH,SIA,3.814697265625e-06,0.1278803944587707,18,24
endpoint_mean,baseline,effect,IL2,URA,3.814697265625e-06,0.1125191450119018,23,24
endpoint_mean,baseline,effect,PLN,PHB,5.7220458984375e-06,0.2061595022678375,23,24
endpoint_mean,baseline,effect,RIP,URA,5.7220458984375e-06,0.1974670737981796,24,24
endpoint_mean,baseline,effect,RMD,RIP,5.7220458984375e-06,0.1933324635028839,18,24
endpoint_mean,baseline,effect,SMB,AIA,5.7220458984375e-06,0.1656491458415985,24,24
endpoint_mean,baseline,effect,URX,IL2,5.7220458984375e-06,0.1562886238098144,24,24
endpoint_mean,baseline,effect,CEP,URA,5.7220458984375e-06,0.1407438963651657,24,24
endpoint_mean,baseline,effect,SMD,RME,7.62939453125e-06,0.3166731297969818,13,24
endpoint_mean,baseline,effect,SMD,AIB,7.62939453125e-06,0.3134495317935943,11,24
endpoint_mean,baseline,effect,RIV,URY,7.62939453125e-06,0.3059655725955963,7,24
endpoint_mean,baseline,effect,SMD,RMD,7.62939453125e-06,0.293922483921051,10,24
endpoint_mean,baseline,effect,ASK,PVC,7.62939453125e-06,0.2191731631755828,18,24
endpoint_mean,baseline,effect,SMD,SIA,7.62939453125e-06,0.2141184508800506,18,24
endpoint_mean,baseline,effect,DVA,ALN,7.62939453125e-06,0.2128568142652511,16,24
endpoint_mean,baseline,effect,URA,CEP,7.62939453125e-06,0.2047477662563324,24,24
endpoint_mean,baseline,effect,SMD,SMB,7.62939453125e-06,0.2027939856052398,17,24
endpoint_mean,baseline,effect,URX,SMD,7.62939453125e-06,0.1975967735052108,18,24
endpoint_mean,baseline,effect,AIY,SMB,7.62939453125e-06,0.1961236894130706,24,24
endpoint_mean,baseline,effect,URA,RIP,7.62939453125e-06,0.1893211305141449,24,24
endpoint_mean,baseline,effect,SMB,RMF,7.62939453125e-06,0.1847773492336273,24,24
endpoint_mean,baseline,effect,PHB,AVK,7.62939453125e-06,0.1835617125034332,22,24
endpoint_mean,baseline,effect,URB,OLL,7.62939453125e-06,0.183166354894638,22,24
endpoint_mean,baseline,effect,RIV,RIP,7.62939453125e-06,0.1795731484889984,10,24
endpoint_mean,baseline,effect,IL1,CEP,7.62939453125e-06,0.1784711182117462,18,24
endpoint_mean,baseline,effect,ASK,PVQ,7.62939453125e-06,0.1729395538568496,12,24
endpoint_mean,baseline,effect,AVD,AIN,7.62939453125e-06,0.1723902523517608,24,24
endpoint_mean,baseline,effect,IL1,FLP,7.62939453125e-06,0.1713878959417343,24,24
endpoint_mean,baseline,effect,SMB,RIS,7.62939453125e-06,0.1693954765796661,24,24
endpoint_mean,baseline,effect,AQR,FLP,7.62939453125e-06,0.1673295795917511,22,24
endpoint_mean,baseline,effect,IL2,IL1,7.62939453125e-06,0.1667207479476928,24,24
endpoint_mean,baseline,effect,RMH,AVJ,7.62939453125e-06,0.1634560823440551,22,24
endpoint_mean,baseline,effect,RMH,RMF,7.62939453125e-06,0.1622097790241241,22,24
endpoint_mean,baseline,effect,SMB,RIH,7.62939453125e-06,0.1576517820358276,22,24
endpoint_mean,baseline,effect,ALA,URX,7.62939453125e-06,0.1548032760620117,20,24
endpoint_mean,baseline,effect,AVD,RID,7.62939453125e-06,0.1527345329523086,21,24
endpoint_mean,baseline,effect,PQR,LUA,7.62939453125e-06,0.1414515078067779,17,24
endpoint_mean,baseline,effect,PHA,PVW,7.62939453125e-06,0.1406497657299041,22,24
endpoint_mean,baseline,effect,SMB,AIM,7.62939453125e-06,0.1335312128067016,18,24
endpoint_mean,baseline,effect,PVW,PVR,7.62939453125e-06,0.1324273943901062,16,24
endpoint_mean,baseline,effect,PQR,PVC,7.62939453125e-06,0.123889684677124,20,24
endpoint_mean,baseline,effect,AVK,ADE,7.62939453125e-06,0.1219974383711814,21,24
endpoint_mean,baseline,effect,PVQ,PHC,7.62939453125e-06,0.1201944202184677,24,24
endpoint_mean,baseline,effect,LUA,ADE,7.62939453125e-06,0.1169780269265174,10,24
endpoint_mean,baseline,effect,RIP,FLP,7.62939453125e-06,0.1109169349074363,19,24
endpoint_mean,baseline,effect,RIP,PVW,7.62939453125e-06,0.1003509163856506,14,24
endpoint_mean,baseline,effect,PHC,AIM,7.62939453125e-06,0.0939695015549659,19,24
endpoint_mean,baseline,lag_minus_1,PVC,PLN,7.62939453125e-06,0.0907705202698707,5,18
endpoint_mean,baseline,effect,ADA,PVR,7.62939453125e-06,0.0874820426106453,17,24
endpoint_mean,baseline,effect,AVD,AUA,9.5367431640625e-06,0.1807437986135482,24,24
endpoint_mean,baseline,effect,AIM,PHC,9.5367431640625e-06,0.1339182704687118,22,24
endpoint_mean,baseline,effect,ALA,IL2,9.5367431640625e-06,0.1146237850189209,22,24
endpoint_mean,baseline,effect,IL1,ASG,9.5367431640625e-06,0.1123108491301536,15,24
endpoint_mean,baseline,effect,URB,CEP,9.5367431640625e-06,0.107581116259098,22,24
endpoint_mean,baseline,effect,PHB,PVT,1.1444091796875e-05,0.2782748341560364,24,24
endpoint_mean,baseline,effect,PHA,PLN,1.1444091796875e-05,0.1893568634986877,14,24
endpoint_mean,baseline,effect,ALA,ADL,1.1444091796875e-05,0.1535563468933105,12,24
endpoint_mean,baseline,effect,PVT,URA,1.1444091796875e-05,0.1290269643068313,20,24
endpoint_mean,baseline,effect,AIM,AVF,1.1444091796875e-05,0.1071977987885475,20,24
endpoint_mean,baseline,effect,URB,AVK,1.1444091796875e-05,0.0988655537366867,14,24
endpoint_mean,baseline,effect,SMD,OLQ,1.33514404296875e-05,0.4069129526615143,12,24
endpoint_mean,baseline,effect,DVA,PVP,1.33514404296875e-05,0.2136551588773727,19,24
endpoint_mean,baseline,effect,SMB,RMH,1.33514404296875e-05,0.2105132043361663,24,24
endpoint_mean,baseline,effect,SIA,RMF,1.33514404296875e-05,0.2012341320514679,24,24
endpoint_mean,baseline,effect,RIP,OLL,1.33514404296875e-05,0.1860573589801788,24,24
endpoint_mean,baseline,effect,PHA,PVT,1.33514404296875e-05,0.1828891932964325,23,24
endpoint_mean,baseline,effect,AIA,SMB,1.33514404296875e-05,0.1810566782951355,24,24
endpoint_mean,baseline,effect,OLL,PVQ,1.33514404296875e-05,0.1653406322002411,18,24
endpoint_mean,baseline,effect,CEP,RIH,1.33514404296875e-05,0.1625761091709137,17,24
endpoint_mean,baseline,effect,RIA,ADF,1.33514404296875e-05,0.1423431187868118,5,24
endpoint_mean,baseline,effect,CEP,BAG,1.33514404296875e-05,0.1333902478218078,19,24
endpoint_mean,baseline,effect,PHC,PLN,1.33514404296875e-05,0.1297300606966018,24,24
endpoint_mean,baseline,effect,PVC,PHA,1.33514404296875e-05,0.1102808341383934,20,24
endpoint_mean,baseline,effect,SMB,SIA,1.71661376953125e-05,0.134653627872467,23,24
endpoint_mean,baseline,effect,RIV,RID,1.9073486328125e-05,0.3099329769611358,17,24
endpoint_mean,baseline,effect,RMD,RIM,1.9073486328125e-05,0.2557899951934814,5,24
endpoint_mean,baseline,effect,OLL,RIP,1.9073486328125e-05,0.2138940393924713,17,24
endpoint_mean,baseline,effect,SIA,AIA,1.9073486328125e-05,0.2009224444627761,18,24
endpoint_mean,baseline,effect,SMD,AIA,1.9073486328125e-05,0.1602291315793991,7,24
endpoint_mean,baseline,effect,URB,OLQ,1.9073486328125e-05,0.1576368063688278,18,24
endpoint_mean,baseline,effect,AIM,AVK,1.9073486328125e-05,0.1276976615190506,13,24
endpoint_mean,baseline,effect,IL1,PVW,1.9073486328125e-05,0.1216071471571922,23,24
endpoint_mean,baseline,effect,RIA,RIP,1.9073486328125e-05,0.1178227514028549,18,24
endpoint_mean,baseline,effect,PVQ,IL1,1.9073486328125e-05,0.1053590029478073,21,24
endpoint_mean,baseline,effect,AVK,AUA,1.9073486328125e-05,0.0979078859090805,7,24
endpoint_mean,baseline,effect,FLP,RIP,1.9073486328125e-05,0.0652132257819175,13,24
endpoint_mean,baseline,effect,ADE,AQR,2.09808349609375e-05,0.131893128156662,11,24
endpoint_mean,baseline,effect,PHB,PVW,2.288818359375e-05,0.1893511116504669,23,24
endpoint_mean,baseline,effect,RIA,AFD,2.6702880859375e-05,0.2163088768720626,14,24
endpoint_mean,baseline,effect,PHB,ALN,2.6702880859375e-05,0.1973554342985153,22,24
endpoint_mean,baseline,effect,AVD,RIB,2.6702880859375e-05,0.1442820578813552,11,24
endpoint_mean,baseline,effect,SMB,AIZ,2.6702880859375e-05,0.1124841123819351,22,24
endpoint_mean,baseline,effect,PVQ,CEP,2.6702880859375e-05,0.0846534296870231,11,24
endpoint_mean,baseline,effect,SMD,AVD,3.0517578125e-05,0.2506265938282013,19,24
endpoint_mean,baseline,effect,RMD,AIA,3.0517578125e-05,0.2147365361452102,20,24
endpoint_mean,baseline,effect,ALN,PVW,3.0517578125e-05,0.1344737708568573,11,24
endpoint_mean,baseline,effect,LUA,PVP,3.0517578125e-05,0.1262884736061096,11,24
endpoint_mean,baseline,effect,PVW,PLN,3.0517578125e-05,0.1102912425994873,17,24
endpoint_mean,baseline,effect,AVD,AVJ,3.4332275390625e-05,0.2451038807630539,15,24
endpoint_mean,baseline,effect,RIV,URX,3.4332275390625e-05,0.2072290629148483,8,24
endpoint_mean,baseline,effect,ASK,PHC,3.4332275390625e-05,0.2025365382432937,17,24
endpoint_mean,baseline,effect,OLL,IL1,3.4332275390625e-05,0.1635624468326568,13,24
endpoint_mean,baseline,effect,AIA,RMH,3.4332275390625e-05,0.1596020758152008,20,24
endpoint_mean,baseline,effect,AIY,RIC,3.4332275390625e-05,0.1258237063884735,20,24
endpoint_mean,baseline,effect,IL1,URY,3.4332275390625e-05,0.1257098764181137,13,24
endpoint_mean,baseline,effect,PVW,ALN,3.4332275390625e-05,0.1110735759139061,7,24
endpoint_mean,baseline,effect,AUA,IL2,3.4332275390625e-05,0.1057756543159484,21,24
endpoint_mean,baseline,effect,AVK,RIC,3.4332275390625e-05,0.0850539430975914,14,24
endpoint_mean,baseline,effect,RMD,RIC,3.62396240234375e-05,0.3045210242271423,24,24
endpoint_mean,baseline,effect,RMD,AUA,3.814697265625e-05,0.2515171468257904,21,24
endpoint_mean,baseline,effect,AVJ,AVH,3.814697265625e-05,0.2280158251523971,24,24
endpoint_mean,baseline,effect,RMH,AIA,3.814697265625e-05,0.1696203798055648,23,24
endpoint_mean,baseline,effect,PVC,PQR,3.814697265625e-05,0.1683658212423324,16,24
endpoint_mean,baseline,effect,CEP,AUA,3.814697265625e-05,0.1379574984312057,17,24
endpoint_mean,baseline,lag_minus_1,AVK,AVB,3.814697265625e-05,0.0962172150611877,4,18
endpoint_mean,baseline,effect,RMD,RIH,4.00543212890625e-05,0.2099884301424026,21,24
endpoint_mean,baseline,effect,RIC,FLP,4.00543212890625e-05,0.1513474881649017,23,24
endpoint_mean,baseline,effect,CEP,OLL,4.00543212890625e-05,0.1083433777093887,20,24
endpoint_mean,baseline,effect,ASK,LUA,4.1961669921875e-05,0.1917188912630081,19,24
endpoint_mean,baseline,effect,PVC,AVF,4.1961669921875e-05,0.1328155100345611,8,24
endpoint_mean,baseline,effect,AIA,SIA,4.1961669921875e-05,0.1190008968114852,23,24
endpoint_mean,baseline,effect,URA,PHA,4.38690185546875e-05,0.0864809602499008,13,24
endpoint_mean,baseline,effect,RIC,ADE,4.57763671875e-05,0.1589312255382537,22,24
endpoint_mean,baseline,effect,PHA,PHC,4.57763671875e-05,0.1495798379182815,20,24
endpoint_mean,baseline,effect,CEP,RIP,4.57763671875e-05,0.1207602024078369,22,24
endpoint_mean,baseline,effect,AIY,FLP,4.57763671875e-05,0.1207111924886703,13,24
endpoint_mean,baseline,effect,PVQ,URA,4.57763671875e-05,0.0922796502709388,13,24
endpoint_mean,baseline,effect,LUA,PVR,4.76837158203125e-05,0.2748521268367767,24,24
endpoint_mean,baseline,effect,RIV,OLQ,4.76837158203125e-05,0.2560845613479614,9,24
endpoint_mean,baseline,lag_minus_1,SMD,AVA,4.76837158203125e-05,0.2405981570482254,8,18
endpoint_mean,baseline,effect,RIV,IL1,4.76837158203125e-05,0.1630443334579467,4,24
endpoint_mean,baseline,effect,CEP,AVD,4.76837158203125e-05,0.144918292760849,15,24
endpoint_mean,baseline,effect,PVW,PVP,4.76837158203125e-05,0.0965521931648254,10,24
endpoint_mean,baseline,lag_minus_1,SMD,AVE,5.14984130859375e-05,0.2995883226394653,4,18
endpoint_mean,baseline,effect,SMD,URA,5.14984130859375e-05,0.2952259182929992,12,24
endpoint_mean,baseline,effect,RIH,AIA,5.14984130859375e-05,0.1713805496692657,19,24
endpoint_mean,baseline,effect,AUA,AVD,5.14984130859375e-05,0.1541863083839416,17,24
endpoint_mean,baseline,effect,AIY,AIN,5.14984130859375e-05,0.1387788206338882,24,24
endpoint_mean,baseline,effect,AQR,ADE,5.53131103515625e-05,0.161310002207756,17,24
endpoint_mean,baseline,effect,SIA,ASG,5.91278076171875e-05,0.1730930507183075,12,24
endpoint_mean,baseline,effect,ASK,AVF,6.103515625e-05,0.2010487765073776,18,24
endpoint_mean,baseline,effect,PHC,PVC,6.103515625e-05,0.1665751338005066,23,24
endpoint_mean,baseline,effect,SIA,IL2,6.103515625e-05,0.1567622572183609,23,24
endpoint_mean,baseline,effect,DVB,PVQ,6.103515625e-05,0.134819209575653,19,24
endpoint_mean,baseline,effect,ASK,ADF,6.29425048828125e-05,0.1796797811985016,9,24
endpoint_mean,baseline,effect,AVK,AIM,6.29425048828125e-05,0.1023171171545982,11,24
endpoint_mean,baseline,effect,RIV,AVA,6.4849853515625e-05,0.2421916425228119,6,24
endpoint_mean,baseline,effect,SIA,AIN,6.67572021484375e-05,0.113503023982048,13,24
endpoint_mean,baseline,effect,PVP,PQR,6.866455078125e-05,0.1653061211109161,21,24
endpoint_mean,baseline,effect,OLL,PHC,6.866455078125e-05,0.09921345859766,14,24
endpoint_mean,baseline,lag_minus_1,DVB,DVA,7.05718994140625e-05,0.1689597070217132,6,18
endpoint_mean,baseline,effect,RMH,RME,7.05718994140625e-05,0.1494979113340377,17,24
endpoint_mean,baseline,effect,AVK,RIB,7.2479248046875e-05,0.1328120976686477,13,24
endpoint_mean,baseline,effect,AVD,IL2,7.2479248046875e-05,0.0983509346842765,9,24
endpoint_mean,baseline,effect,PVP,DVB,7.43865966796875e-05,0.1450285464525222,18,24
endpoint_mean,baseline,effect,IL2,ADE,7.43865966796875e-05,0.1152150183916091,17,24
endpoint_mean,baseline,effect,CEP,PHA,7.43865966796875e-05,0.0691249519586563,4,24
endpoint_mean,baseline,effect,LUA,ADA,7.82012939453125e-05,0.1624916344881057,13,24
endpoint_mean,baseline,effect,SMB,AVF,7.82012939453125e-05,0.08988718688488,14,24
endpoint_mean,baseline,effect,AVJ,AVD,8.0108642578125e-05,0.2596709728240967,15,24
endpoint_mean,baseline,effect,CEP,RID,8.0108642578125e-05,0.1329077035188675,18,24
endpoint_mean,baseline,effect,RMH,RIR,8.0108642578125e-05,0.1033594012260437,14,24
endpoint_mean,baseline,effect,ASJ,AUA,8.20159912109375e-05,0.1334313750267028,13,24
endpoint_mean,baseline,effect,AIN,PVQ,8.20159912109375e-05,0.0955665037035942,5,24
endpoint_mean,baseline,effect,CEP,PHC,8.20159912109375e-05,0.0928904861211776,4,24
endpoint_mean,baseline,effect,PVN,PVP,8.392333984375e-05,0.1368411779403686,15,24
endpoint_mean,baseline,lag_minus_1,SMD,RIB,8.58306884765625e-05,0.2919248938560486,3,18
endpoint_mean,baseline,effect,DVB,PVN,8.58306884765625e-05,0.1721088290214538,16,24
endpoint_mean,baseline,effect,ASK,RMG,8.58306884765625e-05,0.1668388992547989,22,24
endpoint_mean,baseline,effect,SMD,IL1,8.7738037109375e-05,0.23562952876091,7,24
endpoint_mean,baseline,effect,SIA,SMB,8.7738037109375e-05,0.1913110911846161,14,24
endpoint_mean,baseline,effect,OLL,AIM,8.7738037109375e-05,0.140720784664154,20,24
endpoint_mean,baseline,effect,RMD,URA,8.7738037109375e-05,0.137078195810318,8,24
endpoint_mean,baseline,effect,ASJ,AIZ,8.7738037109375e-05,0.1362524628639221,13,24
endpoint_mean,baseline,effect,SMB,AIY,8.7738037109375e-05,0.1283716410398483,15,24
endpoint_mean,baseline,effect,ALN,PHB,8.7738037109375e-05,0.1266406029462814,16,24
endpoint_mean,baseline,effect,RIA,RME,8.96453857421875e-05,0.1211246848106384,2,24
endpoint_mean,baseline,effect,AIM,RIS,8.96453857421875e-05,0.1126063019037246,17,24
endpoint_mean,baseline,effect,ADA,AVK,8.96453857421875e-05,0.1064974069595336,16,24
endpoint_mean,baseline,effect,AVD,AIM,9.1552734375e-05,0.0660109147429466,5,24
endpoint_mean,baseline,effect,SMB,RIR,9.5367431640625e-05,0.1013911962509155,4,24
endpoint_mean,baseline,effect,RIV,SMD,9.918212890625e-05,0.4208376407623291,5,24
endpoint_mean,baseline,effect,AVK,AVB,9.918212890625e-05,0.1192541867494583,12,24
endpoint_mean,baseline,effect,ASG,IL1,9.918212890625e-05,0.0860942676663398,16,24
endpoint_mean,baseline,effect,URA,PLN,9.918212890625e-05,0.0798229575157165,10,24
endpoint_mean,baseline,effect,RIS,AIM,0.0001049041748046,0.124933585524559,18,24
endpoint_mean,baseline,effect,RIV,AVB,0.0001068115234375,0.2453593760728836,12,24
endpoint_mean,baseline,effect,PLN,LUA,0.0001087188720703,0.1739135980606079,19,24
endpoint_mean,baseline,effect,ASJ,RIC,0.0001087188720703,0.1042283624410629,19,24
endpoint_mean,baseline,effect,CEP,RIC,0.0001087188720703,0.0829071849584579,9,24
endpoint_mean,baseline,lag_minus_1,DVC,DVB,0.0001125335693359,0.2281036376953125,5,18
endpoint_mean,baseline,effect,RID,RME,0.0001125335693359,0.1328590214252472,11,24
endpoint_mean,baseline,effect,IL1,AIM,0.0001125335693359,0.1279182136058807,23,24
endpoint_mean,baseline,effect,RMF,URA,0.0001125335693359,0.1248290985822677,17,24
endpoint_mean,baseline,effect,PVP,PHC,0.0001125335693359,0.1216803938150405,17,24
endpoint_mean,baseline,effect,URX,URA,0.0001125335693359,0.095491424202919,17,24
endpoint_mean,baseline,effect,PVN,OLL,0.0001125335693359,0.0824941620230674,1,24
endpoint_mean,baseline,effect,SMD,AVJ,0.0001201629638671,0.2049446552991867,14,24
endpoint_mean,baseline,effect,URB,ADE,0.0001201629638671,0.0875430628657341,14,24
endpoint_mean,baseline,effect,RMD,SIB,0.0001220703125,0.1767283529043197,8,24
endpoint_mean,baseline,effect,PVP,DVA,0.0001258850097656,0.1603451520204544,15,24
endpoint_mean,baseline,effect,RIP,BAG,0.0001335144042968,0.1603648960590362,22,24
endpoint_mean,baseline,effect,AVD,AVB,0.0001335144042968,0.1574278473854065,21,24
endpoint_mean,baseline,effect,RMH,AVH,0.0001335144042968,0.1262107193470001,5,24
endpoint_mean,baseline,effect,AVD,CEP,0.0001354217529296,0.141028493642807,23,24
endpoint_mean,baseline,lag_minus_1,PVC,PVW,0.0001354217529296,0.1200619786977768,3,18
endpoint_mean,baseline,effect,RIP,AIM,0.0001354217529296,0.0892454013228416,10,24
endpoint_mean,baseline,effect,RIV,RIR,0.0001373291015625,0.1701977550983429,3,24
endpoint_mean,baseline,effect,IL1,OLL,0.0001373291015625,0.1629997193813324,22,24
endpoint_mean,baseline,effect,AIN,AIY,0.0001392364501953,0.1617888510227203,18,24
endpoint_mean,baseline,effect,RMD,AVA,0.0001411437988281,0.2711512148380279,5,24
endpoint_mean,baseline,effect,RMD,SAA,0.0001430511474609,0.2388954907655716,18,24
endpoint_mean,baseline,effect,RIC,IL2,0.0001430511474609,0.0904783606529235,17,24
endpoint_mean,baseline,effect,DVC,DVA,0.0001468658447265,0.3377936482429504,6,24
endpoint_mean,baseline,effect,IL2,AIM,0.0001468658447265,0.0940507054328918,10,24
endpoint_mean,baseline,effect,AIN,AVD,0.0001487731933593,0.1452955305576324,22,24
endpoint_mean,baseline,effect,PVC,AWB,0.0001487731933593,0.1073477864265441,7,24
endpoint_mean,baseline,effect,RIA,AVB,0.000152587890625,0.1690297424793243,6,24
endpoint_mean,baseline,effect,RMD,FLP,0.000152587890625,0.1429716199636459,17,24
endpoint_mean,baseline,effect,SMB,SMD,0.000152587890625,0.1423794776201248,5,24
endpoint_mean,baseline,lag_minus_1,PVW,PVC,0.000152587890625,0.1127972826361656,4,18
endpoint_mean,baseline,effect,CEP,URB,0.000152587890625,0.1082772463560104,14,24
endpoint_mean,baseline,effect,AIM,IL2,0.000152587890625,0.1062488108873367,15,24
endpoint_mean,baseline,effect,RIC,AIZ,0.000162124633789,0.1299765557050705,22,24
endpoint_mean,baseline,effect,IL1,RIH,0.0001640319824218,0.0981176123023033,7,24
endpoint_mean,baseline,effect,RIP,OLQ,0.0001659393310546,0.1447956264019012,9,24
endpoint_mean,baseline,effect,AIA,ASK,0.0001659393310546,0.0811150297522544,6,24
endpoint_mean,baseline,effect,RIA,RID,0.0001678466796875,0.1688617020845413,7,24
endpoint_mean,baseline,effect,PVR,PVC,0.0001678466796875,0.1194458752870559,17,24
endpoint_mean,baseline,effect,CEP,URX,0.0001678466796875,0.1136027351021766,9,24
endpoint_mean,baseline,effect,CEP,RME,0.0001678466796875,0.1017882600426673,15,24
endpoint_mean,baseline,effect,SMD,AFD,0.0001716613769531,0.1938532888889312,7,24
endpoint_mean,baseline,effect,SMD,ADF,0.0001716613769531,0.1520818322896957,5,24
