cohort,channel,context,lag,horizon,comparison,scope,n_edges,spearman,rmse,sign_agreement
historical80,endpoint_mean,onset_minus_baseline,1,16,independent_MC,strong,4503,0.16261931526398235,0.03971279,0.5478569842327338
historical80,endpoint_mean,onset_minus_baseline,1,16,direct_N4096,all,6320,0.014064618592428886,0.08904877,0.5056962025316456
historical80,endpoint_mean,onset_minus_baseline,1,16,direct_N4096,strong,4503,0.022409252469871115,0.08344095,0.5127692649344882
historical80,endpoint_mean,onset_minus_baseline,1,32,generator_0_vs_1,all,6320,0.009064254232238727,0.04711648,0.5098101265822785
historical80,endpoint_mean,onset_minus_baseline,1,32,generator_0_vs_1,strong,4503,-0.003743360488331565,0.041743662,0.5043304463690873
historical80,endpoint_mean,onset_minus_baseline,1,32,generator_0_vs_2,all,6320,0.035225239030632856,0.04477086,0.5132911392405063
historical80,endpoint_mean,onset_minus_baseline,1,32,generator_0_vs_2,strong,4503,0.010365906003523443,0.039516795,0.5021097046413502
historical80,endpoint_mean,onset_minus_baseline,1,32,generator_1_vs_2,all,6320,0.025176464145023548,0.04455204,0.5123417721518987
historical80,endpoint_mean,onset_minus_baseline,1,32,generator_1_vs_2,strong,4503,0.0014127466841786416,0.039008886,0.5065511880968243
historical80,endpoint_mean,onset_minus_baseline,1,32,independent_MC,all,6320,0.16083006665250063,0.043132022,0.5590189873417721
historical80,endpoint_mean,onset_minus_baseline,1,32,independent_MC,strong,4503,0.1796253980655142,0.037203807,0.5665112147457251
historical80,endpoint_mean,onset_minus_baseline,1,32,direct_N4096,all,6320,0.014266500953478572,0.10693863,0.5052215189873418
historical80,endpoint_mean,onset_minus_baseline,1,32,direct_N4096,strong,4503,0.01691686559742759,0.09787071,0.5085498556517877
historical80,endpoint_mean,onset_minus_baseline,4,1,generator_0_vs_1,all,6320,0.012942682953312678,0.05368087,0.49920886075949367
historical80,endpoint_mean,onset_minus_baseline,4,1,generator_0_vs_1,strong,4503,0.016255890848967603,0.044583,0.5025538529868976
historical80,endpoint_mean,onset_minus_baseline,4,1,generator_0_vs_2,all,6320,0.0034836209791486005,0.052689448,0.507120253164557
historical80,endpoint_mean,onset_minus_baseline,4,1,generator_0_vs_2,strong,4503,0.018384865391625666,0.043342333,0.5143237841439041
historical80,endpoint_mean,onset_minus_baseline,4,1,generator_1_vs_2,all,6320,-0.006755436692423429,0.052669413,0.49050632911392406
historical80,endpoint_mean,onset_minus_baseline,4,1,generator_1_vs_2,strong,4503,-0.019908897247928672,0.044220556,0.48412169664668
historical80,endpoint_mean,onset_minus_baseline,4,1,independent_MC,all,6320,0.007586367628664722,0.05224265,0.5074367088607595
historical80,endpoint_mean,onset_minus_baseline,4,1,independent_MC,strong,4503,0.02090369833464053,0.043935638,0.5138796357983566
historical80,endpoint_mean,onset_minus_baseline,4,1,direct_N4096,all,6320,0.03299121150795935,0.07033899,0.5128164556962025
historical80,endpoint_mean,onset_minus_baseline,4,1,direct_N4096,strong,4503,0.052263704272029574,0.06209456,0.5147679324894515
historical80,endpoint_mean,onset_minus_baseline,4,2,generator_0_vs_1,all,6320,0.016618618417639775,0.05283578,0.5004746835443038
historical80,endpoint_mean,onset_minus_baseline,4,2,generator_0_vs_1,strong,4503,0.023173277479831847,0.043799285,0.5034421496779925
historical80,endpoint_mean,onset_minus_baseline,4,2,generator_0_vs_2,all,6320,0.008690853479826592,0.051837824,0.5033227848101266
historical80,endpoint_mean,onset_minus_baseline,4,2,generator_0_vs_2,strong,4503,0.026133584898716818,0.042610202,0.5109926715522984
historical80,endpoint_mean,onset_minus_baseline,4,2,generator_1_vs_2,all,6320,0.00013851734027000917,0.051765203,0.4908227848101266
historical80,endpoint_mean,onset_minus_baseline,4,2,generator_1_vs_2,strong,4503,-0.012229287037775354,0.04346696,0.48567621585609594
historical80,endpoint_mean,onset_minus_baseline,4,2,independent_MC,all,6320,0.017757159566996607,0.05132436,0.509493670886076
historical80,endpoint_mean,onset_minus_baseline,4,2,independent_MC,strong,4503,0.0341485191570625,0.043103375,0.5161003775260937
historical80,endpoint_mean,onset_minus_baseline,4,2,direct_N4096,all,6320,0.031508683149046646,0.071302935,0.5167721518987342
historical80,endpoint_mean,onset_minus_baseline,4,2,direct_N4096,strong,4503,0.046189252121260474,0.063403934,0.5192094159449256
historical80,endpoint_mean,onset_minus_baseline,4,4,generator_0_vs_1,all,6320,0.0311967733982235,0.05165837,0.5093354430379747
historical80,endpoint_mean,onset_minus_baseline,4,4,generator_0_vs_1,strong,4503,0.04081649060168831,0.042793926,0.5107705973795248
historical80,endpoint_mean,onset_minus_baseline,4,4,generator_0_vs_2,all,6320,0.017560850754189117,0.05084466,0.5075949367088608
historical80,endpoint_mean,onset_minus_baseline,4,4,generator_0_vs_2,strong,4503,0.03977701986571743,0.041732676,0.5132134132800356
historical80,endpoint_mean,onset_minus_baseline,4,4,generator_1_vs_2,all,6320,0.01484390000165685,0.05050232,0.5007911392405063
historical80,endpoint_mean,onset_minus_baseline,4,4,generator_1_vs_2,strong,4503,0.004791360722131078,0.042476553,0.4987785920497446
historical80,endpoint_mean,onset_minus_baseline,4,4,independent_MC,all,6320,0.03874594756239581,0.05005057,0.5142405063291139
historical80,endpoint_mean,onset_minus_baseline,4,4,independent_MC,strong,4503,0.05715010087442778,0.041999187,0.5187652675993782
historical80,endpoint_mean,onset_minus_baseline,4,4,direct_N4096,all,6320,0.058471925560615784,0.07523293,0.5246835443037975
historical80,endpoint_mean,onset_minus_baseline,4,4,direct_N4096,strong,4503,0.07999976932945625,0.06653422,0.5298689762380635
historical80,endpoint_mean,onset_minus_baseline,4,8,generator_0_vs_1,all,6320,0.049217913586138466,0.05041469,0.5110759493670886
historical80,endpoint_mean,onset_minus_baseline,4,8,generator_0_vs_1,strong,4503,0.06091392299745175,0.04154545,0.5116588940706196
historical80,endpoint_mean,onset_minus_baseline,4,8,generator_0_vs_2,all,6320,0.029332040374605,0.049556002,0.5142405063291139
historical80,endpoint_mean,onset_minus_baseline,4,8,generator_0_vs_2,strong,4503,0.052409556511931514,0.040699143,0.523428825227626
historical80,endpoint_mean,onset_minus_baseline,4,8,generator_1_vs_2,all,6320,0.03142848898073056,0.049212284,0.5079113924050633
historical80,endpoint_mean,onset_minus_baseline,4,8,generator_1_vs_2,strong,4503,0.026936383866523358,0.041318227,0.5049966688874084
historical80,endpoint_mean,onset_minus_baseline,4,8,independent_MC,all,6320,0.06869001286742499,0.048338342,0.5281645569620254
historical80,endpoint_mean,onset_minus_baseline,4,8,independent_MC,strong,4503,0.08958606327844208,0.040359803,0.5356429047301798
historical80,endpoint_mean,onset_minus_baseline,4,8,direct_N4096,all,6320,0.05601591975205616,0.08071645,0.519620253164557
historical80,endpoint_mean,onset_minus_baseline,4,8,direct_N4096,strong,4503,0.0666432092648183,0.072786696,0.5229846768820786
historical80,endpoint_mean,onset_minus_baseline,4,16,generator_0_vs_1,all,6320,0.059640393817041996,0.04902441,0.5158227848101266
historical80,endpoint_mean,onset_minus_baseline,4,16,generator_0_vs_1,strong,4503,0.07366455732375948,0.04003518,0.523428825227626
historical80,endpoint_mean,onset_minus_baseline,4,16,generator_0_vs_2,all,6320,0.02341313840047261,0.048070885,0.5099683544303798
historical80,endpoint_mean,onset_minus_baseline,4,16,generator_0_vs_2,strong,4503,0.05143778068772706,0.039414786,0.5183211192538307
historical80,endpoint_mean,onset_minus_baseline,4,16,generator_1_vs_2,all,6320,0.0340966443398858,0.047636606,0.513132911392405
historical80,endpoint_mean,onset_minus_baseline,4,16,generator_1_vs_2,strong,4503,0.03502428419778458,0.03988394,0.512103042416167
historical80,endpoint_mean,onset_minus_baseline,4,16,independent_MC,all,6320,0.08674784605483349,0.046332125,0.5360759493670886
historical80,endpoint_mean,onset_minus_baseline,4,16,independent_MC,strong,4503,0.10531911715408741,0.038355153,0.5449700199866756
historical80,endpoint_mean,onset_minus_baseline,4,16,direct_N4096,all,6320,0.04718056121987611,0.09132995,0.517879746835443
historical80,endpoint_mean,onset_minus_baseline,4,16,direct_N4096,strong,4503,0.07470636307398029,0.0816079,0.5314234954474795
historical80,endpoint_mean,onset_minus_baseline,4,32,generator_0_vs_1,all,6320,0.06766603887307124,0.047491767,0.5305379746835444
historical80,endpoint_mean,onset_minus_baseline,4,32,generator_0_vs_1,strong,4503,0.08266128929132442,0.03865158,0.5365312014212748
historical80,endpoint_mean,onset_minus_baseline,4,32,generator_0_vs_2,all,6320,0.006862901040209669,0.046855815,0.5031645569620253
historical80,endpoint_mean,onset_minus_baseline,4,32,generator_0_vs_2,strong,4503,0.033468411537885635,0.038354177,0.5132134132800356
historical80,endpoint_mean,onset_minus_baseline,4,32,generator_1_vs_2,all,6320,0.0332699105947764,0.046222053,0.5093354430379747
historical80,endpoint_mean,onset_minus_baseline,4,32,generator_1_vs_2,strong,4503,0.03911453570949266,0.038292576,0.5049966688874084
historical80,endpoint_mean,onset_minus_baseline,4,32,independent_MC,all,6320,0.09931629509974978,0.044956714,0.5387658227848101
historical80,endpoint_mean,onset_minus_baseline,4,32,independent_MC,strong,4503,0.11650366912019172,0.036645196,0.5440817232955807
historical80,endpoint_mean,onset_minus_baseline,4,32,direct_N4096,all,6320,0.0375091467835928,0.109306715,0.5134493670886076
historical80,endpoint_mean,onset_minus_baseline,4,32,direct_N4096,strong,4503,0.045935938760533285,0.09905795,0.5149900066622252
historical80,endpoint_mean,onset_minus_baseline,8,1,generator_0_vs_1,all,6320,-0.0036062925423694992,0.050278828,0.49794303797468353
historical80,endpoint_mean,onset_minus_baseline,8,1,generator_0_vs_1,strong,4503,-0.002962939451947818,0.044051558,0.5016655562958028
historical80,endpoint_mean,onset_minus_baseline,8,1,generator_0_vs_2,all,6320,-0.023412876948025175,0.05068028,0.4939873417721519
historical80,endpoint_mean,onset_minus_baseline,8,1,generator_0_vs_2,strong,4503,-0.02405659126601265,0.043168426,0.4952254052853653
historical80,endpoint_mean,onset_minus_baseline,8,1,generator_1_vs_2,all,6320,0.0054202548992088664,0.05109377,0.5099683544303798
historical80,endpoint_mean,onset_minus_baseline,8,1,generator_1_vs_2,strong,4503,0.004368621558161381,0.04403364,0.5089940039973351
historical80,endpoint_mean,onset_minus_baseline,8,1,independent_MC,all,6320,0.024396518978861168,0.049391054,0.5079113924050633
historical80,endpoint_mean,onset_minus_baseline,8,1,independent_MC,strong,4503,0.032751300443393826,0.04203841,0.5087719298245614
historical80,endpoint_mean,onset_minus_baseline,8,1,direct_N4096,all,6320,0.029958276434783587,0.0768207,0.5085443037974684
historical80,endpoint_mean,onset_minus_baseline,8,1,direct_N4096,strong,4503,0.054223059820149196,0.06702068,0.5147679324894515
historical80,endpoint_mean,onset_minus_baseline,8,2,generator_0_vs_1,all,6320,-0.0028926613432584207,0.049883448,0.4995253164556962
historical80,endpoint_mean,onset_minus_baseline,8,2,generator_0_vs_1,strong,4503,-0.002713527550683565,0.043743,0.5023317788141239
historical80,endpoint_mean,onset_minus_baseline,8,2,generator_0_vs_2,all,6320,-0.018904299008340536,0.05023661,0.49731012658227847
historical80,endpoint_mean,onset_minus_baseline,8,2,generator_0_vs_2,strong,4503,-0.018378378818152255,0.042825937,0.4983344437041972
historical80,endpoint_mean,onset_minus_baseline,8,2,generator_1_vs_2,all,6320,0.007506549167604795,0.050621368,0.5104430379746835
historical80,endpoint_mean,onset_minus_baseline,8,2,generator_1_vs_2,strong,4503,0.006923590709330219,0.04366835,0.5078836331334666
historical80,endpoint_mean,onset_minus_baseline,8,2,independent_MC,all,6320,0.03285096085680656,0.048869956,0.5110759493670886
historical80,endpoint_mean,onset_minus_baseline,8,2,independent_MC,strong,4503,0.04204576762125779,0.041611005,0.5109926715522984
historical80,endpoint_mean,onset_minus_baseline,8,2,direct_N4096,all,6320,0.03120786461473551,0.078499265,0.5129746835443038
historical80,endpoint_mean,onset_minus_baseline,8,2,direct_N4096,strong,4503,0.04335958918801557,0.0689163,0.5149900066622252
historical80,endpoint_mean,onset_minus_baseline,8,4,generator_0_vs_1,all,6320,0.0005494172426092832,0.049248345,0.5017405063291139
historical80,endpoint_mean,onset_minus_baseline,8,4,generator_0_vs_1,strong,4503,-0.0022044976058404144,0.043310557,0.5021097046413502
historical80,endpoint_mean,onset_minus_baseline,8,4,generator_0_vs_2,all,6320,-0.006367265588159847,0.04957801,0.494620253164557
historical80,endpoint_mean,onset_minus_baseline,8,4,generator_0_vs_2,strong,4503,-0.003280935742252403,0.042269144,0.4945591827670442
historical80,endpoint_mean,onset_minus_baseline,8,4,generator_1_vs_2,all,6320,0.013366782187228025,0.049936302,0.5093354430379747
historical80,endpoint_mean,onset_minus_baseline,8,4,generator_1_vs_2,strong,4503,0.012444860486463523,0.043154154,0.5074394847879191
historical80,endpoint_mean,onset_minus_baseline,8,4,independent_MC,all,6320,0.05132578105782014,0.048012428,0.5156645569620253
historical80,endpoint_mean,onset_minus_baseline,8,4,independent_MC,strong,4503,0.05909562099826738,0.04091172,0.5156562291805463
historical80,endpoint_mean,onset_minus_baseline,8,4,direct_N4096,all,6320,0.03711314684275803,0.082398504,0.5137658227848101
historical80,endpoint_mean,onset_minus_baseline,8,4,direct_N4096,strong,4503,0.047340490751483943,0.0725872,0.5132134132800356
historical80,endpoint_mean,onset_minus_baseline,8,8,generator_0_vs_1,all,6320,0.005278288573261553,0.048388273,0.49556962025316453
historical80,endpoint_mean,onset_minus_baseline,8,8,generator_0_vs_1,strong,4503,-0.0021765999884137653,0.04266965,0.4941150344214968
historical80,endpoint_mean,onset_minus_baseline,8,8,generator_0_vs_2,all,6320,0.010301114978725814,0.048561886,0.5037974683544304
historical80,endpoint_mean,onset_minus_baseline,8,8,generator_0_vs_2,strong,4503,0.016995293727428355,0.041432645,0.5032200755052187
historical80,endpoint_mean,onset_minus_baseline,8,8,generator_1_vs_2,all,6320,0.02561883462625673,0.048754513,0.5063291139240507
historical80,endpoint_mean,onset_minus_baseline,8,8,generator_1_vs_2,strong,4503,0.022893429436537778,0.04233977,0.5027759271596713
historical80,endpoint_mean,onset_minus_baseline,8,8,independent_MC,all,6320,0.07812124513173573,0.046755247,0.5227848101265823
historical80,endpoint_mean,onset_minus_baseline,8,8,independent_MC,strong,4503,0.08433578053435661,0.039815277,0.5189873417721519
historical80,endpoint_mean,onset_minus_baseline,8,8,direct_N4096,all,6320,0.034001474366336444,0.087752506,0.5151898734177215
historical80,endpoint_mean,onset_minus_baseline,8,8,direct_N4096,strong,4503,0.03605143338809584,0.07669181,0.5125471907617144
historical80,endpoint_mean,onset_minus_baseline,8,16,generator_0_vs_1,all,6320,0.003352354309497355,0.047301255,0.4925632911392405
historical80,endpoint_mean,onset_minus_baseline,8,16,generator_0_vs_1,strong,4503,-0.002948407086683797,0.041655857,0.4885631801021541
historical80,endpoint_mean,onset_minus_baseline,8,16,generator_0_vs_2,all,6320,0.014608838944566974,0.047102902,0.5028481012658228
historical80,endpoint_mean,onset_minus_baseline,8,16,generator_0_vs_2,strong,4503,0.028680944258437084,0.040252596,0.5081057073062403
historical80,endpoint_mean,onset_minus_baseline,8,16,generator_1_vs_2,all,6320,0.028131443534524833,0.04707372,0.5087025316455697
historical80,endpoint_mean,onset_minus_baseline,8,16,generator_1_vs_2,strong,4503,0.027338486930018214,0.041181806,0.5069953364423717
historical80,endpoint_mean,onset_minus_baseline,8,16,independent_MC,all,6320,0.09916782747472094,0.045133457,0.5319620253164556
historical80,endpoint_mean,onset_minus_baseline,8,16,independent_MC,strong,4503,0.10304379975743852,0.038376343,0.5305351987563847
historical80,endpoint_mean,onset_minus_baseline,8,16,direct_N4096,all,6320,0.041788075708078194,0.096412174,0.5210443037974684
historical80,endpoint_mean,onset_minus_baseline,8,16,direct_N4096,strong,4503,0.04207147834102476,0.08564641,0.5225405285365312
historical80,endpoint_mean,onset_minus_baseline,8,32,generator_0_vs_1,all,6320,0.00429729683834836,0.046064157,0.49636075949367087
historical80,endpoint_mean,onset_minus_baseline,8,32,generator_0_vs_1,strong,4503,0.002406306338263469,0.04034267,0.49722407284032866
historical80,endpoint_mean,onset_minus_baseline,8,32,generator_0_vs_2,all,6320,0.010294891008018761,0.045345973,0.5117088607594936
historical80,endpoint_mean,onset_minus_baseline,8,32,generator_0_vs_2,strong,4503,0.03856406113511589,0.038787123,0.5198756384632467
historical80,endpoint_mean,onset_minus_baseline,8,32,generator_1_vs_2,all,6320,0.02463413155038831,0.045199174,0.5090189873417722
historical80,endpoint_mean,onset_minus_baseline,8,32,generator_1_vs_2,strong,4503,0.022500777220527908,0.039936457,0.5092160781701088
historical80,endpoint_mean,onset_minus_baseline,8,32,independent_MC,all,6320,0.1234936987920841,0.043023333,0.5430379746835443
historical80,endpoint_mean,onset_minus_baseline,8,32,independent_MC,strong,4503,0.12344845218280402,0.03655193,0.5405285365312015
historical80,endpoint_mean,onset_minus_baseline,8,32,direct_N4096,all,6320,0.06274183035805884,0.11376872,0.5240506329113924
historical80,endpoint_mean,onset_minus_baseline,8,32,direct_N4096,strong,4503,0.04501009359868803,0.10048002,0.5156562291805463
historical80,endpoint_mean,onset_minus_baseline,16,1,generator_0_vs_1,all,6320,-0.021712904530409697,0.047740117,0.49287974683544306
historical80,endpoint_mean,onset_minus_baseline,16,1,generator_0_vs_1,strong,4503,0.013833537875076338,0.039225943,0.5076615589606929
historical80,endpoint_mean,onset_minus_baseline,16,1,generator_0_vs_2,all,6320,-0.017276202150343322,0.047924448,0.5001582278481013
historical80,endpoint_mean,onset_minus_baseline,16,1,generator_0_vs_2,strong,4503,0.0018425251924719219,0.040917043,0.5101043748612036
historical80,endpoint_mean,onset_minus_baseline,16,1,generator_1_vs_2,all,6320,0.016466028137738672,0.046699252,0.5050632911392405
historical80,endpoint_mean,onset_minus_baseline,16,1,generator_1_vs_2,strong,4503,-0.014554101156489396,0.040152173,0.4952254052853653
historical80,endpoint_mean,onset_minus_baseline,16,1,independent_MC,all,6320,0.06819248302593905,0.045528214,0.5257911392405064
historical80,endpoint_mean,onset_minus_baseline,16,1,independent_MC,strong,4503,0.08820851857312889,0.038898323,0.5294248278925161
historical80,endpoint_mean,onset_minus_baseline,16,1,direct_N4096,all,6320,-0.0011385952702109476,0.08813799,0.5063291139240507
historical80,endpoint_mean,onset_minus_baseline,16,1,direct_N4096,strong,4503,-0.001065547273687422,0.07625825,0.5061070397512769
historical80,endpoint_mean,onset_minus_baseline,16,2,generator_0_vs_1,all,6320,-0.021145168194497937,0.047632862,0.4936708860759494
historical80,endpoint_mean,onset_minus_baseline,16,2,generator_0_vs_1,strong,4503,0.01476685726453919,0.03912987,0.5067732622695981
historical80,endpoint_mean,onset_minus_baseline,16,2,generator_0_vs_2,all,6320,-0.016054217572761483,0.047861174,0.4995253164556962
historical80,endpoint_mean,onset_minus_baseline,16,2,generator_0_vs_2,strong,4503,0.002367234967395198,0.04088382,0.5107705973795248
historical80,endpoint_mean,onset_minus_baseline,16,2,generator_1_vs_2,all,6320,0.01731635730091889,0.04661361,0.5033227848101266
historical80,endpoint_mean,onset_minus_baseline,16,2,generator_1_vs_2,strong,4503,-0.012503777638636988,0.04005432,0.4950033311125916
historical80,endpoint_mean,onset_minus_baseline,16,2,independent_MC,all,6320,0.07315375708485095,0.04532768,0.5280063291139241
historical80,endpoint_mean,onset_minus_baseline,16,2,independent_MC,strong,4503,0.09276669026907325,0.038770996,0.5320897179658006
historical80,endpoint_mean,onset_minus_baseline,16,2,direct_N4096,all,6320,0.014795537050836569,0.089551486,0.5140822784810126
historical80,endpoint_mean,onset_minus_baseline,16,2,direct_N4096,strong,4503,0.015227022236163613,0.07811365,0.5163224516988674
historical80,endpoint_mean,onset_minus_baseline,16,4,generator_0_vs_1,all,6320,-0.01825251773735123,0.047450572,0.4920886075949367
historical80,endpoint_mean,onset_minus_baseline,16,4,generator_0_vs_1,strong,4503,0.016535447919035447,0.03894569,0.5038862980235399
historical80,endpoint_mean,onset_minus_baseline,16,4,generator_0_vs_2,all,6320,-0.010538870921393014,0.04773254,0.5052215189873418
historical80,endpoint_mean,onset_minus_baseline,16,4,generator_0_vs_2,strong,4503,0.006217266125628587,0.040821306,0.5154341550077726
historical80,endpoint_mean,onset_minus_baseline,16,4,generator_1_vs_2,all,6320,0.02045356419758109,0.046455096,0.5090189873417722
historical80,endpoint_mean,onset_minus_baseline,16,4,generator_1_vs_2,strong,4503,-0.007404221653027173,0.03984875,0.4998889629136131
historical80,endpoint_mean,onset_minus_baseline,16,4,independent_MC,all,6320,0.0838487901788522,0.044946805,0.532753164556962
historical80,endpoint_mean,onset_minus_baseline,16,4,independent_MC,strong,4503,0.10357975583530764,0.03852024,0.5374194981123696
historical80,endpoint_mean,onset_minus_baseline,16,4,direct_N4096,all,6320,0.018490952267839124,0.09172885,0.5159810126582278
historical80,endpoint_mean,onset_minus_baseline,16,4,direct_N4096,strong,4503,0.02061008465578893,0.07978987,0.5200977126360204
historical80,endpoint_mean,onset_minus_baseline,16,8,generator_0_vs_1,all,6320,-0.01658618402915025,0.04724829,0.49003164556962026
historical80,endpoint_mean,onset_minus_baseline,16,8,generator_0_vs_1,strong,4503,0.017284490041040965,0.038819667,0.5018876304685765
historical80,endpoint_mean,onset_minus_baseline,16,8,generator_0_vs_2,all,6320,-0.0068982721336964155,0.047627944,0.5033227848101266
historical80,endpoint_mean,onset_minus_baseline,16,8,generator_0_vs_2,strong,4503,0.006374846268943488,0.040784888,0.5089940039973351
historical80,endpoint_mean,onset_minus_baseline,16,8,generator_1_vs_2,all,6320,0.018016717339843006,0.046304714,0.5056962025316456
historical80,endpoint_mean,onset_minus_baseline,16,8,generator_1_vs_2,strong,4503,-0.006253367045946241,0.039523292,0.49677992449478126
historical80,endpoint_mean,onset_minus_baseline,16,8,independent_MC,all,6320,0.09747588121850992,0.044366494,0.532753164556962
historical80,endpoint_mean,onset_minus_baseline,16,8,independent_MC,strong,4503,0.11683964950162071,0.03827647,0.5396402398401066
historical80,endpoint_mean,onset_minus_baseline,16,8,direct_N4096,all,6320,0.01845628471889984,0.097880736,0.5128164556962025
historical80,endpoint_mean,onset_minus_baseline,16,8,direct_N4096,strong,4503,0.030280775365739154,0.085397884,0.5178769709082833
historical80,endpoint_mean,onset_minus_baseline,16,16,generator_0_vs_1,all,6320,-0.02557182935076303,0.046906456,0.49335443037974686
historical80,endpoint_mean,onset_minus_baseline,16,16,generator_0_vs_1,strong,4503,0.011460667831161358,0.038629558,0.5074394847879191
historical80,endpoint_mean,onset_minus_baseline,16,16,generator_0_vs_2,all,6320,-0.00784580223373322,0.047325905,0.5072784810126583
historical80,endpoint_mean,onset_minus_baseline,16,16,generator_0_vs_2,strong,4503,-0.0017453443374192553,0.04071173,0.5092160781701088
historical80,endpoint_mean,onset_minus_baseline,16,16,generator_1_vs_2,all,6320,0.004869469927419575,0.046023313,0.5053797468354431
historical80,endpoint_mean,onset_minus_baseline,16,16,generator_1_vs_2,strong,4503,-0.006254431713597586,0.038819786,0.502998001332445
historical80,endpoint_mean,onset_minus_baseline,16,16,independent_MC,all,6320,0.11227960974223758,0.04335088,0.5420886075949367
historical80,endpoint_mean,onset_minus_baseline,16,16,independent_MC,strong,4503,0.12580176932471132,0.038052548,0.5449700199866756
historical80,endpoint_mean,onset_minus_baseline,16,16,direct_N4096,all,6320,0.021786533770640215,0.10677011,0.5143987341772152
historical80,endpoint_mean,onset_minus_baseline,16,16,direct_N4096,strong,4503,0.041284153194442466,0.09432639,0.5194314901176993
historical80,endpoint_mean,onset_minus_baseline,16,32,generator_0_vs_1,all,6320,-0.04402257460483077,0.046579674,0.4882911392405063
historical80,endpoint_mean,onset_minus_baseline,16,32,generator_0_vs_1,strong,4503,0.008395253099331118,0.038491357,0.5063291139240507
historical80,endpoint_mean,onset_minus_baseline,16,32,generator_0_vs_2,all,6320,-0.01375937095858108,0.047128797,0.49604430379746833
historical80,endpoint_mean,onset_minus_baseline,16,32,generator_0_vs_2,strong,4503,-0.02254869764809314,0.04118116,0.4938929602487231
historical80,endpoint_mean,onset_minus_baseline,16,32,generator_1_vs_2,all,6320,-0.025793319457119355,0.046135683,0.4903481012658228
historical80,endpoint_mean,onset_minus_baseline,16,32,generator_1_vs_2,strong,4503,-0.019668426531092097,0.03859958,0.49233844103930713
historical80,endpoint_mean,onset_minus_baseline,16,32,independent_MC,all,6320,0.11544133586220663,0.042403787,0.5433544303797468
historical80,endpoint_mean,onset_minus_baseline,16,32,independent_MC,strong,4503,0.1152942346616231,0.0380423,0.5387519431490118
historical80,endpoint_mean,onset_minus_baseline,16,32,direct_N4096,all,6320,0.02960689178459528,0.124013595,0.5096518987341773
historical80,endpoint_mean,onset_minus_baseline,16,32,direct_N4096,strong,4503,0.03788343872724747,0.10942487,0.5089940039973351
historical80,endpoint_mean,active_minus_baseline,1,1,generator_0_vs_1,all,6320,0.024422628499692563,0.056217004,0.5139240506329114
historical80,endpoint_mean,active_minus_baseline,1,1,generator_0_vs_1,strong,4503,0.038840568178735775,0.048125338,0.5185431934266045
historical80,endpoint_mean,active_minus_baseline,1,1,generator_0_vs_2,all,6320,0.0058125562389562315,0.05558353,0.5074367088607595
historical80,endpoint_mean,active_minus_baseline,1,1,generator_0_vs_2,strong,4503,-0.016192365240489122,0.049495626,0.5025538529868976
historical80,endpoint_mean,active_minus_baseline,1,1,generator_1_vs_2,all,6320,0.046911211411123435,0.053641036,0.5254746835443038
historical80,endpoint_mean,active_minus_baseline,1,1,generator_1_vs_2,strong,4503,0.07337483327560118,0.04659471,0.5367532755940484
historical80,endpoint_mean,active_minus_baseline,1,1,independent_MC,all,6320,0.04021674464508353,0.055056117,0.5215189873417722
historical80,endpoint_mean,active_minus_baseline,1,1,independent_MC,strong,4503,0.042528906205118226,0.047002833,0.52187430601821
historical80,endpoint_mean,active_minus_baseline,1,1,direct_N4096,all,6320,-0.012326540906816175,0.06631908,0.49556962025316453
historical80,endpoint_mean,active_minus_baseline,1,1,direct_N4096,strong,4503,-0.019027482673367863,0.06051785,0.49300466355762823
historical80,endpoint_mean,active_minus_baseline,1,2,generator_0_vs_1,all,6320,0.026230405604387424,0.05505905,0.5166139240506329
historical80,endpoint_mean,active_minus_baseline,1,2,generator_0_vs_1,strong,4503,0.04161123471013386,0.047256846,0.5203197868087941
historical80,endpoint_mean,active_minus_baseline,1,2,generator_0_vs_2,all,6320,0.00864829049502643,0.05450907,0.5052215189873418
historical80,endpoint_mean,active_minus_baseline,1,2,generator_0_vs_2,strong,4503,-0.012292706192097021,0.048454944,0.500777259604708
historical80,endpoint_mean,active_minus_baseline,1,2,generator_1_vs_2,all,6320,0.04432487410087775,0.052693784,0.5186708860759494
historical80,endpoint_mean,active_minus_baseline,1,2,generator_1_vs_2,strong,4503,0.07133889183649188,0.045777556,0.5265378636464579
historical80,endpoint_mean,active_minus_baseline,1,2,independent_MC,all,6320,0.044343088352006635,0.05387352,0.522626582278481
historical80,endpoint_mean,active_minus_baseline,1,2,independent_MC,strong,4503,0.04578008224573247,0.045995522,0.5229846768820786
historical80,endpoint_mean,active_minus_baseline,1,2,direct_N4096,all,6320,0.008291708431991741,0.06725656,0.5060126582278481
historical80,endpoint_mean,active_minus_baseline,1,2,direct_N4096,strong,4503,0.00793313766028983,0.061469406,0.5087719298245614
historical80,endpoint_mean,active_minus_baseline,1,4,generator_0_vs_1,all,6320,0.03370194783453924,0.052962877,0.5185126582278481
historical80,endpoint_mean,active_minus_baseline,1,4,generator_0_vs_1,strong,4503,0.048622282918672544,0.045781158,0.5256495669553631
historical80,endpoint_mean,active_minus_baseline,1,4,generator_0_vs_2,all,6320,0.013589715725168662,0.05270562,0.5099683544303798
historical80,endpoint_mean,active_minus_baseline,1,4,generator_0_vs_2,strong,4503,-0.005777234687550967,0.046861585,0.5054408172329558
