generator_id,beta_schedule,data_seed,epsilon,generator_seed,model_seed,primary_steps,wall_seconds,energy_score_fair,mean_effect_nrmse_steps_128,mean_effect_nrmse_steps_256,mean_effect_nrmse_steps_64,mean_effect_slope_steps_128,mean_effect_slope_steps_256,mean_effect_slope_steps_64,best_epoch,fit_wall_seconds,quartic_effect_delta_0.12_steps_128_nrmse,quartic_effect_delta_0.12_steps_128_slope,quartic_effect_delta_0.12_steps_256_nrmse,quartic_effect_delta_0.12_steps_256_slope,quartic_effect_delta_0.12_steps_64_nrmse,quartic_effect_delta_0.12_steps_64_slope,quartic_effect_delta_1_steps_128_nrmse,quartic_effect_delta_1_steps_128_slope,quartic_effect_delta_1_steps_256_nrmse,quartic_effect_delta_1_steps_256_slope,quartic_effect_delta_1_steps_64_nrmse,quartic_effect_delta_1_steps_64_slope
g1_gaussian_sanity,linear,604.0,1.0,64.0,6004.0,128.0,2.919262208015425,1.5128221542751612,0.3380190233946656,0.3385772988470003,0.33723838832625885,0.9077745618820292,0.9081186601194484,0.9074796758498778,51.0,1.4160224164952524,,,,,,,,,,,,
g1_gaussian_sanity,squared,604.0,1.0,64.0,6004.0,128.0,2.6148078125261236,1.5129312764838367,0.3194526885201578,0.31838603614165695,0.3204108517644584,0.8641531350218754,0.869576161713911,0.8555446144525813,38.0,1.154040145513136,,,,,,,,,,,,
g8_functional_shape,linear,604.0,1.0,64.0,6004.0,128.0,5.941728645513649,0.7167427949638603,,,,,,,58.0,1.6322398750053253,0.9920306225175191,0.008024046304767647,0.9961559388509733,0.003957936775695881,0.9957027844131187,0.0044909194557504525,0.992547666222199,0.00753517712928339,0.9907902824187172,0.009291750471244862,0.9934692633540667,0.006644525281012374
g8_functional_shape,squared,604.0,1.0,64.0,6004.0,128.0,5.810968229503487,0.710198189122548,,,,,,,58.5,1.5746753745042952,0.9973634913589304,0.0026602976820325145,1.0005237798252418,-0.0005106371609216031,0.9993607048069414,0.0006521294277787564,0.9993639897418399,0.0006501873066516811,0.9986353315208953,0.0013952549006389001,0.9992029955102679,0.0008078995777107338
