law,delta,generator_id,model_name,method,metric_id,median,q25,q75,n
clean,0.12,g2_covariance,mean,signed_riesz_dictionary,channel_readout_nrmse,4.099299770760103,3.5574123670474274,5.975096239465988,8
clean,0.12,g2_covariance,mean,signed_riesz_dictionary,witness_nrmse,4.141964316944225,3.7248545664146713,4.469886458335944,8
clean,0.12,g2_covariance,oracle_predictive_law,direct_coupled_samples,channel_readout_nrmse,0.1778111638064485,0.17388372136588318,0.21002075541521065,4
clean,0.12,g2_covariance,oracle_predictive_law,oracle_finite_witness,channel_readout_nrmse,0.39715999678051017,0.3454307049006867,0.46177841596145164,4
clean,0.12,g2_covariance,oracle_predictive_law,oracle_finite_witness,witness_nrmse,0.0,0.0,0.0,4
clean,0.12,g2_covariance,oracle_predictive_law,oracle_infinitesimal_tangent,channel_readout_nrmse,0.39923978784376846,0.3475541838867971,0.4635469837166144,4
clean,0.12,g2_covariance,oracle_predictive_law,oracle_infinitesimal_tangent,witness_nrmse,0.00474304785320245,0.0041180914958198,0.0055161092603552,4
clean,0.12,g2_covariance,oracle_predictive_law,signed_classifier,channel_readout_nrmse,0.5486818728687127,0.4826476176580219,0.5976749740938836,4
clean,0.12,g2_covariance,oracle_predictive_law,signed_classifier,witness_nrmse,0.6713127662656828,0.5981491452941813,0.7552860686786435,4
clean,0.12,g2_covariance,oracle_predictive_law,signed_riesz_dictionary,channel_readout_nrmse,3.5972557149642355,2.662832365772058,4.6036778495444395,4
clean,0.12,g2_covariance,oracle_predictive_law,signed_riesz_dictionary,witness_nrmse,3.6371794239640995,3.463739640292809,3.9669133444417657,4
clean,0.12,g2_covariance,ratio_critic,central_model_log_ratio,channel_readout_nrmse,0.5496318574655416,0.5105858307427975,0.5981110987646341,8
clean,0.12,g2_covariance,ratio_critic,central_model_log_ratio,witness_nrmse,0.6511191977626728,0.5889142633453844,0.728158040204194,8
clean,0.12,g2_covariance,ratio_critic,history_tangent_finite_target,channel_readout_nrmse,0.5506404942850303,0.512451098012372,0.5996186010431224,8
clean,0.12,g2_covariance,ratio_critic,history_tangent_finite_target,witness_nrmse,0.6518997564913358,0.5898989941563604,0.7297605864165088,8
clean,0.12,g3_skew,affine_flow,central_model_log_ratio,channel_readout_nrmse,2.292971468610324,1.3322407252995963,2.9683774705807306,8
clean,0.12,g3_skew,affine_flow,central_model_log_ratio,witness_nrmse,1.6644531795229023,1.5158736867208928,1.9111729368757222,8
clean,0.12,g3_skew,affine_flow,direct_coupled_samples,channel_readout_nrmse,2.2073555495157637,1.5988654532069366,2.985403436381623,8
clean,0.12,g3_skew,affine_flow,history_tangent_finite_target,channel_readout_nrmse,2.3282807898658815,1.4024012225390412,2.9506859573218245,8
clean,0.12,g3_skew,affine_flow,history_tangent_finite_target,witness_nrmse,1.722122438598142,1.5531241952490347,2.061335039201113,8
clean,0.12,g3_skew,affine_flow,signed_classifier,channel_readout_nrmse,1.3470610906195621,1.1090674775217328,1.466105916767173,8
clean,0.12,g3_skew,affine_flow,signed_classifier,witness_nrmse,1.0380520340248607,1.0329309769994297,1.0740858720953732,8
clean,0.12,g3_skew,affine_flow,signed_riesz_dictionary,channel_readout_nrmse,3.9631651839377957,2.954345345163148,5.704722295063554,8
clean,0.12,g3_skew,affine_flow,signed_riesz_dictionary,witness_nrmse,1.9604185311049824,1.8441855789058097,2.224713660842627,8
clean,0.12,g3_skew,autoregressive_mdn,central_model_log_ratio,channel_readout_nrmse,1.7541257133722532,1.4219453287936565,3.0603295332072076,8
clean,0.12,g3_skew,autoregressive_mdn,central_model_log_ratio,witness_nrmse,1.3751194114164513,1.2468659033212472,1.4441451797644884,8
clean,0.12,g3_skew,autoregressive_mdn,direct_coupled_samples,channel_readout_nrmse,4.148898764166344,3.7250946842488695,5.04185421457492,8
clean,0.12,g3_skew,autoregressive_mdn,history_tangent_finite_target,channel_readout_nrmse,1.7633853507204198,1.4327098095618418,3.0722043132841055,8
clean,0.12,g3_skew,autoregressive_mdn,history_tangent_finite_target,witness_nrmse,1.385899499273809,1.254131886460872,1.4557483994487148,8
clean,0.12,g3_skew,autoregressive_mdn,signed_classifier,channel_readout_nrmse,1.9432604278215462,1.3147969993562163,2.0984112434470754,8
clean,0.12,g3_skew,autoregressive_mdn,signed_classifier,witness_nrmse,1.0876499214388318,1.0567174018445693,1.0994802946073647,8
