cohort,channel,context,source_lag_frames,horizon_frames,source_to_endpoint_frames,scope,reference,method,n_edges,n_positive,prevalence,auroc,auprc,source_macro_auroc,n_macro_sources
clean54,cumulative_mean,baseline,1,1,2,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.67130599620872,0.3452835785404831,0.6560195809915204,40
clean54,cumulative_mean,baseline,1,1,2,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6161006300350131,0.3823135923740721,0.6042115608379593,54
clean54,cumulative_mean,baseline,1,1,2,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6059657247623413,0.3494519802291608,0.5945281259123272,54
clean54,cumulative_mean,baseline,1,1,2,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6676107462476681,0.13009724381157906,0.6890012716451511,45
clean54,cumulative_mean,baseline,1,1,2,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6527969707191278,0.2979810351447687,0.6215760088303491,24
clean54,cumulative_mean,baseline,1,1,2,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.6191343963553531,0.38009342328096507,0.6055631982747187,33
clean54,cumulative_mean,baseline,1,1,2,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.6140248383303939,0.3544811664165713,0.6007763283880454,33
clean54,cumulative_mean,baseline,1,1,2,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6520043511044635,0.13763028217810772,0.6623819482106822,28
clean54,cumulative_mean,baseline,1,2,3,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.671095765453742,0.34255109943161355,0.6558866333920259,40
clean54,cumulative_mean,baseline,1,2,3,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6176725824412854,0.3819748357174191,0.6043378224275898,54
clean54,cumulative_mean,baseline,1,2,3,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6078322046487387,0.3492100809370354,0.5952517353487672,54
clean54,cumulative_mean,baseline,1,2,3,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6694476365418123,0.13047716380573818,0.6890843142459938,45
clean54,cumulative_mean,baseline,1,2,3,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6524814206282711,0.29685726624831055,0.6211061234547338,24
clean54,cumulative_mean,baseline,1,2,3,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.6193291484811073,0.3774734190667016,0.6040729790381656,33
clean54,cumulative_mean,baseline,1,2,3,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.614618239271017,0.35230185023553096,0.6002086196357556,33
clean54,cumulative_mean,baseline,1,2,3,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.65149136577708,0.13700117498272782,0.6622491103827783,28
clean54,cumulative_mean,baseline,1,4,5,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6696918515984664,0.3380772917866773,0.6534911379207038,40
clean54,cumulative_mean,baseline,1,4,5,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6194056803475224,0.38065298022932675,0.60138105901931,54
clean54,cumulative_mean,baseline,1,4,5,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6097886353730348,0.3477866370708027,0.5927530575219447,54
clean54,cumulative_mean,baseline,1,4,5,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6714251500163694,0.13158278548804586,0.688120702098771,45
clean54,cumulative_mean,baseline,1,4,5,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6558218991763054,0.29736437672922655,0.6199014447614836,24
clean54,cumulative_mean,baseline,1,4,5,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.6197395190318037,0.3741262945958992,0.6007927615463452,33
clean54,cumulative_mean,baseline,1,4,5,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.6157940182245738,0.34950364870655426,0.5985051456025775,33
clean54,cumulative_mean,baseline,1,4,5,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6495135910209026,0.13808326374970134,0.6591342084316467,28
clean54,cumulative_mean,baseline,1,8,9,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6667913798263994,0.3268204898725574,0.6529069316182067,40
clean54,cumulative_mean,baseline,1,8,9,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6180625921727179,0.37792821027279744,0.5979624773807596,54
clean54,cumulative_mean,baseline,1,8,9,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6089334410097775,0.34461176291968726,0.5903483109618219,54
clean54,cumulative_mean,baseline,1,8,9,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6696651630240136,0.13223235844207548,0.6823719598027461,45
clean54,cumulative_mean,baseline,1,8,9,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6576716755709824,0.2921230086195368,0.6357322000054749,24
clean54,cumulative_mean,baseline,1,8,9,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.6140830130936028,0.36822571451562564,0.5955966297087086,33
clean54,cumulative_mean,baseline,1,8,9,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.6120664315108759,0.3443290427432709,0.5961827747434874,33
clean54,cumulative_mean,baseline,1,8,9,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6418373527484889,0.13744164909856782,0.647298951712392,28
clean54,cumulative_mean,baseline,1,16,17,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6447670358176195,0.3049985776619958,0.6318364146118183,40
clean54,cumulative_mean,baseline,1,16,17,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6163611590437112,0.37464367909705154,0.5911618825689334,54
clean54,cumulative_mean,baseline,1,16,17,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6065097289106622,0.34083624779433846,0.582867626092281,54
clean54,cumulative_mean,baseline,1,16,17,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6750461969120028,0.13061153400273584,0.6784716293301043,45
clean54,cumulative_mean,baseline,1,16,17,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6419050520657649,0.27971898365775816,0.6328860294481089,24
clean54,cumulative_mean,baseline,1,16,17,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.6023352866507851,0.3546095226305658,0.5861153939867056,33
clean54,cumulative_mean,baseline,1,16,17,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5987415490887713,0.33023370603692415,0.5855791000583563,33
clean54,cumulative_mean,baseline,1,16,17,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6441735991792235,0.13297607126189342,0.6473771422047704,28
clean54,cumulative_mean,baseline,1,32,33,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6283227148985905,0.2819213660317784,0.6037335839094473,40
clean54,cumulative_mean,baseline,1,32,33,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.608564413054165,0.3693048569952639,0.5793555799733163,54
clean54,cumulative_mean,baseline,1,32,33,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.5973297829208493,0.33559165718166123,0.5704263554556279,54
clean54,cumulative_mean,baseline,1,32,33,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6624472388418802,0.1264611869881957,0.6547447068871387,45
clean54,cumulative_mean,baseline,1,32,33,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6335810582897184,0.2767167338897634,0.6072135270341407,24
clean54,cumulative_mean,baseline,1,32,33,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.5896659653271662,0.3364469799538819,0.5760143359586886,33
clean54,cumulative_mean,baseline,1,32,33,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5807392710170488,0.30889897820039347,0.5729811803842484,33
clean54,cumulative_mean,baseline,1,32,33,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6515222685076454,0.1317792257788582,0.636433749393058,28
clean54,cumulative_mean,baseline,4,1,5,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6507888998161372,0.32199847084258043,0.6528898441051407,40
clean54,cumulative_mean,baseline,4,1,5,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6139298684751747,0.37364505451459484,0.5928581954087953,54
clean54,cumulative_mean,baseline,4,1,5,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.60331482065721,0.3385675129059458,0.5836082152966038,54
clean54,cumulative_mean,baseline,4,1,5,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6822795017544938,0.12931362024659168,0.6758054051618753,45
clean54,cumulative_mean,baseline,4,1,5,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6204911700379748,0.2790608489132489,0.6203759041576326,24
clean54,cumulative_mean,baseline,4,1,5,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.6024344015719278,0.3671005609531959,0.5844187357359394,33
clean54,cumulative_mean,baseline,4,1,5,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5962687389770722,0.34191055981673485,0.579350060466563,33
clean54,cumulative_mean,baseline,4,1,5,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6709168222104106,0.1332975351159326,0.6591896733215054,28
clean54,cumulative_mean,baseline,4,2,6,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6518293638916207,0.3196054005440649,0.6467957432152801,40
clean54,cumulative_mean,baseline,4,2,6,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6144365049108621,0.3733016314222567,0.5930151163789539,54
clean54,cumulative_mean,baseline,4,2,6,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6037943379915962,0.3382703397777167,0.5841365098766033,54
clean54,cumulative_mean,baseline,4,2,6,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6824069415117432,0.12899660269704846,0.674433016985395,45
clean54,cumulative_mean,baseline,4,2,6,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6228197120877447,0.2769037885202528,0.6221696787524182,24
clean54,cumulative_mean,baseline,4,2,6,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.6019092663756977,0.3659856631248881,0.5842856925609816,33
clean54,cumulative_mean,baseline,4,2,6,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.595596340388007,0.3407616244508531,0.5797624599378901,33
clean54,cumulative_mean,baseline,4,2,6,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.670181337222957,0.13307507953406425,0.6589352967950343,28
clean54,cumulative_mean,baseline,4,4,8,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.653600290759824,0.31367121168691064,0.6434846206758676,40
clean54,cumulative_mean,baseline,4,4,8,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6151488056422244,0.37283558602082817,0.5927183472379617,54
clean54,cumulative_mean,baseline,4,4,8,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6045020394368283,0.33771764161742635,0.5839838760839259,54
clean54,cumulative_mean,baseline,4,4,8,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6809765400984802,0.12908041344390264,0.6679965143397162,45
clean54,cumulative_mean,baseline,4,4,8,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6288586879644843,0.2754066401627934,0.6198570471574039,24
clean54,cumulative_mean,baseline,4,4,8,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.6010867864160392,0.3641261778966506,0.5835909033986398,33
clean54,cumulative_mean,baseline,4,4,8,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5942717519106407,0.3385632492594707,0.5795498766938911,33
clean54,cumulative_mean,baseline,4,4,8,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6678512713383354,0.13516012325194254,0.6515926010101565,28
clean54,cumulative_mean,baseline,4,8,12,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6542915579880562,0.30599195358380726,0.6312291533273279,40
clean54,cumulative_mean,baseline,4,8,12,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6133649186873602,0.37150281887235614,0.5889263405375796,54
clean54,cumulative_mean,baseline,4,8,12,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6026421735826295,0.33645721944964374,0.5792722932672292,54
clean54,cumulative_mean,baseline,4,8,12,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6752856957661436,0.12778710828523926,0.6584784579858393,45
clean54,cumulative_mean,baseline,4,8,12,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6361816262798821,0.27641153749776,0.6174496809498087,24
clean54,cumulative_mean,baseline,4,8,12,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.6000539046062355,0.35928974492575555,0.5834508340172962,33
clean54,cumulative_mean,baseline,4,8,12,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.592421737213404,0.33323590947683057,0.5788320554157312,33
clean54,cumulative_mean,baseline,4,8,12,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6624741962199779,0.13495149212398241,0.6393239043376484,28
clean54,cumulative_mean,baseline,4,16,20,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6501154487535812,0.29286958238404703,0.6321471926957629,40
clean54,cumulative_mean,baseline,4,16,20,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6122030408218545,0.36972301081547454,0.5869943150532682,54
clean54,cumulative_mean,baseline,4,16,20,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6012545496273984,0.3350265561831326,0.5790430500929424,54
clean54,cumulative_mean,baseline,4,16,20,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6720931101233311,0.12599834076337046,0.647864903115074,45
clean54,cumulative_mean,baseline,4,16,20,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6470735449332448,0.2709360516209651,0.6279310722522179,24
clean54,cumulative_mean,baseline,4,16,20,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.5998469804726216,0.3517068806622115,0.588350109350018,33
clean54,cumulative_mean,baseline,4,16,20,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5912900499706055,0.3244227638837615,0.5857944509727048,33
clean54,cumulative_mean,baseline,4,16,20,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6601564914275825,0.1341042399582226,0.6346089054764164,28
clean54,cumulative_mean,baseline,4,32,36,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6367747038953265,0.27692033830392515,0.6132156955106188,40
clean54,cumulative_mean,baseline,4,32,36,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6055051566559989,0.36726998760939733,0.5754653782531647,54
clean54,cumulative_mean,baseline,4,32,36,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.5950499260220499,0.33336761517645974,0.5682916283692013,54
clean54,cumulative_mean,baseline,4,32,36,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6673382888356181,0.12487714232083881,0.6289567588552253,45
clean54,cumulative_mean,baseline,4,32,36,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6465403740900733,0.2627715341494474,0.6177468220103227,24
clean54,cumulative_mean,baseline,4,32,36,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.5948842789824201,0.33645096593411794,0.5813620426347094,33
clean54,cumulative_mean,baseline,4,32,36,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5852954144620811,0.30629562687452083,0.5776645263799085,33
clean54,cumulative_mean,baseline,4,32,36,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6650391228568956,0.1360457929318782,0.6277674269495817,28
clean54,cumulative_mean,baseline,8,1,9,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6338671056569889,0.2896591076137991,0.6064062734771372,40
clean54,cumulative_mean,baseline,8,1,9,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6124883373295745,0.3733734744192454,0.5881209886685718,54
clean54,cumulative_mean,baseline,8,1,9,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6035165486392622,0.34125600686216,0.5807121239961619,54
clean54,cumulative_mean,baseline,8,1,9,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6697640386977415,0.12353491284818119,0.6660940947372763,45
clean54,cumulative_mean,baseline,8,1,9,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.626638956290872,0.26908786268799073,0.5950906749876613,24
clean54,cumulative_mean,baseline,8,1,9,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.6012206785024953,0.3542573508328508,0.5905744609002689,33
clean54,cumulative_mean,baseline,8,1,9,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5970329952968841,0.3309921113141534,0.5886916333537169,33
clean54,cumulative_mean,baseline,8,1,9,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6546434442947379,0.12712005590860853,0.6415685470432014,28
clean54,cumulative_mean,baseline,8,2,10,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6323848006727384,0.28805048712147574,0.60427076119332,40
clean54,cumulative_mean,baseline,8,2,10,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6123723376506115,0.3731473071249958,0.5873486035335694,54
clean54,cumulative_mean,baseline,8,2,10,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6034510697204978,0.34118592458839836,0.580146621618582,54
clean54,cumulative_mean,baseline,8,2,10,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6694498337790064,0.12306408334906566,0.6640406209189414,45
clean54,cumulative_mean,baseline,8,2,10,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.625768473281612,0.2685788159451482,0.5937048642995537,24
clean54,cumulative_mean,baseline,8,2,10,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.6001165035037994,0.35247001612224993,0.5889511753518297,33
clean54,cumulative_mean,baseline,8,2,10,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5956496178718401,0.3291489700005373,0.5870122508531469,33
clean54,cumulative_mean,baseline,8,2,10,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6547176108480945,0.12614213934284654,0.6398084909155385,28
clean54,cumulative_mean,baseline,8,4,12,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6292990407776399,0.28388899544766644,0.602848147611449,40
clean54,cumulative_mean,baseline,8,4,12,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6121905003160207,0.3722840411853928,0.5875054662742853,54
clean54,cumulative_mean,baseline,8,4,12,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6033154820604297,0.3405915658899461,0.5805383246394494,54
clean54,cumulative_mean,baseline,8,4,12,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6688873410573546,0.12164570688930632,0.6608103861948159,45
clean54,cumulative_mean,baseline,8,4,12,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6257358301687649,0.2621930575946715,0.5953633691339929,24
clean54,cumulative_mean,baseline,8,4,12,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.5992557686622964,0.34932316002540265,0.5891072082594914,33
clean54,cumulative_mean,baseline,8,4,12,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5943525867136978,0.3258961402390326,0.5871970399614213,33
clean54,cumulative_mean,baseline,8,4,12,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6549833743309559,0.12624244893676728,0.6365782653862844,28
clean54,cumulative_mean,baseline,8,8,16,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6264413278031955,0.27666676526258904,0.5997483061031634,40
clean54,cumulative_mean,baseline,8,8,16,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6125159264424089,0.37089377206054364,0.5869965274945829,54
clean54,cumulative_mean,baseline,8,8,16,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.6034166767530658,0.3393740782993443,0.5801621975986654,54
clean54,cumulative_mean,baseline,8,8,16,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6677250025817536,0.11936765146696063,0.6556950791296514,45
clean54,cumulative_mean,baseline,8,8,16,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.628956617303026,0.2625367190245176,0.5970188615675925,24
clean54,cumulative_mean,baseline,8,8,16,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.5980542176007234,0.34313206654379935,0.5898350802724498,33
clean54,cumulative_mean,baseline,8,8,16,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5918595679012346,0.3192500096382402,0.5876319977291983,33
clean54,cumulative_mean,baseline,8,8,16,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6561144142696449,0.1243408526530955,0.635239520684299,28
clean54,cumulative_mean,baseline,8,16,24,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6145508188309744,0.26626992183851744,0.586770166087027,40
clean54,cumulative_mean,baseline,8,16,24,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6082433761048185,0.36982609746986783,0.5800660273097733,54
clean54,cumulative_mean,baseline,8,16,24,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.598705501618123,0.33865340952516076,0.5719647102283978,54
clean54,cumulative_mean,baseline,8,16,24,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6628581221971493,0.11682982281411827,0.6477857203024237,45
clean54,cumulative_mean,baseline,8,16,24,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6327649804685375,0.2592612154318585,0.5926884173897514,24
clean54,cumulative_mean,baseline,8,16,24,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.5958945556347702,0.3355552307398021,0.5858906717318915,33
clean54,cumulative_mean,baseline,8,16,24,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5879464285714285,0.3105607140478778,0.5817422431498915,33
clean54,cumulative_mean,baseline,8,16,24,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6610835733445408,0.12160733949278144,0.6348749789854,28
clean54,cumulative_mean,baseline,8,32,40,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.5994854691352746,0.25522869393240477,0.5732056993484619,40
clean54,cumulative_mean,baseline,8,32,40,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6005886513438407,0.3656826470637624,0.5702886141642105,54
clean54,cumulative_mean,baseline,8,32,40,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.5913626030714243,0.3351451875611598,0.5622563195157846,54
clean54,cumulative_mean,baseline,8,32,40,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6552996262499533,0.11373987725686938,0.6330537233685956,45
clean54,cumulative_mean,baseline,8,32,40,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.632569121791454,0.26368186981160896,0.5962661335056662,24
clean54,cumulative_mean,baseline,8,32,40,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.5882261906831974,0.3243567304028774,0.5778603983798581,33
clean54,cumulative_mean,baseline,8,32,40,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5776161081716638,0.29638067683934366,0.5712208425154822,33
clean54,cumulative_mean,baseline,8,32,40,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6662752320795066,0.12237304088188938,0.6334626996997776,28
clean54,cumulative_mean,baseline,16,1,17,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6123523039865453,0.2648655050020196,0.5940259796610572,40
clean54,cumulative_mean,baseline,16,1,17,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6041043821543586,0.3631146370872537,0.5722755760284028,54
clean54,cumulative_mean,baseline,16,1,17,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.5938699826778496,0.33206064612453556,0.5657009669946199,54
clean54,cumulative_mean,baseline,16,1,17,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6696805436843714,0.1214679074114137,0.6454939762689852,45
clean54,cumulative_mean,baseline,16,1,17,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6299359106884432,0.2531039450185522,0.6172934893853558,24
clean54,cumulative_mean,baseline,16,1,17,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.5928393816620008,0.3373312783483132,0.5735431357976182,33
clean54,cumulative_mean,baseline,16,1,17,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5846707818930041,0.31075881736621175,0.5721765118284625,33
clean54,cumulative_mean,baseline,16,1,17,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6659538436816278,0.1313473654307343,0.6439345098207216,28
clean54,cumulative_mean,baseline,16,2,18,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6113759781074957,0.26407585513174214,0.592640323472201,40
clean54,cumulative_mean,baseline,16,2,18,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6039708257672282,0.3631170714298986,0.5710414225541609,54
clean54,cumulative_mean,baseline,16,2,18,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.5936107126156711,0.33195175602063537,0.5644838735506061,54
clean54,cumulative_mean,baseline,16,2,18,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.669880492269021,0.12178299147643865,0.6451387164346158,45
clean54,cumulative_mean,baseline,16,2,18,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.6292612863562669,0.2523867941934664,0.6166000925017014,24
clean54,cumulative_mean,baseline,16,2,18,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.592580291780417,0.3364221157550836,0.572479732086687,33
clean54,cumulative_mean,baseline,16,2,18,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.5841600529100529,0.30961013261437076,0.5711350562211001,33
clean54,cumulative_mean,baseline,16,2,18,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6677647436927526,0.13149734688353287,0.6442708523978566,28
clean54,cumulative_mean,baseline,16,4,20,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6087463120537051,0.2619785388854223,0.5885940533285652,40
clean54,cumulative_mean,baseline,16,4,20,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.603121833522277,0.3626863354992864,0.5686935051714881,54
clean54,cumulative_mean,baseline,16,4,20,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.592708558623805,0.33152834902902045,0.5619140067555919,54
clean54,cumulative_mean,baseline,16,4,20,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6687357316909718,0.12110017909784451,0.6423489674721357,45
clean54,cumulative_mean,baseline,16,4,20,strong_fixed_support,randi_wild_type,flow,824,133,0.16140776699029127,0.626334287237631,0.2491503447207994,0.6103873233576526,24
clean54,cumulative_mean,baseline,16,4,20,strong_fixed_support,cook_struct,flow,1749,439,0.2510005717552887,0.5911335617033855,0.3349903793004452,0.5698818237380766,33
clean54,cumulative_mean,baseline,16,4,20,strong_fixed_support,cook_chem,flow,1749,405,0.23156089193825044,0.582447824808936,0.3079300885814214,0.5679741546667197,33
clean54,cumulative_mean,baseline,16,4,20,strong_fixed_support,cook_gap,flow,1749,98,0.05603201829616924,0.6690255750998158,0.13087036905210164,0.6444663426800277,28
clean54,cumulative_mean,baseline,16,8,24,all_common,randi_wild_type,flow,1349,257,0.1905114899925871,0.6058351505822323,0.25948783784618845,0.581577882261497,40
clean54,cumulative_mean,baseline,16,8,24,all_common,cook_struct,flow,2862,758,0.26484975541579314,0.6006908564663864,0.36143413721673784,0.5647594512411032,54
clean54,cumulative_mean,baseline,16,8,24,all_common,cook_chem,flow,2862,699,0.24423480083857443,0.5901760456950256,0.3301248706687271,0.5576230174671989,54
clean54,cumulative_mean,baseline,16,8,24,all_common,cook_gap,flow,2862,169,0.05904961565338924,0.6661495835136899,0.11995192565272236,0.6366785105767186,45
