cohort,channel,context,lag,horizon,comparison,scope,n_edges,spearman,rmse,sign_agreement
clean54,endpoint_mean,baseline,16,1,direct_N4096,strong,1749,0.6973384075447024,0.055197705,0.7890222984562607
clean54,endpoint_mean,baseline,16,2,generator_0_vs_1,all,2862,0.6442781603397738,0.06040801,0.7529699510831587
clean54,endpoint_mean,baseline,16,2,generator_0_vs_1,strong,1749,0.6147296872205124,0.052398156,0.7455688965122927
clean54,endpoint_mean,baseline,16,2,generator_0_vs_2,all,2862,0.6584914036607696,0.062703595,0.757162823200559
clean54,endpoint_mean,baseline,16,2,generator_0_vs_2,strong,1749,0.6258658077814416,0.052380934,0.7478559176672385
clean54,endpoint_mean,baseline,16,2,generator_1_vs_2,all,2862,0.6581898992955595,0.060374927,0.7463312368972747
clean54,endpoint_mean,baseline,16,2,generator_1_vs_2,strong,1749,0.6105171534997534,0.0533862,0.7324185248713551
clean54,endpoint_mean,baseline,16,2,independent_MC,all,2862,0.855429370961218,0.039885893,0.8476589797344515
clean54,endpoint_mean,baseline,16,2,independent_MC,strong,1749,0.8439381876273201,0.033975895,0.8364779874213837
clean54,endpoint_mean,baseline,16,2,direct_N4096,all,2862,0.7194184768954677,0.064447,0.7928022361984626
clean54,endpoint_mean,baseline,16,2,direct_N4096,strong,1749,0.6950725273172489,0.056337915,0.7901658090337336
clean54,endpoint_mean,baseline,16,4,generator_0_vs_1,all,2862,0.6452437776607797,0.061806563,0.7515723270440252
clean54,endpoint_mean,baseline,16,4,generator_0_vs_1,strong,1749,0.6159511965086854,0.053205125,0.7461406518010292
clean54,endpoint_mean,baseline,16,4,generator_0_vs_2,all,2862,0.65969970208121,0.0642079,0.753319357092942
clean54,endpoint_mean,baseline,16,4,generator_0_vs_2,strong,1749,0.6315040274263105,0.05286337,0.7455688965122927
clean54,endpoint_mean,baseline,16,4,generator_1_vs_2,all,2862,0.6609573027062642,0.06151906,0.7473794549266247
clean54,endpoint_mean,baseline,16,4,generator_1_vs_2,strong,1749,0.6125816966160648,0.05399628,0.7329902801600915
clean54,endpoint_mean,baseline,16,4,independent_MC,all,2862,0.8606051088768778,0.04004585,0.8542976939203354
clean54,endpoint_mean,baseline,16,4,independent_MC,strong,1749,0.8477869100374172,0.03403271,0.8456260720411664
clean54,endpoint_mean,baseline,16,4,direct_N4096,all,2862,0.7102769354690762,0.06722773,0.7844164919636618
clean54,endpoint_mean,baseline,16,4,direct_N4096,strong,1749,0.6831134716498907,0.058437943,0.7810177244139508
clean54,endpoint_mean,baseline,16,8,generator_0_vs_1,all,2862,0.642297023563918,0.06474996,0.7445842068483578
clean54,endpoint_mean,baseline,16,8,generator_0_vs_1,strong,1749,0.6128344098369571,0.05502246,0.7398513436249285
clean54,endpoint_mean,baseline,16,8,generator_0_vs_2,all,2862,0.6577817544383694,0.067366056,0.7547169811320755
clean54,endpoint_mean,baseline,16,8,generator_0_vs_2,strong,1749,0.6383516334276664,0.0540958,0.7461406518010292
clean54,endpoint_mean,baseline,16,8,generator_1_vs_2,all,2862,0.6605961693682741,0.06408004,0.7452830188679245
clean54,endpoint_mean,baseline,16,8,generator_1_vs_2,strong,1749,0.612500718572477,0.055380568,0.7318467695826186
clean54,endpoint_mean,baseline,16,8,independent_MC,all,2862,0.8689249811893327,0.040511306,0.8588399720475192
clean54,endpoint_mean,baseline,16,8,independent_MC,strong,1749,0.8531202351467452,0.034371495,0.8547741566609491
clean54,endpoint_mean,baseline,16,8,direct_N4096,all,2862,0.7041157626042985,0.07223394,0.7816212438853948
clean54,endpoint_mean,baseline,16,8,direct_N4096,strong,1749,0.6718295679537423,0.06267116,0.7741566609491137
clean54,endpoint_mean,baseline,16,16,generator_0_vs_1,all,2862,0.6204801220781042,0.07093355,0.7403913347309574
clean54,endpoint_mean,baseline,16,16,generator_0_vs_1,strong,1749,0.5896577800680386,0.059189647,0.7369925671812464
clean54,endpoint_mean,baseline,16,16,generator_0_vs_2,all,2862,0.6337264826983527,0.07373304,0.7477288609364081
clean54,endpoint_mean,baseline,16,16,generator_0_vs_2,strong,1749,0.6209520729259945,0.057788633,0.7524299599771298
clean54,endpoint_mean,baseline,16,16,generator_1_vs_2,all,2862,0.6413919898812331,0.06931794,0.7417889587700909
clean54,endpoint_mean,baseline,16,16,generator_1_vs_2,strong,1749,0.594953404093424,0.058287155,0.7238421955403087
clean54,endpoint_mean,baseline,16,16,independent_MC,all,2862,0.874400988403575,0.041563295,0.8584905660377359
clean54,endpoint_mean,baseline,16,16,independent_MC,strong,1749,0.8534623619979174,0.035468157,0.8502001143510578
clean54,endpoint_mean,baseline,16,16,direct_N4096,all,2862,0.6730028973801007,0.08179192,0.7648497554157931
clean54,endpoint_mean,baseline,16,16,direct_N4096,strong,1749,0.621810909529292,0.07290257,0.7598627787307033
clean54,endpoint_mean,baseline,16,32,generator_0_vs_1,all,2862,0.5478514031020575,0.082305476,0.7138364779874213
clean54,endpoint_mean,baseline,16,32,generator_0_vs_1,strong,1749,0.5118956283990609,0.066994645,0.7084048027444254
clean54,endpoint_mean,baseline,16,32,generator_0_vs_2,all,2862,0.5499393861476664,0.08505805,0.7037037037037037
clean54,endpoint_mean,baseline,16,32,generator_0_vs_2,strong,1749,0.5317479977817614,0.066202275,0.7061177815894797
clean54,endpoint_mean,baseline,16,32,generator_1_vs_2,all,2862,0.5807521522171278,0.077739835,0.7222222222222222
clean54,endpoint_mean,baseline,16,32,generator_1_vs_2,strong,1749,0.5297814025704877,0.06291636,0.7072612921669525
clean54,endpoint_mean,baseline,16,32,independent_MC,all,2862,0.8617521556490608,0.043257758,0.8473095737246681
clean54,endpoint_mean,baseline,16,32,independent_MC,strong,1749,0.8324267967255748,0.03767267,0.8347627215551744
clean54,endpoint_mean,baseline,16,32,direct_N4096,all,2862,0.6136216128729257,0.10092974,0.7501747030048916
clean54,endpoint_mean,baseline,16,32,direct_N4096,strong,1749,0.5259517314428588,0.093016274,0.7284162378502002
clean54,endpoint_mean,onset_minus_baseline,1,1,generator_0_vs_1,all,2862,0.01904887178380086,0.06175614,0.5052410901467506
clean54,endpoint_mean,onset_minus_baseline,1,1,generator_0_vs_1,strong,1749,0.029681301471293265,0.057098206,0.5111492281303602
clean54,endpoint_mean,onset_minus_baseline,1,1,generator_0_vs_2,all,2862,0.0322168658805259,0.0604725,0.5202655485674353
clean54,endpoint_mean,onset_minus_baseline,1,1,generator_0_vs_2,strong,1749,0.024370329208807686,0.055287067,0.5157232704402516
clean54,endpoint_mean,onset_minus_baseline,1,1,generator_1_vs_2,all,2862,-0.023481880420257416,0.061735235,0.5
clean54,endpoint_mean,onset_minus_baseline,1,1,generator_1_vs_2,strong,1749,-0.031776505175235795,0.057333466,0.5037164093767867
clean54,endpoint_mean,onset_minus_baseline,1,1,independent_MC,all,2862,0.006108569769685205,0.06313448,0.5017470300489169
clean54,endpoint_mean,onset_minus_baseline,1,1,independent_MC,strong,1749,0.022138731869572506,0.05821646,0.5082904516866781
clean54,endpoint_mean,onset_minus_baseline,1,1,direct_N4096,all,2862,0.05155424859641852,0.0716918,0.5202655485674353
clean54,endpoint_mean,onset_minus_baseline,1,1,direct_N4096,strong,1749,0.06999544801297748,0.06845028,0.5242995997712979
clean54,endpoint_mean,onset_minus_baseline,1,2,generator_0_vs_1,all,2862,0.018072552994802933,0.061040338,0.5111809923130678
clean54,endpoint_mean,onset_minus_baseline,1,2,generator_0_vs_1,strong,1749,0.026578977086986238,0.05652781,0.5134362492853058
clean54,endpoint_mean,onset_minus_baseline,1,2,generator_0_vs_2,all,2862,0.03764842907887374,0.059843477,0.5213137665967854
clean54,endpoint_mean,onset_minus_baseline,1,2,generator_0_vs_2,strong,1749,0.03879751732227878,0.05450764,0.5242995997712979
clean54,endpoint_mean,onset_minus_baseline,1,2,generator_1_vs_2,all,2862,-0.021062231209069946,0.060841266,0.5055904961565338
clean54,endpoint_mean,onset_minus_baseline,1,2,generator_1_vs_2,strong,1749,-0.03094672246280553,0.05657843,0.505431675242996
clean54,endpoint_mean,onset_minus_baseline,1,2,independent_MC,all,2862,0.015638690786464928,0.062225208,0.5111809923130678
clean54,endpoint_mean,onset_minus_baseline,1,2,independent_MC,strong,1749,0.03471306839403288,0.05738269,0.51915380217267
clean54,endpoint_mean,onset_minus_baseline,1,2,direct_N4096,all,2862,0.057967637954573006,0.07491354,0.523759608665269
clean54,endpoint_mean,onset_minus_baseline,1,2,direct_N4096,strong,1749,0.07532264773351083,0.07172844,0.52715837621498
clean54,endpoint_mean,onset_minus_baseline,1,4,generator_0_vs_1,all,2862,0.019740794428349535,0.059875496,0.5055904961565338
clean54,endpoint_mean,onset_minus_baseline,1,4,generator_0_vs_1,strong,1749,0.022422264924747543,0.05568124,0.5071469411092052
clean54,endpoint_mean,onset_minus_baseline,1,4,generator_0_vs_2,all,2862,0.04769590715310545,0.058888696,0.5195667365478687
clean54,endpoint_mean,onset_minus_baseline,1,4,generator_0_vs_2,strong,1749,0.05878456899949926,0.053611856,0.5254431103487708
clean54,endpoint_mean,onset_minus_baseline,1,4,generator_1_vs_2,all,2862,-0.005156745190239069,0.059373222,0.5115303983228512
clean54,endpoint_mean,onset_minus_baseline,1,4,generator_1_vs_2,strong,1749,-0.02243954430785742,0.055436295,0.5117209834190967
clean54,endpoint_mean,onset_minus_baseline,1,4,independent_MC,all,2862,0.04009159582301638,0.06056261,0.522711390635919
clean54,endpoint_mean,onset_minus_baseline,1,4,independent_MC,strong,1749,0.06254366470281154,0.05596973,0.531160663236135
clean54,endpoint_mean,onset_minus_baseline,1,4,direct_N4096,all,2862,0.05250125377850766,0.078392915,0.516072676450035
clean54,endpoint_mean,onset_minus_baseline,1,4,direct_N4096,strong,1749,0.07434765450429713,0.074313946,0.5231560891938251
clean54,endpoint_mean,onset_minus_baseline,1,8,generator_0_vs_1,all,2862,0.03642208517622141,0.058817368,0.5202655485674353
clean54,endpoint_mean,onset_minus_baseline,1,8,generator_0_vs_1,strong,1749,0.02182896573225143,0.055202205,0.5231560891938251
clean54,endpoint_mean,onset_minus_baseline,1,8,generator_0_vs_2,all,2862,0.0681160914893929,0.05846316,0.5195667365478687
clean54,endpoint_mean,onset_minus_baseline,1,8,generator_0_vs_2,strong,1749,0.08984577186122886,0.052958246,0.5288736420811893
clean54,endpoint_mean,onset_minus_baseline,1,8,generator_1_vs_2,all,2862,0.026720093139033462,0.057836916,0.5178197064989518
clean54,endpoint_mean,onset_minus_baseline,1,8,generator_1_vs_2,strong,1749,-0.004674512741694641,0.054585192,0.5140080045740423
clean54,endpoint_mean,onset_minus_baseline,1,8,independent_MC,all,2862,0.10030192818040332,0.058364302,0.5377358490566038
clean54,endpoint_mean,onset_minus_baseline,1,8,independent_MC,strong,1749,0.10880811395331492,0.054041147,0.5391652372784448
clean54,endpoint_mean,onset_minus_baseline,1,8,direct_N4096,all,2862,0.09084142608623451,0.085257806,0.5223619846261356
clean54,endpoint_mean,onset_minus_baseline,1,8,direct_N4096,strong,1749,0.11019753649916422,0.081969686,0.531160663236135
clean54,endpoint_mean,onset_minus_baseline,1,16,generator_0_vs_1,all,2862,0.035995921966724874,0.058895078,0.5216631726065688
clean54,endpoint_mean,onset_minus_baseline,1,16,generator_0_vs_1,strong,1749,0.009280751285327944,0.05557115,0.5128644939965694
clean54,endpoint_mean,onset_minus_baseline,1,16,generator_0_vs_2,all,2862,0.056265672512882565,0.058674105,0.5251572327044025
clean54,endpoint_mean,onset_minus_baseline,1,16,generator_0_vs_2,strong,1749,0.086669090505367,0.05291393,0.5368782161234992
clean54,endpoint_mean,onset_minus_baseline,1,16,generator_1_vs_2,all,2862,0.0361116392036789,0.05692712,0.5115303983228512
clean54,endpoint_mean,onset_minus_baseline,1,16,generator_1_vs_2,strong,1749,-0.006080021442225146,0.054459535,0.5002858776443682
clean54,endpoint_mean,onset_minus_baseline,1,16,independent_MC,all,2862,0.17064932207174127,0.05567923,0.570230607966457
clean54,endpoint_mean,onset_minus_baseline,1,16,independent_MC,strong,1749,0.163196261965227,0.052172273,0.5671812464265295
clean54,endpoint_mean,onset_minus_baseline,1,16,direct_N4096,all,2862,0.11538989493706336,0.09880163,0.523759608665269
clean54,endpoint_mean,onset_minus_baseline,1,16,direct_N4096,strong,1749,0.13368569981894105,0.09712037,0.5202973127501429
clean54,endpoint_mean,onset_minus_baseline,1,32,generator_0_vs_1,all,2862,0.02233537829372367,0.064013235,0.5153738644304682
clean54,endpoint_mean,onset_minus_baseline,1,32,generator_0_vs_1,strong,1749,-0.027431182176486782,0.06181371,0.5002858776443682
clean54,endpoint_mean,onset_minus_baseline,1,32,generator_0_vs_2,all,2862,0.03963037053796322,0.062074177,0.5125786163522013
clean54,endpoint_mean,onset_minus_baseline,1,32,generator_0_vs_2,strong,1749,0.07403900982226615,0.05574112,0.5168667810177244
clean54,endpoint_mean,onset_minus_baseline,1,32,generator_1_vs_2,all,2862,0.02770086430383715,0.059470475,0.5010482180293501
clean54,endpoint_mean,onset_minus_baseline,1,32,generator_1_vs_2,strong,1749,-0.006503713979556991,0.05710494,0.49514008004574045
clean54,endpoint_mean,onset_minus_baseline,1,32,independent_MC,all,2862,0.2686690014709376,0.05556234,0.5946890286512928
clean54,endpoint_mean,onset_minus_baseline,1,32,independent_MC,strong,1749,0.21186430839571893,0.053827737,0.5831903945111492
clean54,endpoint_mean,onset_minus_baseline,1,32,direct_N4096,all,2862,0.13382007562537418,0.128089,0.5510132774283718
clean54,endpoint_mean,onset_minus_baseline,1,32,direct_N4096,strong,1749,0.1302228926032734,0.12765944,0.5477415666094911
clean54,endpoint_mean,onset_minus_baseline,4,1,generator_0_vs_1,all,2862,-0.04002160016016195,0.064055346,0.4863731656184486
clean54,endpoint_mean,onset_minus_baseline,4,1,generator_0_vs_1,strong,1749,-0.03462756750179572,0.055501193,0.4957118353344768
clean54,endpoint_mean,onset_minus_baseline,4,1,generator_0_vs_2,all,2862,-0.005720042393569069,0.059784617,0.48287910552061497
clean54,endpoint_mean,onset_minus_baseline,4,1,generator_0_vs_2,strong,1749,-0.04162651613746126,0.05463293,0.46540880503144655
clean54,endpoint_mean,onset_minus_baseline,4,1,generator_1_vs_2,all,2862,0.01502715405172083,0.059910662,0.5003494060097834
clean54,endpoint_mean,onset_minus_baseline,4,1,generator_1_vs_2,strong,1749,-0.018570471970066116,0.053985227,0.48599199542595767
clean54,endpoint_mean,onset_minus_baseline,4,1,independent_MC,all,2862,0.043495206266381814,0.06046665,0.5251572327044025
clean54,endpoint_mean,onset_minus_baseline,4,1,independent_MC,strong,1749,0.07982693029089989,0.05236889,0.5403087478559176
clean54,endpoint_mean,onset_minus_baseline,4,1,direct_N4096,all,2862,0.030692225596012798,0.079396084,0.5076869322152341
clean54,endpoint_mean,onset_minus_baseline,4,1,direct_N4096,strong,1749,0.018849034735395426,0.07420675,0.5025728987993139
clean54,endpoint_mean,onset_minus_baseline,4,2,generator_0_vs_1,all,2862,-0.038817563177297586,0.063721105,0.48462613556953177
clean54,endpoint_mean,onset_minus_baseline,4,2,generator_0_vs_1,strong,1749,-0.03009001585177052,0.05514319,0.4894225271583762
clean54,endpoint_mean,onset_minus_baseline,4,2,generator_0_vs_2,all,2862,0.0018504855497151445,0.05921806,0.4916142557651992
clean54,endpoint_mean,onset_minus_baseline,4,2,generator_0_vs_2,strong,1749,-0.032805828427433716,0.05408703,0.47913093196112067
clean54,endpoint_mean,onset_minus_baseline,4,2,generator_1_vs_2,all,2862,0.014292319573083929,0.059583005,0.5010482180293501
clean54,endpoint_mean,onset_minus_baseline,4,2,generator_1_vs_2,strong,1749,-0.019735381409747798,0.05363506,0.4865637507146941
clean54,endpoint_mean,onset_minus_baseline,4,2,independent_MC,all,2862,0.05955108973150684,0.059709653,0.5345911949685535
clean54,endpoint_mean,onset_minus_baseline,4,2,independent_MC,strong,1749,0.09810535287431793,0.051749855,0.5443110348770727
clean54,endpoint_mean,onset_minus_baseline,4,2,direct_N4096,all,2862,0.03607689859190776,0.08180082,0.5174703004891684
clean54,endpoint_mean,onset_minus_baseline,4,2,direct_N4096,strong,1749,0.027538774597019058,0.07654145,0.5117209834190967
clean54,endpoint_mean,onset_minus_baseline,4,4,generator_0_vs_1,all,2862,-0.030003589765105053,0.06330608,0.48951781970649894
clean54,endpoint_mean,onset_minus_baseline,4,4,generator_0_vs_1,strong,1749,-0.017999146572524233,0.054721378,0.49628359062321326
clean54,endpoint_mean,onset_minus_baseline,4,4,generator_0_vs_2,all,2862,0.021961930026194117,0.05843688,0.4996505939902166
clean54,endpoint_mean,onset_minus_baseline,4,4,generator_0_vs_2,strong,1749,-0.01187714008714829,0.053312343,0.48999428244711263
clean54,endpoint_mean,onset_minus_baseline,4,4,generator_1_vs_2,all,2862,0.019594237655275744,0.059111115,0.49930118798043327
clean54,endpoint_mean,onset_minus_baseline,4,4,generator_1_vs_2,strong,1749,-0.020052576066910507,0.05322476,0.483704974271012
clean54,endpoint_mean,onset_minus_baseline,4,4,independent_MC,all,2862,0.10130315990089016,0.058358423,0.5468204053109713
clean54,endpoint_mean,onset_minus_baseline,4,4,independent_MC,strong,1749,0.13672569820404543,0.05068654,0.5546026300743282
clean54,endpoint_mean,onset_minus_baseline,4,4,direct_N4096,all,2862,0.05027914918234159,0.08582866,0.5317959468902865
clean54,endpoint_mean,onset_minus_baseline,4,4,direct_N4096,strong,1749,0.036211100500898,0.07988943,0.5202973127501429
clean54,endpoint_mean,onset_minus_baseline,4,8,generator_0_vs_1,all,2862,-0.012845185333394663,0.06270495,0.4954577218728162
clean54,endpoint_mean,onset_minus_baseline,4,8,generator_0_vs_1,strong,1749,0.005938242578629435,0.054150704,0.4997141223556318
clean54,endpoint_mean,onset_minus_baseline,4,8,generator_0_vs_2,all,2862,0.05393342920258739,0.05763162,0.5139762403913347
clean54,endpoint_mean,onset_minus_baseline,4,8,generator_0_vs_2,strong,1749,0.016647333151283757,0.052427705,0.5082904516866781
clean54,endpoint_mean,onset_minus_baseline,4,8,generator_1_vs_2,all,2862,0.04311809034276485,0.058264412,0.5013976240391335
clean54,endpoint_mean,onset_minus_baseline,4,8,generator_1_vs_2,strong,1749,0.006385658381168074,0.052299187,0.49514008004574045
clean54,endpoint_mean,onset_minus_baseline,4,8,independent_MC,all,2862,0.1631263062711955,0.056425042,0.5660377358490566
clean54,endpoint_mean,onset_minus_baseline,4,8,independent_MC,strong,1749,0.19394145891240144,0.049235005,0.5740423098913665
clean54,endpoint_mean,onset_minus_baseline,4,8,direct_N4096,all,2862,0.05039825560993829,0.09488786,0.5188679245283019
clean54,endpoint_mean,onset_minus_baseline,4,8,direct_N4096,strong,1749,0.031811496823197526,0.0899013,0.5117209834190967
clean54,endpoint_mean,onset_minus_baseline,4,16,generator_0_vs_1,all,2862,-0.014062228285438723,0.062990785,0.5052410901467506
clean54,endpoint_mean,onset_minus_baseline,4,16,generator_0_vs_1,strong,1749,0.010084469133905687,0.054789435,0.5225843339050886
clean54,endpoint_mean,onset_minus_baseline,4,16,generator_0_vs_2,all,2862,0.0479854518369723,0.058224425,0.5111809923130678
clean54,endpoint_mean,onset_minus_baseline,4,16,generator_0_vs_2,strong,1749,0.016578345707657913,0.052524187,0.5002858776443682
clean54,endpoint_mean,onset_minus_baseline,4,16,generator_1_vs_2,all,2862,0.056566029231903396,0.058155306,0.5083857442348009
clean54,endpoint_mean,onset_minus_baseline,4,16,generator_1_vs_2,strong,1749,0.04138914891075851,0.05152465,0.4985706117781589
clean54,endpoint_mean,onset_minus_baseline,4,16,independent_MC,all,2862,0.19705349846720166,0.055287406,0.5723270440251572
clean54,endpoint_mean,onset_minus_baseline,4,16,independent_MC,strong,1749,0.22463774695146396,0.048582833,0.5900514579759862
clean54,endpoint_mean,onset_minus_baseline,4,16,direct_N4096,all,2862,0.05484062406377911,0.10986918,0.5230607966457023
clean54,endpoint_mean,onset_minus_baseline,4,16,direct_N4096,strong,1749,0.035518151034234106,0.105242625,0.5140080045740423
clean54,endpoint_mean,onset_minus_baseline,4,32,generator_0_vs_1,all,2862,0.0008669957636301979,0.06686747,0.5010482180293501
clean54,endpoint_mean,onset_minus_baseline,4,32,generator_0_vs_1,strong,1749,-0.009857300421611117,0.05937945,0.5071469411092052
clean54,endpoint_mean,onset_minus_baseline,4,32,generator_0_vs_2,all,2862,0.04677576467250341,0.06271902,0.5090845562543675
clean54,endpoint_mean,onset_minus_baseline,4,32,generator_0_vs_2,strong,1749,0.01409142888543605,0.056677815,0.5020011435105775
clean54,endpoint_mean,onset_minus_baseline,4,32,generator_1_vs_2,all,2862,0.07259152208406129,0.061692398,0.516072676450035
clean54,endpoint_mean,onset_minus_baseline,4,32,generator_1_vs_2,strong,1749,0.08735477967048279,0.05367744,0.5168667810177244
clean54,endpoint_mean,onset_minus_baseline,4,32,independent_MC,all,2862,0.26570522105491623,0.05659944,0.5964360587002097
clean54,endpoint_mean,onset_minus_baseline,4,32,independent_MC,strong,1749,0.273347130223949,0.049343042,0.6009148084619783
clean54,endpoint_mean,onset_minus_baseline,4,32,direct_N4096,all,2862,0.0411027171618715,0.14627677,0.5139762403913347
clean54,endpoint_mean,onset_minus_baseline,4,32,direct_N4096,strong,1749,-0.022951887885871734,0.13998345,0.48484848484848486
clean54,endpoint_mean,onset_minus_baseline,8,1,generator_0_vs_1,all,2862,-0.016306310664453764,0.057644688,0.4891684136967156
clean54,endpoint_mean,onset_minus_baseline,8,1,generator_0_vs_1,strong,1749,-0.01036737193120769,0.050204005,0.49628359062321326
clean54,endpoint_mean,onset_minus_baseline,8,1,generator_0_vs_2,all,2862,0.0045015426167902195,0.056359358,0.5059399021663172
clean54,endpoint_mean,onset_minus_baseline,8,1,generator_0_vs_2,strong,1749,-0.033330671746111484,0.05093925,0.4997141223556318
clean54,endpoint_mean,onset_minus_baseline,8,1,generator_1_vs_2,all,2862,0.012140755802428172,0.056196332,0.5080363382250175
clean54,endpoint_mean,onset_minus_baseline,8,1,generator_1_vs_2,strong,1749,-0.01389527065482335,0.0500887,0.5037164093767867
clean54,endpoint_mean,onset_minus_baseline,8,1,independent_MC,all,2862,0.006934677438532156,0.057052437,0.49825296995108315
clean54,endpoint_mean,onset_minus_baseline,8,1,independent_MC,strong,1749,-0.0033858619253032277,0.05127272,0.48427672955974843
clean54,endpoint_mean,onset_minus_baseline,8,1,direct_N4096,all,2862,0.0351871083328972,0.08197323,0.5122292103424179
clean54,endpoint_mean,onset_minus_baseline,8,1,direct_N4096,strong,1749,0.0013073768768255187,0.075240016,0.5042881646655232
clean54,endpoint_mean,onset_minus_baseline,8,2,generator_0_vs_1,all,2862,-0.008549430471863602,0.057387136,0.4937106918238994
clean54,endpoint_mean,onset_minus_baseline,8,2,generator_0_vs_1,strong,1749,-0.010824216929825495,0.05014591,0.5020011435105775
clean54,endpoint_mean,onset_minus_baseline,8,2,generator_0_vs_2,all,2862,0.014537760756485326,0.056095213,0.5017470300489169
clean54,endpoint_mean,onset_minus_baseline,8,2,generator_0_vs_2,strong,1749,-0.028185773554626366,0.050741173,0.49514008004574045
clean54,endpoint_mean,onset_minus_baseline,8,2,generator_1_vs_2,all,2862,0.021828838900159454,0.055909354,0.5139762403913347
clean54,endpoint_mean,onset_minus_baseline,8,2,generator_1_vs_2,strong,1749,-0.007386586385420633,0.04988194,0.5071469411092052
clean54,endpoint_mean,onset_minus_baseline,8,2,independent_MC,all,2862,0.02062078311321332,0.056573823,0.5097833682739343
clean54,endpoint_mean,onset_minus_baseline,8,2,independent_MC,strong,1749,0.008556914697064086,0.050857298,0.501429388221841
clean54,endpoint_mean,onset_minus_baseline,8,2,direct_N4096,all,2862,0.04535734462237774,0.08421889,0.5111809923130678
clean54,endpoint_mean,onset_minus_baseline,8,2,direct_N4096,strong,1749,0.008565220194942573,0.07796932,0.5020011435105775
clean54,endpoint_mean,onset_minus_baseline,8,4,generator_0_vs_1,all,2862,0.009967500392643314,0.05720681,0.49615653389238296
clean54,endpoint_mean,onset_minus_baseline,8,4,generator_0_vs_1,strong,1749,-0.007855031717559241,0.050292104,0.5031446540880503
clean54,endpoint_mean,onset_minus_baseline,8,4,generator_0_vs_2,all,2862,0.038778435199116786,0.055965863,0.5122292103424179
clean54,endpoint_mean,onset_minus_baseline,8,4,generator_0_vs_2,strong,1749,-0.010897403102057477,0.050684914,0.5008576329331046
clean54,endpoint_mean,onset_minus_baseline,8,4,generator_1_vs_2,all,2862,0.04333415700494142,0.055696055,0.5164220824598184
clean54,endpoint_mean,onset_minus_baseline,8,4,generator_1_vs_2,strong,1749,0.00864190530767967,0.049715474,0.5094339622641509
clean54,endpoint_mean,onset_minus_baseline,8,4,independent_MC,all,2862,0.051997695603234174,0.05596958,0.5143256464011181
clean54,endpoint_mean,onset_minus_baseline,8,4,independent_MC,strong,1749,0.03378799672759346,0.05040726,0.5048599199542596
clean54,endpoint_mean,onset_minus_baseline,8,4,direct_N4096,all,2862,0.06126242522828172,0.08825151,0.5136268343815513
clean54,endpoint_mean,onset_minus_baseline,8,4,direct_N4096,strong,1749,0.02245489927368948,0.081755385,0.5088622069754145
clean54,endpoint_mean,onset_minus_baseline,8,8,generator_0_vs_1,all,2862,0.024956447089448466,0.05770375,0.5048916841369672
clean54,endpoint_mean,onset_minus_baseline,8,8,generator_0_vs_1,strong,1749,-0.0046145305840483075,0.05097244,0.501429388221841
clean54,endpoint_mean,onset_minus_baseline,8,8,generator_0_vs_2,all,2862,0.06926079741143108,0.05629975,0.5192173305380853
clean54,endpoint_mean,onset_minus_baseline,8,8,generator_0_vs_2,strong,1749,0.011327185141614567,0.05100383,0.5077186963979416
clean54,endpoint_mean,onset_minus_baseline,8,8,generator_1_vs_2,all,2862,0.06929167789835154,0.055816166,0.5328441649196366
clean54,endpoint_mean,onset_minus_baseline,8,8,generator_1_vs_2,strong,1749,0.02627557632989177,0.049892858,0.5248713550600344
clean54,endpoint_mean,onset_minus_baseline,8,8,independent_MC,all,2862,0.09787166554544524,0.055647794,0.5255066387141859
clean54,endpoint_mean,onset_minus_baseline,8,8,independent_MC,strong,1749,0.07551243161225459,0.050102897,0.5180102915951973
clean54,endpoint_mean,onset_minus_baseline,8,8,direct_N4096,all,2862,0.0648115031534224,0.09634184,0.5283018867924528
clean54,endpoint_mean,onset_minus_baseline,8,8,direct_N4096,strong,1749,0.006953092328853307,0.089947514,0.5105774728416238
clean54,endpoint_mean,onset_minus_baseline,8,16,generator_0_vs_1,all,2862,0.015748938018214576,0.059192553,0.5076869322152341
clean54,endpoint_mean,onset_minus_baseline,8,16,generator_0_vs_1,strong,1749,-0.005372255308268434,0.052072134,0.505431675242996
clean54,endpoint_mean,onset_minus_baseline,8,16,generator_0_vs_2,all,2862,0.06800653990736878,0.057240177,0.5202655485674353
clean54,endpoint_mean,onset_minus_baseline,8,16,generator_0_vs_2,strong,1749,0.02057195565541492,0.051530175,0.5037164093767867
clean54,endpoint_mean,onset_minus_baseline,8,16,generator_1_vs_2,all,2862,0.07529364019264022,0.05615907,0.5178197064989518
clean54,endpoint_mean,onset_minus_baseline,8,16,generator_1_vs_2,strong,1749,0.03494431133393181,0.050280645,0.5077186963979416
clean54,endpoint_mean,onset_minus_baseline,8,16,independent_MC,all,2862,0.1299196628650802,0.055896133,0.5447239692522712
clean54,endpoint_mean,onset_minus_baseline,8,16,independent_MC,strong,1749,0.10889883295755234,0.050208498,0.5363064608347627
clean54,endpoint_mean,onset_minus_baseline,8,16,direct_N4096,all,2862,0.032776261496319514,0.11098245,0.5062893081761006
clean54,endpoint_mean,onset_minus_baseline,8,16,direct_N4096,strong,1749,-0.04611282849528175,0.10299555,0.48141795311606633
clean54,endpoint_mean,onset_minus_baseline,8,32,generator_0_vs_1,all,2862,0.018603908573589418,0.06384581,0.4975541579315164
