sampling_seed,spec_id,worker_sha256,checkpoint_sha256,cohort,fold,generator_seed,worm,phase,event,cut,lag,method,particles,mc_seed,contrast_fraction,steps_factor,sources,panel,file,wall_seconds,transition_samples,calls,velocity_network_sample_evaluations
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,baseline,0,182,4,progressive,512,91103,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_baseline_e0_ell4_progressive_N512_mc91103_a0.0_steps1.npz,39.437033292022534,786432,768,37748736
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,baseline,0,182,4,progressive,64,91101,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_baseline_e0_ell4_progressive_N64_mc91101_a0.0_steps1.npz,5.02580670802854,98304,96,4718592
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,baseline,0,182,4,progressive,64,91102,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_baseline_e0_ell4_progressive_N64_mc91102_a0.0_steps1.npz,5.016311332990881,98304,96,4718592
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,baseline,0,182,4,progressive,64,91103,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_baseline_e0_ell4_progressive_N64_mc91103_a0.0_steps1.npz,5.021263958013151,98304,96,4718592
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,1,progressive,512,91101,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell1_progressive_N512_mc91101_a0.0_steps1.npz,34.63300629099831,688128,672,33030144
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,1,progressive,512,91102,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell1_progressive_N512_mc91102_a0.0_steps1.npz,34.603460208978504,688128,672,33030144
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,1,progressive,512,91103,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell1_progressive_N512_mc91103_a0.0_steps1.npz,34.564928417035844,688128,672,33030144
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,1,progressive,64,91101,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell1_progressive_N64_mc91101_a0.0_steps1.npz,4.406849583028816,86016,84,4128768
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,1,progressive,64,91102,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell1_progressive_N64_mc91102_a0.0_steps1.npz,4.40586150001036,86016,84,4128768
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,1,progressive,64,91103,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell1_progressive_N64_mc91103_a0.0_steps1.npz,4.406096749997232,86016,84,4128768
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,4,progressive,512,91101,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell4_progressive_N512_mc91101_a0.0_steps1.npz,39.508410582959186,786432,768,37748736
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,4,progressive,512,91102,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell4_progressive_N512_mc91102_a0.0_steps1.npz,39.51126520795515,786432,768,37748736
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,4,progressive,512,91103,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell4_progressive_N512_mc91103_a0.0_steps1.npz,39.54980124998838,786432,768,37748736
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,4,progressive,64,91101,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell4_progressive_N64_mc91101_a0.0_steps1.npz,5.036899583006743,98304,96,4718592
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,4,progressive,64,91102,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell4_progressive_N64_mc91102_a0.0_steps1.npz,5.0374409580254,98304,96,4718592
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,77274825c826be1ead3f9b933099aaa5f1f2ca7a9f41f6af5da46ba16e8b000f,clean54,0,1701,1,onset,0,245,4,progressive,64,91103,0.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",zero_query,runs/clean54/diagnostics/f0_zero_query_onset_e0_ell4_progressive_N64_mc91103_a0.0_steps1.npz,5.0312202500062995,98304,96,4718592
195830,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,direct,16384,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_direct_N16384_mc91101_a1.0_steps1.npz,42.16904666699702,851968,52,40894464
195831,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,direct,16384,91102,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_direct_N16384_mc91102_a1.0_steps1.npz,40.95861312496709,851968,52,40894464
195832,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,direct,16384,91103,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_direct_N16384_mc91103_a1.0_steps1.npz,40.877842999994755,851968,52,40894464
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,direct,4096,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_direct_N4096_mc91101_a1.0_steps1.npz,9.890553915989585,212992,52,10223616
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,direct,4096,91102,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_direct_N4096_mc91102_a1.0_steps1.npz,9.893745041976217,212992,52,10223616
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,direct,4096,91103,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_direct_N4096_mc91103_a1.0_steps1.npz,9.895810208981857,212992,52,10223616
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,progressive,128,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_progressive_N128_mc91101_a1.0_steps1.npz,15.01438062498346,294912,288,14155776
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,progressive,128,91102,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_progressive_N128_mc91102_a1.0_steps1.npz,14.759028416010551,294912,288,14155776
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,progressive,128,91103,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_progressive_N128_mc91103_a1.0_steps1.npz,14.792321042041294,294912,288,14155776
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,progressive,512,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_progressive_N512_mc91101_a1.0_steps1.npz,58.810006957966834,1179648,1152,56623104
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,progressive,512,91102,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_progressive_N512_mc91102_a1.0_steps1.npz,58.73885258298833,1179648,1152,56623104
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,progressive,512,91103,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_progressive_N512_mc91103_a1.0_steps1.npz,58.73985308397096,1179648,1152,56623104
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,progressive,64,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_progressive_N64_mc91101_a1.0_steps1.npz,7.455905332986731,147456,144,7077888
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,progressive,64,91102,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_progressive_N64_mc91102_a1.0_steps1.npz,7.468483459029812,147456,144,7077888
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,16,progressive,64,91103,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell16_progressive_N64_mc91103_a1.0_steps1.npz,7.493922792025842,147456,144,7077888
195830,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,direct,16384,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_direct_N16384_mc91101_a1.0_steps1.npz,30.277072291006334,606208,37,29097984
195831,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,direct,16384,91102,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_direct_N16384_mc91102_a1.0_steps1.npz,29.916547166998498,606208,37,29097984
195832,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,direct,16384,91103,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_direct_N16384_mc91103_a1.0_steps1.npz,29.902917750005145,606208,37,29097984
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,direct,4096,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_direct_N4096_mc91101_a1.0_steps1.npz,7.378012125031091,151552,37,7274496
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,direct,4096,91102,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_direct_N4096_mc91102_a1.0_steps1.npz,7.3154778750031255,151552,37,7274496
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,direct,4096,91103,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_direct_N4096_mc91103_a1.0_steps1.npz,7.325578624964692,151552,37,7274496
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,progressive,128,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_progressive_N128_mc91101_a1.0_steps1.npz,8.626482375024352,172032,168,8257536
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,progressive,128,91102,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_progressive_N128_mc91102_a1.0_steps1.npz,8.649135041981936,172032,168,8257536
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,progressive,128,91103,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_progressive_N128_mc91103_a1.0_steps1.npz,8.671390125004109,172032,168,8257536
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,progressive,512,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_progressive_N512_mc91101_a1.0_steps1.npz,34.48624879098497,688128,672,33030144
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,progressive,512,91102,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_progressive_N512_mc91102_a1.0_steps1.npz,34.5059781660093,688128,672,33030144
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,progressive,512,91103,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_progressive_N512_mc91103_a1.0_steps1.npz,34.48951116699027,688128,672,33030144
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,progressive,64,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_progressive_N64_mc91101_a1.0_steps1.npz,4.534233290993143,86016,84,4128768
91102,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,progressive,64,91102,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_progressive_N64_mc91102_a1.0_steps1.npz,4.374638042005245,86016,84,4128768
91103,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,1,progressive,64,91103,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell1_progressive_N64_mc91103_a1.0_steps1.npz,4.360681791964453,86016,84,4128768
195830,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,4,direct,16384,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell4_direct_N16384_mc91101_a1.0_steps1.npz,32.39520208403701,655360,40,31457280
195831,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,4,direct,16384,91102,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell4_direct_N16384_mc91102_a1.0_steps1.npz,32.123344582971185,655360,40,31457280
195832,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,4,direct,16384,91103,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell4_direct_N16384_mc91103_a1.0_steps1.npz,31.94839287502691,655360,40,31457280
91101,a1070d62c99aa323a9200e2c079b0d87e920f4c40ba5ce353ad26f2fc63d7777,e58a70c8d2997eb18a3601ae5e0822ff90346637bb5cd0ebecb82cbd68f52623,bc5c8c6eb0be293315f641e3576549819772f1d12d6d727a13abae93e6af7a09,clean54,1,1701,0,baseline,0,182,4,direct,4096,91101,1.0,1,"[0, 7, 15, 22, 30, 37, 45, 53]",convergence,runs/clean54/diagnostics/f1_convergence_baseline_e0_ell4_direct_N4096_mc91101_a1.0_steps1.npz,7.8856207500211895,163840,40,7864320
