fold,phase,lag,source,target,horizon,contrast_fraction,steps_factor,effect_mean,effect_sd,gap_mean,valid_fraction
0,baseline,1,ADE,AIB,2,1.0,1,-0.002999976277351398,0.13865039413266542,0.5481003721555074,1.0
0,baseline,1,ADE,AIB,2,1.0,2,-0.006891204665104567,0.09878025953252123,0.5426829755306244,1.0
0,baseline,1,ADE,AIB,4,1.0,1,0.00616386781136193,0.132157938436443,0.5481003721555074,1.0
0,baseline,1,ADE,AIB,4,1.0,2,0.00307737911740937,0.09182024564126653,0.5426829755306244,1.0
0,baseline,1,ADE,AIB,8,1.0,1,0.023261564473311097,0.11629216923241535,0.5481003721555074,1.0
0,baseline,1,ADE,AIB,8,1.0,2,0.02146421993772186,0.07621786612548029,0.5426829755306244,1.0
0,baseline,1,ADE,AIB,16,1.0,1,0.0496661638220151,0.09403769657570164,0.5481003721555074,1.0
0,baseline,1,ADE,AIB,16,1.0,2,0.05056610478398693,0.056085320015356904,0.5426829755306244,1.0
0,baseline,1,ADE,AIB,32,1.0,1,0.05797379463911054,0.08460958022126427,0.5481003721555074,1.0
0,baseline,1,ADE,AIB,32,1.0,2,0.0791248775591763,0.0773311311182597,0.5426829755306244,1.0
0,baseline,1,ADE,AIM,1,1.0,1,0.0792529371877511,0.03631123434306305,0.5481003721555074,1.0
0,baseline,1,ADE,AIM,1,1.0,2,0.057779945433139766,0.14256409950422233,0.5426829755306244,1.0
0,baseline,1,ADE,AIM,2,1.0,1,0.09026930605371786,0.03252011498092511,0.5481003721555074,1.0
0,baseline,1,ADE,AIM,2,1.0,2,0.06978249425689377,0.14017643447877368,0.5426829755306244,1.0
0,baseline,1,ADE,AIM,4,1.0,1,0.0835748550792535,0.04139483369776754,0.5481003721555074,1.0
0,baseline,1,ADE,AIM,4,1.0,2,0.0635369022687276,0.13241520607068122,0.5426829755306244,1.0
0,baseline,1,ADE,AIM,8,1.0,1,0.100086135789752,0.06324177109203806,0.5481003721555074,1.0
0,baseline,1,ADE,AIM,8,1.0,2,0.08612980941931403,0.13229852344071408,0.5426829755306244,1.0
0,baseline,1,ADE,AIM,16,1.0,1,0.11713644986351324,0.07811920454771434,0.5481003721555074,1.0
0,baseline,1,ADE,AIM,16,1.0,2,0.10149101975063475,0.11655527292213262,0.5426829755306244,1.0
0,baseline,1,ADE,AIM,32,1.0,1,0.09471980171899004,0.10354201952026944,0.5481003721555074,1.0
0,baseline,1,ADE,AIM,32,1.0,2,0.0770121634704992,0.142155690320642,0.5426829755306244,1.0
0,baseline,1,ADE,AIY,1,1.0,1,0.19777236878871918,0.015363054457793774,0.5481003721555074,1.0
0,baseline,1,ADE,AIY,1,1.0,2,0.2576495260000229,0.0833633210128259,0.5426829755306244,1.0
0,baseline,1,ADE,AIY,2,1.0,1,0.18329770366350806,0.010818327955397224,0.5481003721555074,1.0
0,baseline,1,ADE,AIY,2,1.0,2,0.2452379663785298,0.08456904796747163,0.5426829755306244,1.0
