rho,horizon,n_train,frequency_band,method,nrmse,coverage,rho_abs_error,max_inverse_attenuation,seeds
0.98,4,8000,wide,ZERO,1.0,0.0,0.0945317595076118,27.57397307328573,10
0.98,4,32000,low,CF_DECONV_ESTIMATED_ORTH,551.2859184715568,0.5,0.09771998791470662,1345.9641281006516,10
0.98,4,32000,low,CF_DECONV_ESTIMATED_PLUG,531.9975228016838,0.01875,0.09771998791470662,1345.9641281006516,10
0.98,4,32000,low,CF_DECONV_ESTIMATED_RIESZ,539.2056029444142,0.8,0.09771998791470662,1345.9641281006516,10
0.98,4,32000,low,CF_DECONV_KNOWN_ORTH,0.8579469653207192,1.0,0.0,1.7001212494348337,10
0.98,4,32000,low,CF_DECONV_KNOWN_PLUG,0.8622350876585347,0.0625,0.0,1.7001212494348337,10
0.98,4,32000,low,CF_DECONV_KNOWN_RIESZ,0.8370513843878739,1.0,0.0,1.7001212494348337,10
0.98,4,32000,low,LATENT_ORACLE_ORTH,0.15801403970867609,0.95,0.09771998791470662,1.0,10
0.98,4,32000,low,LATENT_ORACLE_PLUG,0.15180827865379318,0.3,0.09771998791470662,1.0,10
0.98,4,32000,low,LATENT_ORACLE_RIESZ,0.1552846795600272,0.95,0.09771998791470662,1.0,10
0.98,4,32000,low,POINT_ESTIMATED_ORTH,1.2993694557301991,0.46875,0.09771998791470662,1345.9641281006516,10
0.98,4,32000,low,POINT_ESTIMATED_PLUG,1.2967990379233807,0.025,0.09771998791470662,1345.9641281006516,10
0.98,4,32000,low,POINT_ESTIMATED_RIESZ,1.2924684894549145,0.76875,0.09771998791470662,1345.9641281006516,10
0.98,4,32000,low,POINT_KNOWN_ORTH,0.7394253989411597,0.99375,0.0,1.7001212494348337,10
0.98,4,32000,low,POINT_KNOWN_PLUG,0.7371482670778278,0.05,0.0,1.7001212494348337,10
0.98,4,32000,low,POINT_KNOWN_RIESZ,0.7305782459372171,0.99375,0.0,1.7001212494348337,10
0.98,4,32000,low,ZERO,1.0,0.0,0.09771998791470662,1.7001212494348337,10
0.98,4,32000,wide,CF_DECONV_ESTIMATED_ORTH,1.7184958961738147e+20,0.42499999999999993,0.09771998791470662,4.409658065878344e+21,10
0.98,4,32000,wide,CF_DECONV_ESTIMATED_PLUG,1.69576665925279e+20,0.01666666666666666,0.09771998791470662,4.409658065878344e+21,10
0.98,4,32000,wide,CF_DECONV_ESTIMATED_RIESZ,1.6836440581939134e+20,0.5791666666666666,0.09771998791470662,4.409658065878344e+21,10
0.98,4,32000,wide,CF_DECONV_KNOWN_ORTH,1.1686981505558864,0.9833333333333334,0.0,27.57397307328573,10
0.98,4,32000,wide,CF_DECONV_KNOWN_PLUG,1.182932044896517,0.058333333333333307,0.0,27.57397307328573,10
0.98,4,32000,wide,CF_DECONV_KNOWN_RIESZ,1.1736697676263486,0.9833333333333334,0.0,27.57397307328573,10
0.98,4,32000,wide,CF_DECONV_MIXTURE_MLE_ORTH,2.880167572778206,0.9666666666666666,0.0017704010523728886,66.50283333685971,10
0.98,4,32000,wide,CF_DECONV_MIXTURE_MLE_PLUG,2.961209750972609,0.07916666666666662,0.0017704010523728886,66.50283333685971,10
0.98,4,32000,wide,CF_DECONV_MIXTURE_MLE_RIESZ,2.9845679188222514,0.975,0.0017704010523728886,66.50283333685971,10
0.98,4,32000,wide,LATENT_ORACLE_ORTH,0.042580533846189386,0.95,0.09771998791470662,1.0,10
0.98,4,32000,wide,LATENT_ORACLE_PLUG,0.04094716801154401,0.3625,0.09771998791470662,1.0,10
0.98,4,32000,wide,LATENT_ORACLE_RIESZ,0.04073510819713628,0.95,0.09771998791470662,1.0,10
0.98,4,32000,wide,POINT_ESTIMATED_ORTH,0.9983575739348055,0.1833333333333333,0.09771998791470662,4.409658065878344e+21,10
0.98,4,32000,wide,POINT_ESTIMATED_PLUG,0.9990831841290284,0.0041666666666666605,0.09771998791470662,4.409658065878344e+21,10
0.98,4,32000,wide,POINT_ESTIMATED_RIESZ,0.9992192371316404,0.32916666666666666,0.09771998791470662,4.409658065878344e+21,10
0.98,4,32000,wide,POINT_KNOWN_ORTH,0.9465275864703386,0.4583333333333333,0.0,27.57397307328573,10
0.98,4,32000,wide,POINT_KNOWN_PLUG,0.9450374996745522,0.016666666666666642,0.0,27.57397307328573,10
0.98,4,32000,wide,POINT_KNOWN_RIESZ,0.9451104297689776,0.4708333333333333,0.0,27.57397307328573,10
0.98,4,32000,wide,POINT_MIXTURE_MLE_ORTH,0.9566644821089927,0.4625,0.0017704010523728886,66.50283333685971,10
0.98,4,32000,wide,POINT_MIXTURE_MLE_PLUG,0.9552290456283876,0.02916666666666662,0.0017704010523728886,66.50283333685971,10
0.98,4,32000,wide,POINT_MIXTURE_MLE_RIESZ,0.9554638344542112,0.4625,0.0017704010523728886,66.50283333685971,10
0.98,4,32000,wide,ZERO,1.0,0.0,0.09771998791470662,27.57397307328573,10
0.98,16,8000,low,CF_DECONV_ESTIMATED_ORTH,13.119727408308586,0.55,0.12289146389113126,5.39458312353567,10
0.98,16,8000,low,CF_DECONV_ESTIMATED_PLUG,12.9150361382631,0.03125,0.12289146389113126,5.39458312353567,10
0.98,16,8000,low,CF_DECONV_ESTIMATED_RIESZ,13.127949208664408,0.73125,0.12289146389113126,5.39458312353567,10
0.98,16,8000,low,CF_DECONV_KNOWN_ORTH,1.073743691928686,0.9,0.0,1.1809813154894155,10
0.98,16,8000,low,CF_DECONV_KNOWN_PLUG,1.0449967351100296,0.19375,0.0,1.1809813154894155,10
0.98,16,8000,low,CF_DECONV_KNOWN_RIESZ,1.0760237594227484,1.0,0.0,1.1809813154894155,10
0.98,16,8000,low,LATENT_ORACLE_ORTH,0.4011341198855434,0.95,0.12289146389113126,1.0,10
0.98,16,8000,low,LATENT_ORACLE_PLUG,0.3935112690880478,0.31875,0.12289146389113126,1.0,10
0.98,16,8000,low,LATENT_ORACLE_RIESZ,0.45460073818974156,0.95,0.12289146389113126,1.0,10
0.98,16,8000,low,POINT_ESTIMATED_ORTH,2.9598788839788077,0.58125,0.12289146389113126,5.39458312353567,10
0.98,16,8000,low,POINT_ESTIMATED_PLUG,2.8825788149320943,0.03125,0.12289146389113126,5.39458312353567,10
0.98,16,8000,low,POINT_ESTIMATED_RIESZ,2.926590283493392,0.7625,0.12289146389113126,5.39458312353567,10
0.98,16,8000,low,POINT_KNOWN_ORTH,1.0058334273765588,0.9,0.0,1.1809813154894155,10
0.98,16,8000,low,POINT_KNOWN_PLUG,0.9962620622999042,0.15,0.0,1.1809813154894155,10
0.98,16,8000,low,POINT_KNOWN_RIESZ,1.0168947047921295,1.0,0.0,1.1809813154894155,10
0.98,16,8000,low,ZERO,1.0,0.0,0.12289146389113126,1.1809813154894155,10
0.98,16,8000,wide,CF_DECONV_ESTIMATED_ORTH,17341.091191408177,0.6041666666666666,0.12289146389113126,365487.0473754901,10
0.98,16,8000,wide,CF_DECONV_ESTIMATED_PLUG,17990.883105081935,0.04583333333333331,0.12289146389113126,365487.0473754901,10
0.98,16,8000,wide,CF_DECONV_ESTIMATED_RIESZ,17488.73113875898,0.725,0.12289146389113126,365487.0473754901,10
0.98,16,8000,wide,CF_DECONV_KNOWN_ORTH,0.4122552478522727,0.9125,0.0,2.828257297508169,10
0.98,16,8000,wide,CF_DECONV_KNOWN_PLUG,0.408638990928071,0.1375,0.0,2.828257297508169,10
0.98,16,8000,wide,CF_DECONV_KNOWN_RIESZ,0.4153816745268754,0.9833333333333334,0.0,2.828257297508169,10
0.98,16,8000,wide,CF_DECONV_MIXTURE_MLE_ORTH,0.4106916010038291,0.9083333333333334,0.000295636584634022,2.8737615748656467,10
0.98,16,8000,wide,CF_DECONV_MIXTURE_MLE_PLUG,0.40632058403544613,0.13749999999999996,0.000295636584634022,2.8737615748656467,10
0.98,16,8000,wide,CF_DECONV_MIXTURE_MLE_RIESZ,0.41291091694971344,0.9875,0.000295636584634022,2.8737615748656467,10
0.98,16,8000,wide,LATENT_ORACLE_ORTH,0.10244649374405759,0.95,0.12289146389113126,1.0,10
0.98,16,8000,wide,LATENT_ORACLE_PLUG,0.10171390483795636,0.36666666666666664,0.12289146389113126,1.0,10
0.98,16,8000,wide,LATENT_ORACLE_RIESZ,0.10835883462328752,0.95,0.12289146389113126,1.0,10
0.98,16,8000,wide,POINT_ESTIMATED_ORTH,0.9976033730443443,0.36666666666666664,0.12289146389113126,365487.0473754901,10
0.98,16,8000,wide,POINT_ESTIMATED_PLUG,1.0001485081735153,0.01249999999999998,0.12289146389113126,365487.0473754901,10
0.98,16,8000,wide,POINT_ESTIMATED_RIESZ,0.9999894543863206,0.4958333333333333,0.12289146389113126,365487.0473754901,10
0.98,16,8000,wide,POINT_KNOWN_ORTH,0.6797206058914329,0.6333333333333333,0.0,2.828257297508169,10
0.98,16,8000,wide,POINT_KNOWN_PLUG,0.6857769976764528,0.06666666666666664,0.0,2.828257297508169,10
0.98,16,8000,wide,POINT_KNOWN_RIESZ,0.6845349532819447,0.7041666666666667,0.0,2.828257297508169,10
0.98,16,8000,wide,POINT_MIXTURE_MLE_ORTH,0.6766005953435411,0.6458333333333333,0.000295636584634022,2.8737615748656467,10
0.98,16,8000,wide,POINT_MIXTURE_MLE_PLUG,0.6825509253392716,0.07916666666666664,0.000295636584634022,2.8737615748656467,10
0.98,16,8000,wide,POINT_MIXTURE_MLE_RIESZ,0.6812320209733247,0.7125,0.000295636584634022,2.8737615748656467,10
0.98,16,8000,wide,ZERO,1.0,0.0,0.12289146389113126,2.828257297508169,10
0.98,16,32000,low,CF_DECONV_ESTIMATED_ORTH,7.192612836346598,0.225,0.1221750749304995,3.1097524603284667,10
0.98,16,32000,low,CF_DECONV_ESTIMATED_PLUG,7.200327634165885,0.00625,0.1221750749304995,3.1097524603284667,10
0.98,16,32000,low,CF_DECONV_ESTIMATED_RIESZ,7.190725991181968,0.625,0.1221750749304995,3.1097524603284667,10
0.98,16,32000,low,CF_DECONV_KNOWN_ORTH,0.41519114056431683,1.0,0.0,1.1809813154894155,10
0.98,16,32000,low,CF_DECONV_KNOWN_PLUG,0.415256616712397,0.0875,0.0,1.1809813154894155,10
0.98,16,32000,low,CF_DECONV_KNOWN_RIESZ,0.4156894671662849,1.0,0.0,1.1809813154894155,10
0.98,16,32000,low,LATENT_ORACLE_ORTH,0.2188806256573427,0.9,0.1221750749304995,1.0,10
0.98,16,32000,low,LATENT_ORACLE_PLUG,0.21649327454702588,0.24375,0.1221750749304995,1.0,10
0.98,16,32000,low,LATENT_ORACLE_RIESZ,0.2258434828618631,0.9,0.1221750749304995,1.0,10
0.98,16,32000,low,POINT_ESTIMATED_ORTH,1.94623121407542,0.25,0.1221750749304995,3.1097524603284667,10
0.98,16,32000,low,POINT_ESTIMATED_PLUG,1.9461492409335175,0.00625,0.1221750749304995,3.1097524603284667,10
0.98,16,32000,low,POINT_ESTIMATED_RIESZ,1.9428541699374506,0.65,0.1221750749304995,3.1097524603284667,10
0.98,16,32000,low,POINT_KNOWN_ORTH,0.3866255336104886,0.9875,0.0,1.1809813154894155,10
0.98,16,32000,low,POINT_KNOWN_PLUG,0.3869004402778241,0.06875,0.0,1.1809813154894155,10
0.98,16,32000,low,POINT_KNOWN_RIESZ,0.3818219399530092,1.0,0.0,1.1809813154894155,10
0.98,16,32000,low,ZERO,1.0,0.0,0.1221750749304995,1.1809813154894155,10
0.98,16,32000,wide,CF_DECONV_ESTIMATED_ORTH,4692.532679832948,0.25416666666666665,0.1221750749304995,156181.03756578537,10
0.98,16,32000,wide,CF_DECONV_ESTIMATED_PLUG,4713.1183903229785,0.01249999999999999,0.1221750749304995,156181.03756578537,10
0.98,16,32000,wide,CF_DECONV_ESTIMATED_RIESZ,4721.768551461674,0.4458333333333334,0.1221750749304995,156181.03756578537,10
0.98,16,32000,wide,CF_DECONV_KNOWN_ORTH,0.17190394304804107,1.0,0.0,2.828257297508169,10
0.98,16,32000,wide,CF_DECONV_KNOWN_PLUG,0.1691897256610621,0.049999999999999975,0.0,2.828257297508169,10
0.98,16,32000,wide,CF_DECONV_KNOWN_RIESZ,0.16877099856097375,1.0,0.0,2.828257297508169,10
0.98,16,32000,wide,CF_DECONV_MIXTURE_MLE_ORTH,0.22134154101908296,0.9708333333333334,0.0007173323034453234,2.927526165726887,10
0.98,16,32000,wide,CF_DECONV_MIXTURE_MLE_PLUG,0.21755429250807273,0.08749999999999997,0.0007173323034453234,2.927526165726887,10
0.98,16,32000,wide,CF_DECONV_MIXTURE_MLE_RIESZ,0.21753764317283664,0.9708333333333334,0.0007173323034453234,2.927526165726887,10
0.98,16,32000,wide,LATENT_ORACLE_ORTH,0.05611403237707367,0.9,0.1221750749304995,1.0,10
0.98,16,32000,wide,LATENT_ORACLE_PLUG,0.05630099924900778,0.2791666666666667,0.1221750749304995,1.0,10
0.98,16,32000,wide,LATENT_ORACLE_RIESZ,0.056383821799974976,0.9,0.1221750749304995,1.0,10
0.98,16,32000,wide,POINT_ESTIMATED_ORTH,0.9868362394456455,0.12499999999999997,0.1221750749304995,156181.03756578537,10
0.98,16,32000,wide,POINT_ESTIMATED_PLUG,0.9868610667105251,0.0,0.1221750749304995,156181.03756578537,10
0.98,16,32000,wide,POINT_ESTIMATED_RIESZ,0.9862547591438735,0.3208333333333333,0.1221750749304995,156181.03756578537,10
0.98,16,32000,wide,POINT_KNOWN_ORTH,0.5567069730283845,0.5791666666666666,0.0,2.828257297508169,10
0.98,16,32000,wide,POINT_KNOWN_PLUG,0.5573214506360671,0.033333333333333305,0.0,2.828257297508169,10
0.98,16,32000,wide,POINT_KNOWN_RIESZ,0.5555871349007053,0.6458333333333334,0.0,2.828257297508169,10
0.98,16,32000,wide,POINT_MIXTURE_MLE_ORTH,0.5540379943390074,0.5875,0.0007173323034453234,2.927526165726887,10
0.98,16,32000,wide,POINT_MIXTURE_MLE_PLUG,0.5547170697734668,0.0458333333333333,0.0007173323034453234,2.927526165726887,10
0.98,16,32000,wide,POINT_MIXTURE_MLE_RIESZ,0.552962831869206,0.6541666666666667,0.0007173323034453234,2.927526165726887,10
0.98,16,32000,wide,ZERO,1.0,0.0,0.1221750749304995,2.828257297508169,10
0.98,64,8000,low,CF_DECONV_ESTIMATED_ORTH,5.268239903493134,0.36875,0.16722880699440382,1.3881081024179032,10
0.98,64,8000,low,CF_DECONV_ESTIMATED_PLUG,5.314814965256138,0.0125,0.16722880699440382,1.3881081024179032,10
0.98,64,8000,low,CF_DECONV_ESTIMATED_RIESZ,5.362586130133877,0.7375,0.16722880699440382,1.3881081024179032,10
0.98,64,8000,low,CF_DECONV_KNOWN_ORTH,0.8068112410723247,0.95,0.0,1.089426806299477,10
0.98,64,8000,low,CF_DECONV_KNOWN_PLUG,0.8255514898057823,0.14375,0.0,1.089426806299477,10
0.98,64,8000,low,CF_DECONV_KNOWN_RIESZ,0.8238016851187758,1.0,0.0,1.089426806299477,10
0.98,64,8000,low,LATENT_ORACLE_ORTH,0.34716184693476626,1.0,0.16722880699440382,1.0,10
0.98,64,8000,low,LATENT_ORACLE_PLUG,0.35224155221443826,0.21875,0.16722880699440382,1.0,10
0.98,64,8000,low,LATENT_ORACLE_RIESZ,0.3811772142927416,1.0,0.16722880699440382,1.0,10
0.98,64,8000,low,POINT_ESTIMATED_ORTH,3.1883948486690845,0.375,0.16722880699440382,1.3881081024179032,10
0.98,64,8000,low,POINT_ESTIMATED_PLUG,3.2192445952605517,0.0125,0.16722880699440382,1.3881081024179032,10
0.98,64,8000,low,POINT_ESTIMATED_RIESZ,3.2533607584412687,0.75625,0.16722880699440382,1.3881081024179032,10
0.98,64,8000,low,POINT_KNOWN_ORTH,0.7579161847430875,0.95,0.0,1.089426806299477,10
0.98,64,8000,low,POINT_KNOWN_PLUG,0.7755176667751176,0.11875,0.0,1.089426806299477,10
0.98,64,8000,low,POINT_KNOWN_RIESZ,0.7747422554666328,1.0,0.0,1.089426806299477,10
0.98,64,8000,low,ZERO,1.0,0.0,0.16722880699440382,1.089426806299477,10
0.98,64,8000,wide,CF_DECONV_ESTIMATED_ORTH,3.2175458107108335,0.2375,0.16722880699440382,27.639545359200604,10
0.98,64,8000,wide,CF_DECONV_ESTIMATED_PLUG,3.277982974972243,0.02499999999999996,0.16722880699440382,27.639545359200604,10
0.98,64,8000,wide,CF_DECONV_ESTIMATED_RIESZ,3.2236859108574927,0.4916666666666667,0.16722880699440382,27.639545359200604,10
0.98,64,8000,wide,CF_DECONV_KNOWN_ORTH,0.23538552689107517,0.9458333333333334,0.0,1.707999966760542,10
0.98,64,8000,wide,CF_DECONV_KNOWN_PLUG,0.24092474392944654,0.12916666666666665,0.0,1.707999966760542,10
0.98,64,8000,wide,CF_DECONV_KNOWN_RIESZ,0.23642402487360883,0.9833333333333334,0.0,1.707999966760542,10
0.98,64,8000,wide,CF_DECONV_MIXTURE_MLE_ORTH,0.2449121365185829,0.95,0.0005440073928613509,1.7352813741442943,10
0.98,64,8000,wide,CF_DECONV_MIXTURE_MLE_PLUG,0.24992752827996503,0.17916666666666664,0.0005440073928613509,1.7352813741442943,10
0.98,64,8000,wide,CF_DECONV_MIXTURE_MLE_RIESZ,0.2475894564493728,1.0,0.0005440073928613509,1.7352813741442943,10
0.98,64,8000,wide,LATENT_ORACLE_ORTH,0.08601311525513092,1.0,0.16722880699440382,1.0,10
0.98,64,8000,wide,LATENT_ORACLE_PLUG,0.08787104469608811,0.25,0.16722880699440382,1.0,10
0.98,64,8000,wide,LATENT_ORACLE_RIESZ,0.09291208637341339,1.0,0.16722880699440382,1.0,10
0.98,64,8000,wide,POINT_ESTIMATED_ORTH,1.010149324310023,0.19583333333333333,0.16722880699440382,27.639545359200604,10
0.98,64,8000,wide,POINT_ESTIMATED_PLUG,1.0109901297325212,0.024999999999999974,0.16722880699440382,27.639545359200604,10
0.98,64,8000,wide,POINT_ESTIMATED_RIESZ,1.0129643526542385,0.45,0.16722880699440382,27.639545359200604,10
0.98,64,8000,wide,POINT_KNOWN_ORTH,0.34281960364453884,0.8208333333333334,0.0,1.707999966760542,10
0.98,64,8000,wide,POINT_KNOWN_PLUG,0.34122649601096816,0.09999999999999995,0.0,1.707999966760542,10
0.98,64,8000,wide,POINT_KNOWN_RIESZ,0.33775949831409957,0.8958333333333334,0.0,1.707999966760542,10
0.98,64,8000,wide,POINT_MIXTURE_MLE_ORTH,0.33083102173406387,0.8333333333333334,0.0005440073928613509,1.7352813741442943,10
0.98,64,8000,wide,POINT_MIXTURE_MLE_PLUG,0.3291422216566409,0.10833333333333331,0.0005440073928613509,1.7352813741442943,10
0.98,64,8000,wide,POINT_MIXTURE_MLE_RIESZ,0.3257938004306321,0.9083333333333334,0.0005440073928613509,1.7352813741442943,10
0.98,64,8000,wide,ZERO,1.0,0.0,0.16722880699440382,1.707999966760542,10
0.98,64,32000,low,CF_DECONV_ESTIMATED_ORTH,5.855423922590547,0.325,0.04956408982109537,1.4974738469198754,10
0.98,64,32000,low,CF_DECONV_ESTIMATED_PLUG,5.883683893757831,0.0125,0.04956408982109537,1.4974738469198754,10
0.98,64,32000,low,CF_DECONV_ESTIMATED_RIESZ,5.855951922525945,0.625,0.04956408982109537,1.4974738469198754,10
0.98,64,32000,low,CF_DECONV_KNOWN_ORTH,0.4094567239379835,1.0,0.0,1.089426806299477,10
0.98,64,32000,low,CF_DECONV_KNOWN_PLUG,0.41952411595162326,0.025,0.0,1.089426806299477,10
0.98,64,32000,low,CF_DECONV_KNOWN_RIESZ,0.4034162564069149,1.0,0.0,1.089426806299477,10
0.98,64,32000,low,LATENT_ORACLE_ORTH,0.18434992287290336,0.95,0.04956408982109537,1.0,10
0.98,64,32000,low,LATENT_ORACLE_PLUG,0.18133977143345206,0.2125,0.04956408982109537,1.0,10
0.98,64,32000,low,LATENT_ORACLE_RIESZ,0.19781264225363407,0.95,0.04956408982109537,1.0,10
0.98,64,32000,low,POINT_ESTIMATED_ORTH,3.3831307279468303,0.325,0.04956408982109537,1.4974738469198754,10
0.98,64,32000,low,POINT_ESTIMATED_PLUG,3.3999902590044107,0.0125,0.04956408982109537,1.4974738469198754,10
0.98,64,32000,low,POINT_ESTIMATED_RIESZ,3.3795531395558505,0.625,0.04956408982109537,1.4974738469198754,10
0.98,64,32000,low,POINT_KNOWN_ORTH,0.40558671791769185,0.99375,0.0,1.089426806299477,10
0.98,64,32000,low,POINT_KNOWN_PLUG,0.4130223188125662,0.075,0.0,1.089426806299477,10
0.98,64,32000,low,POINT_KNOWN_RIESZ,0.3995681876278894,1.0,0.0,1.089426806299477,10
0.98,64,32000,low,ZERO,1.0,0.0,0.04956408982109537,1.089426806299477,10
0.98,64,32000,wide,CF_DECONV_ESTIMATED_ORTH,4.71071981881654,0.23749999999999996,0.04956408982109537,34.395052613668796,10
0.98,64,32000,wide,CF_DECONV_ESTIMATED_PLUG,4.711337954014315,0.01249999999999999,0.04956408982109537,34.395052613668796,10
0.98,64,32000,wide,CF_DECONV_ESTIMATED_RIESZ,4.729897799244254,0.375,0.04956408982109537,34.395052613668796,10
0.98,64,32000,wide,CF_DECONV_KNOWN_ORTH,0.13126255043620008,1.0,0.0,1.707999966760542,10
0.98,64,32000,wide,CF_DECONV_KNOWN_PLUG,0.13335964106715775,0.029166666666666653,0.0,1.707999966760542,10
0.98,64,32000,wide,CF_DECONV_KNOWN_RIESZ,0.1267379859694869,1.0,0.0,1.707999966760542,10
0.98,64,32000,wide,CF_DECONV_MIXTURE_MLE_ORTH,0.1411192834645188,0.9916666666666666,0.0005506145309971935,1.7231245614829152,10
0.98,64,32000,wide,CF_DECONV_MIXTURE_MLE_PLUG,0.14334092117625577,0.020833333333333322,0.0005506145309971935,1.7231245614829152,10
0.98,64,32000,wide,CF_DECONV_MIXTURE_MLE_RIESZ,0.13697187290057672,1.0,0.0005506145309971935,1.7231245614829152,10
0.98,64,32000,wide,LATENT_ORACLE_ORTH,0.04899695644252995,0.95,0.04956408982109537,1.0,10
0.98,64,32000,wide,LATENT_ORACLE_PLUG,0.048677228336773015,0.24166666666666664,0.04956408982109537,1.0,10
0.98,64,32000,wide,LATENT_ORACLE_RIESZ,0.04906870022849174,0.95,0.04956408982109537,1.0,10
0.98,64,32000,wide,POINT_ESTIMATED_ORTH,0.9111863735399137,0.1833333333333333,0.04956408982109537,34.395052613668796,10
0.98,64,32000,wide,POINT_ESTIMATED_PLUG,0.9117396892827221,0.01249999999999999,0.04956408982109537,34.395052613668796,10
0.98,64,32000,wide,POINT_ESTIMATED_RIESZ,0.9098184946810057,0.325,0.04956408982109537,34.395052613668796,10
0.98,64,32000,wide,POINT_KNOWN_ORTH,0.3955936896225196,0.5875,0.0,1.707999966760542,10
0.98,64,32000,wide,POINT_KNOWN_PLUG,0.3943010999350739,0.049999999999999975,0.0,1.707999966760542,10
0.98,64,32000,wide,POINT_KNOWN_RIESZ,0.3929055054507039,0.6916666666666667,0.0,1.707999966760542,10
0.98,64,32000,wide,POINT_MIXTURE_MLE_ORTH,0.3879236736750338,0.6083333333333333,0.0005506145309971935,1.7231245614829152,10
0.98,64,32000,wide,POINT_MIXTURE_MLE_PLUG,0.38660376913994493,0.041666666666666664,0.0005506145309971935,1.7231245614829152,10
0.98,64,32000,wide,POINT_MIXTURE_MLE_RIESZ,0.3851335286600205,0.7,0.0005506145309971935,1.7231245614829152,10
0.98,64,32000,wide,ZERO,1.0,0.0,0.04956408982109537,1.707999966760542,10
