model_name,cases,energy_score_fair,quartic_nrmse,quartic_nrmse_q25,quartic_nrmse_q75,quartic_slope,wall_seconds
diffusion_edm,16,0.7036104610261713,0.6648584028881057,0.6418351988172262,0.6803142234074369,0.3363223932111916,1.547593583483831
affine_flow,16,0.7044716800613566,0.7504848285195316,0.7064746643980593,0.7941442078394914,0.2508664916820569,4.8178743540047435
autoregressive_mdn,16,0.7141934020014564,0.8231490217238918,0.7857537073072662,0.8407591154420908,0.17938611155968825,9.66997766699933
flow_matching,16,0.702808578039569,0.9654751343153548,0.9565630891693898,0.9715271334919249,0.034592965561154335,1.426835854013916
gaussian_nll,16,0.7180450914647221,0.9998652538481481,0.9996268891122051,1.0000437087356695,0.000134828317183665,0.6811373544915114
